block_id,mine_id,x,y,z,volume_m3,density,estimated_mn_pct,kriging_variance,tonnage_t,is_ore
BLK-0273,DEMO-01,75.0,580.0,132.78,32068.4,2.928,19.024,226.0149,93896.3,0
BLK-0274,DEMO-01,75.0,580.0,147.67,32068.4,2.944,19.014,225.9983,94409.4,0
BLK-0275,DEMO-01,75.0,580.0,162.56,32068.4,2.919,16.619,212.8017,93607.7,0
BLK-0276,DEMO-01,75.0,580.0,177.44,32068.4,2.937,11.487,153.2571,94184.9,0
BLK-0277,DEMO-01,75.0,580.0,192.33,32068.4,2.952,6.755,51.631,94665.9,0
BLK-0278,DEMO-01,75.0,580.0,207.22,32068.4,2.919,11.389,144.8104,93607.7,0
BLK-0279,DEMO-01,75.0,580.0,222.11,32068.4,2.917,15.476,205.5975,93543.5,0
BLK-0280,DEMO-01,75.0,580.0,237.0,32068.4,2.899,17.927,222.6865,92966.3,0
BLK-0281,DEMO-01,125.0,20.0,103.0,32068.4,2.913,17.175,222.5309,93415.2,0
BLK-0282,DEMO-01,125.0,20.0,117.89,32068.4,2.908,20.134,222.3982,93254.9,1
BLK-0283,DEMO-01,125.0,20.0,132.78,32068.4,2.911,23.092,224.5299,93351.1,1
BLK-0284,DEMO-01,125.0,20.0,147.67,32068.4,2.906,20.903,224.9003,93190.8,1
BLK-0285,DEMO-01,125.0,20.0,162.56,32068.4,2.912,17.332,206.4288,93383.2,0
BLK-0286,DEMO-01,125.0,20.0,177.44,32068.4,2.923,9.097,156.7783,93735.9,0
BLK-0287,DEMO-01,125.0,20.0,192.33,32068.4,2.915,5.2,117.7963,93479.4,0
BLK-0288,DEMO-01,125.0,20.0,207.22,32068.4,2.892,5.559,81.8898,92741.8,0
BLK-0289,DEMO-01,125.0,20.0,222.11,32068.4,2.906,8.414,128.815,93190.8,0
BLK-0290,DEMO-01,125.0,20.0,237.0,32068.4,2.896,10.589,200.5704,92870.1,0
BLK-0291,DEMO-01,125.0,63.08,103.0,32068.4,2.919,19.933,220.5897,93607.7,0
BLK-0292,DEMO-01,125.0,63.08,117.89,32068.4,2.923,21.709,223.0454,93735.9,1
BLK-0293,DEMO-01,125.0,63.08,132.78,32068.4,2.92,22.949,224.9179,93639.7,1
BLK-0294,DEMO-01,125.0,63.08,147.67,32068.4,2.906,21.711,222.3646,93190.8,1
BLK-0295,DEMO-01,125.0,63.08,162.56,32068.4,2.919,17.102,194.0283,93607.7,0
BLK-0296,DEMO-01,125.0,63.08,177.44,32068.4,2.91,8.218,117.0465,93319.0,0
BLK-0297,DEMO-01,125.0,63.08,192.33,32068.4,2.902,2.339,93.4056,93062.5,0
BLK-0298,DEMO-01,125.0,63.08,207.22,32068.4,2.926,2.513,72.5025,93832.1,0
BLK-0299,DEMO-01,125.0,63.08,222.11,32068.4,2.927,6.038,91.8973,93864.2,0
BLK-0300,DEMO-01,125.0,63.08,237.0,32068.4,2.929,8.797,184.5525,93928.3,0
BLK-0301,DEMO-01,125.0,106.15,103.0,32068.4,2.908,22.787,222.0103,93254.9,1
BLK-0302,DEMO-01,125.0,106.15,117.89,32068.4,2.932,22.584,222.6342,94024.5,1
BLK-0303,DEMO-01,125.0,106.15,132.78,32068.4,2.91,24.167,224.0879,93319.0,1
BLK-0304,DEMO-01,125.0,106.15,147.67,32068.4,2.925,22.587,221.7685,93800.1,1
BLK-0305,DEMO-01,125.0,106.15,162.56,32068.4,2.91,17.828,187.6783,93319.0,0
BLK-0306,DEMO-01,125.0,106.15,177.44,32068.4,2.916,9.255,96.5375,93511.5,0
BLK-0307,DEMO-01,125.0,106.15,192.33,32068.4,2.888,3.661,85.4586,92613.5,0
BLK-0308,DEMO-01,125.0,106.15,207.22,32068.4,2.913,2.511,92.744,93415.2,0
BLK-0309,DEMO-01,125.0,106.15,222.11,32068.4,2.917,5.438,82.9912,93543.5,0
BLK-0310,DEMO-01,125.0,106.15,237.0,32068.4,2.911,8.553,172.9643,93351.1,0
BLK-0311,DEMO-01,125.0,149.23,103.0,32068.4,2.939,23.384,222.6828,94249.0,1
BLK-0312,DEMO-01,125.0,149.23,117.89,32068.4,2.901,22.313,222.2497,93030.4,1
BLK-0313,DEMO-01,125.0,149.23,132.78,32068.4,2.909,22.584,222.6342,93287.0,1
BLK-0314,DEMO-01,125.0,149.23,147.67,32068.4,2.904,24.009,219.8421,93126.6,1
BLK-0315,DEMO-01,125.0,149.23,162.56,32068.4,2.912,19.938,185.9609,93383.2,0
BLK-0316,DEMO-01,125.0,149.23,177.44,32068.4,2.949,13.123,109.2771,94569.7,0
BLK-0317,DEMO-01,125.0,149.23,192.33,32068.4,2.949,9.966,91.4517,94569.7,0
BLK-0318,DEMO-01,125.0,149.23,207.22,32068.4,2.908,8.796,94.3353,93254.9,0
BLK-0319,DEMO-01,125.0,149.23,222.11,32068.4,2.907,6.938,77.622,93222.8,0
BLK-0320,DEMO-01,125.0,149.23,237.0,32068.4,2.901,10.049,166.7857,93030.4,0
BLK-0321,DEMO-01,125.0,192.31,103.0,32068.4,2.933,23.215,222.9478,94056.6,1
BLK-0322,DEMO-01,125.0,192.31,117.89,32068.4,2.931,23.215,222.9478,93992.5,1
BLK-0323,DEMO-01,125.0,192.31,132.78,32068.4,2.915,23.586,221.8364,93479.4,1
BLK-0324,DEMO-01,125.0,192.31,147.67,32068.4,2.898,22.948,215.7211,92934.2,1
BLK-0325,DEMO-01,125.0,192.31,162.56,32068.4,2.905,23.313,178.0015,93158.7,1
BLK-0326,DEMO-01,125.0,192.31,177.44,32068.4,2.979,20.462,110.1607,95531.8,1
BLK-0327,DEMO-01,125.0,192.31,192.33,32068.4,2.987,19.237,103.235,95788.3,0
BLK-0328,DEMO-01,125.0,192.31,207.22,32068.4,2.896,18.581,72.5484,92870.1,0
BLK-0329,DEMO-01,125.0,192.31,222.11,32068.4,2.912,11.556,54.3573,93383.2,0
BLK-0330,DEMO-01,125.0,192.31,237.0,32068.4,2.938,12.948,167.3185,94217.0,0
BLK-0331,DEMO-01,125.0,235.38,103.0,32068.4,2.913,21.255,220.4156,93415.2,1
BLK-0332,DEMO-01,125.0,235.38,117.89,32068.4,2.936,21.886,221.0165,94152.8,1
BLK-0333,DEMO-01,125.0,235.38,132.78,32068.4,2.925,22.976,220.8995,93800.1,1
BLK-0334,DEMO-01,125.0,235.38,147.67,32068.4,2.902,23.341,213.2835,93062.5,1
BLK-0335,DEMO-01,125.0,235.38,162.56,32068.4,2.914,26.005,168.3306,93447.3,1
BLK-0336,DEMO-01,125.0,235.38,177.44,32068.4,2.971,28.487,94.7072,95275.2,1
BLK-0337,DEMO-01,125.0,235.38,192.33,32068.4,3.127,29.267,108.3304,100277.9,1
BLK-0338,DEMO-01,125.0,235.38,207.22,32068.4,2.995,28.377,76.8116,96044.9,1
BLK-0339,DEMO-01,125.0,235.38,222.11,32068.4,2.94,19.928,102.2074,94281.1,0
BLK-0340,DEMO-01,125.0,235.38,237.0,32068.4,2.903,15.216,182.107,93094.6,0
BLK-0341,DEMO-01,125.0,278.46,103.0,32068.4,2.93,20.604,219.3313,93960.4,1
BLK-0342,DEMO-01,125.0,278.46,117.89,32068.4,2.91,21.21,219.2066,93319.0,1
BLK-0343,DEMO-01,125.0,278.46,132.78,32068.4,2.916,21.87,219.8186,93511.5,1
BLK-0344,DEMO-01,125.0,278.46,147.67,32068.4,2.924,22.489,213.697,93768.0,1
BLK-0345,DEMO-01,125.0,278.46,162.56,32068.4,2.908,25.988,170.3587,93254.9,1
BLK-0346,DEMO-01,125.0,278.46,177.44,32068.4,2.946,33.748,103.0554,94473.5,1
BLK-0347,DEMO-01,125.0,278.46,192.33,32068.4,3.185,37.537,106.0217,102137.9,1
BLK-0348,DEMO-01,125.0,278.46,207.22,32068.4,3.333,34.051,86.0429,106884.0,1
BLK-0349,DEMO-01,125.0,278.46,222.11,32068.4,2.943,24.206,139.7465,94377.3,1
BLK-0350,DEMO-01,125.0,278.46,237.0,32068.4,2.914,16.445,199.2272,93447.3,0
BLK-0351,DEMO-01,125.0,321.54,103.0,32068.4,2.927,20.171,219.4772,93864.2,1
BLK-0352,DEMO-01,125.0,321.54,117.89,32068.4,2.924,20.459,219.4538,93768.0,1
BLK-0353,DEMO-01,125.0,321.54,132.78,32068.4,2.899,19.436,220.8639,92966.3,0
BLK-0354,DEMO-01,125.0,321.54,147.67,32068.4,2.901,20.875,216.8358,93030.4,1
BLK-0355,DEMO-01,125.0,321.54,162.56,32068.4,2.907,26.68,174.25,93222.8,1
BLK-0356,DEMO-01,125.0,321.54,177.44,32068.4,2.946,37.048,110.9006,94473.5,1
BLK-0357,DEMO-01,125.0,321.54,192.33,32068.4,3.314,42.301,100.4663,106274.7,1
BLK-0358,DEMO-01,125.0,321.54,207.22,32068.4,3.606,37.585,90.8584,115638.7,1
BLK-0359,DEMO-01,125.0,321.54,222.11,32068.4,3.037,26.256,162.3528,97391.7,1
BLK-0360,DEMO-01,125.0,321.54,237.0,32068.4,2.915,17.194,211.1366,93479.4,0
BLK-0361,DEMO-01,125.0,364.62,103.0,32068.4,2.923,19.016,221.7823,93735.9,0
BLK-0362,DEMO-01,125.0,364.62,117.89,32068.4,2.919,19.15,221.6633,93607.7,0
BLK-0363,DEMO-01,125.0,364.62,132.78,32068.4,2.909,19.15,221.6633,93287.0,0
BLK-0364,DEMO-01,125.0,364.62,147.67,32068.4,2.891,21.021,216.2376,92709.7,1
BLK-0365,DEMO-01,125.0,364.62,162.56,32068.4,2.921,26.881,169.1928,93671.8,1
BLK-0366,DEMO-01,125.0,364.62,177.44,32068.4,3.076,36.201,96.3781,98642.4,1
BLK-0367,DEMO-01,125.0,364.62,192.33,32068.4,3.788,41.799,92.453,121475.1,1
BLK-0368,DEMO-01,125.0,364.62,207.22,32068.4,3.388,39.438,84.8474,108647.7,1
BLK-0369,DEMO-01,125.0,364.62,222.11,32068.4,2.961,25.964,171.1457,94954.5,1
BLK-0370,DEMO-01,125.0,364.62,237.0,32068.4,2.916,17.804,216.7329,93511.5,0
BLK-0371,DEMO-01,125.0,407.69,103.0,32068.4,2.924,20.26,223.0147,93768.0,1
BLK-0372,DEMO-01,125.0,407.69,117.89,32068.4,2.897,21.088,224.1486,92902.2,1
BLK-0373,DEMO-01,125.0,407.69,132.78,32068.4,2.919,21.088,224.1486,93607.7,1
BLK-0374,DEMO-01,125.0,407.69,147.67,32068.4,2.916,22.943,217.2109,93511.5,1
BLK-0375,DEMO-01,125.0,407.69,162.56,32068.4,3.011,26.013,163.8109,96558.0,1
BLK-0376,DEMO-01,125.0,407.69,177.44,32068.4,3.6,33.209,67.7121,115446.2,1
BLK-0377,DEMO-01,125.0,407.69,192.33,32068.4,3.546,36.743,81.58,113714.5,1
BLK-0378,DEMO-01,125.0,407.69,207.22,32068.4,2.99,36.281,63.1462,95884.5,1
BLK-0379,DEMO-01,125.0,407.69,222.11,32068.4,2.916,24.211,174.0521,93511.5,1
BLK-0380,DEMO-01,125.0,407.69,237.0,32068.4,2.902,17.581,218.4023,93062.5,0
BLK-0381,DEMO-01,125.0,450.77,103.0,32068.4,2.95,20.26,223.0147,94601.8,1
BLK-0382,DEMO-01,125.0,450.77,117.89,32068.4,2.902,21.088,224.1486,93062.5,1
BLK-0383,DEMO-01,125.0,450.77,132.78,32068.4,2.915,21.088,224.1486,93479.4,1
BLK-0384,DEMO-01,125.0,450.77,147.67,32068.4,2.93,23.946,219.717,93960.4,1
BLK-0385,DEMO-01,125.0,450.77,162.56,32068.4,3.158,24.007,172.064,101272.0,1
BLK-0386,DEMO-01,125.0,450.77,177.44,32068.4,3.548,26.078,94.8837,113778.7,1
BLK-0387,DEMO-01,125.0,450.77,192.33,32068.4,3.09,27.653,79.9543,99091.4,1
BLK-0388,DEMO-01,125.0,450.77,207.22,32068.4,2.918,26.987,86.8507,93575.6,1
BLK-0389,DEMO-01,125.0,450.77,222.11,32068.4,2.901,21.033,178.4175,93030.4,1
BLK-0390,DEMO-01,125.0,450.77,237.0,32068.4,2.945,17.98,219.3547,94441.4,0
BLK-0391,DEMO-01,125.0,493.85,103.0,32068.4,2.913,19.331,222.9544,93415.2,0
BLK-0392,DEMO-01,125.0,493.85,117.89,32068.4,2.924,22.246,225.6097,93768.0,1
BLK-0393,DEMO-01,125.0,493.85,132.78,32068.4,2.912,22.246,225.6097,93383.2,1
BLK-0394,DEMO-01,125.0,493.85,147.67,32068.4,2.916,19.516,223.8594,93511.5,0
BLK-0395,DEMO-01,125.0,493.85,162.56,32068.4,3.033,19.775,189.4421,97263.5,0
BLK-0396,DEMO-01,125.0,493.85,177.44,32068.4,3.243,17.961,115.7335,103997.8,0
BLK-0397,DEMO-01,125.0,493.85,192.33,32068.4,3.016,16.628,70.1315,96718.3,0
BLK-0398,DEMO-01,125.0,493.85,207.22,32068.4,2.914,17.536,106.1787,93447.3,0
BLK-0399,DEMO-01,125.0,493.85,222.11,32068.4,2.932,17.802,180.3594,94024.5,0
BLK-0400,DEMO-01,125.0,493.85,237.0,32068.4,2.9,17.113,218.3659,92998.4,0
BLK-0401,DEMO-01,125.0,536.92,103.0,32068.4,2.909,17.141,223.1055,93287.0,0
BLK-0402,DEMO-01,125.0,536.92,117.89,32068.4,2.904,17.866,225.615,93126.6,0
BLK-0403,DEMO-01,125.0,536.92,132.78,32068.4,2.935,19.338,226.5037,94120.8,0
BLK-0404,DEMO-01,125.0,536.92,147.67,32068.4,2.905,19.118,225.639,93158.7,0
BLK-0405,DEMO-01,125.0,536.92,162.56,32068.4,2.936,17.569,203.6595,94152.8,0
BLK-0406,DEMO-01,125.0,536.92,177.44,32068.4,3.037,13.131,130.3899,97391.7,0
BLK-0407,DEMO-01,125.0,536.92,192.33,32068.4,3.015,9.271,66.836,96686.2,0
BLK-0408,DEMO-01,125.0,536.92,207.22,32068.4,2.908,11.179,121.1274,93254.9,0
BLK-0409,DEMO-01,125.0,536.92,222.11,32068.4,2.898,14.758,183.7855,92934.2,0
BLK-0410,DEMO-01,125.0,536.92,237.0,32068.4,2.928,16.991,217.6713,93896.3,0
BLK-0411,DEMO-01,125.0,580.0,103.0,32068.4,2.9,17.866,225.615,92998.4,0
BLK-0412,DEMO-01,125.0,580.0,117.89,32068.4,2.921,17.866,225.615,93671.8,0
BLK-0413,DEMO-01,125.0,580.0,132.78,32068.4,2.918,17.433,225.5386,93575.6,0
BLK-0414,DEMO-01,125.0,580.0,147.67,32068.4,2.921,17.658,226.8541,93671.8,0
BLK-0415,DEMO-01,125.0,580.0,162.56,32068.4,2.923,15.968,213.5286,93735.9,0
BLK-0416,DEMO-01,125.0,580.0,177.44,32068.4,2.915,11.946,155.5539,93479.4,0
BLK-0417,DEMO-01,125.0,580.0,192.33,32068.4,2.944,7.086,89.2659,94409.4,0
BLK-0418,DEMO-01,125.0,580.0,207.22,32068.4,2.94,9.462,137.0303,94281.1,0
BLK-0419,DEMO-01,125.0,580.0,222.11,32068.4,2.908,12.988,192.0986,93254.9,0
BLK-0420,DEMO-01,125.0,580.0,237.0,32068.4,2.88,17.167,218.8617,92357.0,0
BLK-0421,DEMO-01,175.0,20.0,103.0,32068.4,2.925,19.019,223.3177,93800.1,0
BLK-0422,DEMO-01,175.0,20.0,117.89,32068.4,2.903,18.258,222.6304,93094.6,0
BLK-0423,DEMO-01,175.0,20.0,132.78,32068.4,2.922,19.512,223.6057,93703.9,0
BLK-0424,DEMO-01,175.0,20.0,147.67,32068.4,2.935,19.419,223.3342,94120.8,0
BLK-0425,DEMO-01,175.0,20.0,162.56,32068.4,2.916,17.595,212.094,93511.5,0
BLK-0426,DEMO-01,175.0,20.0,177.44,32068.4,2.929,10.872,168.3608,93928.3,0
BLK-0427,DEMO-01,175.0,20.0,192.33,32068.4,2.918,5.65,124.4493,93575.6,0
BLK-0428,DEMO-01,175.0,20.0,207.22,32068.4,2.937,4.026,88.2918,94184.9,0
BLK-0429,DEMO-01,175.0,20.0,222.11,32068.4,2.902,6.623,138.7124,93062.5,0
BLK-0430,DEMO-01,175.0,20.0,237.0,32068.4,2.916,10.034,205.3475,93511.5,0
BLK-0431,DEMO-01,175.0,63.08,103.0,32068.4,2.925,19.201,222.3176,93800.1,0
BLK-0432,DEMO-01,175.0,63.08,117.89,32068.4,2.914,18.833,223.3379,93447.3,0
BLK-0433,DEMO-01,175.0,63.08,132.78,32068.4,2.931,17.175,222.5309,93992.5,0
BLK-0434,DEMO-01,175.0,63.08,147.67,32068.4,2.91,21.755,225.2727,93319.0,1
BLK-0435,DEMO-01,175.0,63.08,162.56,32068.4,2.944,19.014,200.021,94409.4,0
BLK-0436,DEMO-01,175.0,63.08,177.44,32068.4,2.945,10.897,128.7231,94441.4,0
BLK-0437,DEMO-01,175.0,63.08,192.33,32068.4,2.921,3.025,90.3371,93671.8,0
BLK-0438,DEMO-01,175.0,63.08,207.22,32068.4,2.924,2.344,76.4387,93768.0,0
BLK-0439,DEMO-01,175.0,63.08,222.11,32068.4,2.932,4.56,113.9309,94024.5,0
BLK-0440,DEMO-01,175.0,63.08,237.0,32068.4,2.901,8.249,190.184,93030.4,0
BLK-0441,DEMO-01,175.0,106.15,103.0,32068.4,2.899,21.866,221.1944,92966.3,1
BLK-0442,DEMO-01,175.0,106.15,117.89,32068.4,2.933,20.065,221.948,94056.6,1
BLK-0443,DEMO-01,175.0,106.15,132.78,32068.4,2.92,21.961,224.7231,93639.7,1
BLK-0444,DEMO-01,175.0,106.15,147.67,32068.4,2.913,21.479,225.2788,93415.2,1
BLK-0445,DEMO-01,175.0,106.15,162.56,32068.4,2.92,18.911,194.1989,93639.7,0
BLK-0446,DEMO-01,175.0,106.15,177.44,32068.4,2.894,11.016,100.1855,92805.9,0
BLK-0447,DEMO-01,175.0,106.15,192.33,32068.4,2.916,3.313,72.1695,93511.5,0
BLK-0448,DEMO-01,175.0,106.15,207.22,32068.4,2.906,2.999,92.2593,93190.8,0
BLK-0449,DEMO-01,175.0,106.15,222.11,32068.4,2.928,4.366,104.0806,93896.3,0
BLK-0450,DEMO-01,175.0,106.15,237.0,32068.4,2.929,7.755,176.9035,93928.3,0
BLK-0451,DEMO-01,175.0,149.23,103.0,32068.4,2.924,21.866,221.1944,93768.0,1
BLK-0452,DEMO-01,175.0,149.23,117.89,32068.4,2.921,23.214,223.409,93671.8,1
BLK-0453,DEMO-01,175.0,149.23,132.78,32068.4,2.896,23.214,223.409,92870.1,1
BLK-0454,DEMO-01,175.0,149.23,147.67,32068.4,2.927,21.838,223.0072,93864.2,1
BLK-0455,DEMO-01,175.0,149.23,162.56,32068.4,2.954,20.589,194.1673,94730.1,1
BLK-0456,DEMO-01,175.0,149.23,177.44,32068.4,2.964,15.644,112.2522,95050.7,0
BLK-0457,DEMO-01,175.0,149.23,192.33,32068.4,2.948,7.565,44.0216,94537.6,0
BLK-0458,DEMO-01,175.0,149.23,207.22,32068.4,2.894,6.195,88.9325,92805.9,0
BLK-0459,DEMO-01,175.0,149.23,222.11,32068.4,2.911,5.614,94.2287,93351.1,0
BLK-0460,DEMO-01,175.0,149.23,237.0,32068.4,2.906,10.206,170.0323,93190.8,0
BLK-0461,DEMO-01,175.0,192.31,103.0,32068.4,2.918,23.168,222.5511,93575.6,1
BLK-0462,DEMO-01,175.0,192.31,117.89,32068.4,2.916,23.234,223.3408,93511.5,1
BLK-0463,DEMO-01,175.0,192.31,132.78,32068.4,2.913,23.215,222.9478,93415.2,1
BLK-0464,DEMO-01,175.0,192.31,147.67,32068.4,2.935,23.352,221.3841,94120.8,1
BLK-0465,DEMO-01,175.0,192.31,162.56,32068.4,2.979,24.432,194.1124,95531.8,1
BLK-0466,DEMO-01,175.0,192.31,177.44,32068.4,3.019,21.761,127.3913,96814.5,1
BLK-0467,DEMO-01,175.0,192.31,192.33,32068.4,2.921,18.181,83.2008,93671.8,0
BLK-0468,DEMO-01,175.0,192.31,207.22,32068.4,2.912,14.837,79.4322,93383.2,0
BLK-0469,DEMO-01,175.0,192.31,222.11,32068.4,2.9,10.538,92.1153,92998.4,0
BLK-0470,DEMO-01,175.0,192.31,237.0,32068.4,2.916,10.028,173.9959,93511.5,0
BLK-0471,DEMO-01,175.0,235.38,103.0,32068.4,2.914,22.061,221.1684,93447.3,1
BLK-0472,DEMO-01,175.0,235.38,117.89,32068.4,2.906,21.997,221.449,93190.8,1
BLK-0473,DEMO-01,175.0,235.38,132.78,32068.4,2.928,22.64,222.3262,93896.3,1
BLK-0474,DEMO-01,175.0,235.38,147.67,32068.4,2.916,23.74,220.1003,93511.5,1
BLK-0475,DEMO-01,175.0,235.38,162.56,32068.4,2.986,27.702,189.9309,95756.2,1
BLK-0476,DEMO-01,175.0,235.38,177.44,32068.4,3.214,30.056,128.6539,103067.8,1
BLK-0477,DEMO-01,175.0,235.38,192.33,32068.4,3.083,28.248,105.6149,98866.9,1
BLK-0478,DEMO-01,175.0,235.38,207.22,32068.4,2.918,24.047,97.7517,93575.6,1
BLK-0479,DEMO-01,175.0,235.38,222.11,32068.4,2.916,16.993,128.1084,93511.5,0
BLK-0480,DEMO-01,175.0,235.38,237.0,32068.4,2.926,13.089,189.8888,93832.1,0
BLK-0481,DEMO-01,175.0,278.46,103.0,32068.4,2.911,21.199,219.7902,93351.1,1
BLK-0482,DEMO-01,175.0,278.46,117.89,32068.4,2.923,21.576,220.4414,93735.9,1
BLK-0483,DEMO-01,175.0,278.46,132.78,32068.4,2.905,22.061,221.1684,93158.7,1
BLK-0484,DEMO-01,175.0,278.46,147.67,32068.4,2.926,23.445,217.7128,93832.1,1
BLK-0485,DEMO-01,175.0,278.46,162.56,32068.4,2.926,28.495,181.4853,93832.1,1
BLK-0486,DEMO-01,175.0,278.46,177.44,32068.4,3.234,34.984,113.9186,103709.2,1
BLK-0487,DEMO-01,175.0,278.46,192.33,32068.4,3.478,36.336,97.4337,111533.9,1
BLK-0488,DEMO-01,175.0,278.46,207.22,32068.4,3.043,30.454,115.0435,97584.1,1
BLK-0489,DEMO-01,175.0,278.46,222.11,32068.4,2.903,22.688,163.4042,93094.6,1
BLK-0490,DEMO-01,175.0,278.46,237.0,32068.4,2.897,16.414,206.2565,92902.2,0
BLK-0491,DEMO-01,175.0,321.54,103.0,32068.4,2.908,19.481,219.0616,93254.9,0
BLK-0492,DEMO-01,175.0,321.54,117.89,32068.4,2.898,21.16,219.6056,92934.2,1
BLK-0493,DEMO-01,175.0,321.54,132.78,32068.4,2.898,21.939,220.125,92934.2,1
BLK-0494,DEMO-01,175.0,321.54,147.67,32068.4,2.924,22.123,217.9457,93768.0,1
BLK-0495,DEMO-01,175.0,321.54,162.56,32068.4,2.936,27.701,175.0812,94152.8,1
BLK-0496,DEMO-01,175.0,321.54,177.44,32068.4,3.301,37.68,86.4012,105857.8,1
BLK-0497,DEMO-01,175.0,321.54,192.33,32068.4,3.732,41.333,82.2235,119679.3,1
BLK-0498,DEMO-01,175.0,321.54,207.22,32068.4,3.088,35.273,116.1966,99027.2,1
BLK-0499,DEMO-01,175.0,321.54,222.11,32068.4,2.942,24.487,179.5305,94345.2,1
BLK-0500,DEMO-01,175.0,321.54,237.0,32068.4,2.906,18.291,215.0757,93190.8,0
BLK-0501,DEMO-01,175.0,364.62,103.0,32068.4,2.899,18.364,221.8651,92966.3,0
BLK-0502,DEMO-01,175.0,364.62,117.89,32068.4,2.927,19.016,221.7823,93864.2,0
BLK-0503,DEMO-01,175.0,364.62,132.78,32068.4,2.913,19.903,222.5619,93415.2,0
BLK-0504,DEMO-01,175.0,364.62,147.67,32068.4,2.945,21.803,218.2731,94441.4,1
BLK-0505,DEMO-01,175.0,364.62,162.56,32068.4,3.035,27.188,169.7151,97327.6,1
BLK-0506,DEMO-01,175.0,364.62,177.44,32068.4,3.751,36.296,81.9074,120288.6,1
BLK-0507,DEMO-01,175.0,364.62,192.33,32068.4,3.492,40.532,82.9577,111982.9,1
BLK-0508,DEMO-01,175.0,364.62,207.22,32068.4,2.949,35.331,105.6367,94569.7,1
BLK-0509,DEMO-01,175.0,364.62,222.11,32068.4,2.907,24.634,182.0447,93222.8,1
BLK-0510,DEMO-01,175.0,364.62,237.0,32068.4,2.926,16.346,217.7514,93832.1,0
BLK-0511,DEMO-01,175.0,407.69,103.0,32068.4,2.924,19.478,223.4067,93768.0,0
BLK-0512,DEMO-01,175.0,407.69,117.89,32068.4,2.898,20.845,224.1096,92934.2,1
BLK-0513,DEMO-01,175.0,407.69,132.78,32068.4,2.902,21.442,224.2678,93062.5,1
BLK-0514,DEMO-01,175.0,407.69,147.67,32068.4,2.929,22.705,218.9166,93928.3,1
BLK-0515,DEMO-01,175.0,407.69,162.56,32068.4,3.463,25.732,168.7831,111052.9,1
BLK-0516,DEMO-01,175.0,407.69,177.44,32068.4,3.558,32.488,69.5381,114099.4,1
BLK-0517,DEMO-01,175.0,407.69,192.33,32068.4,2.994,33.95,82.9533,96012.8,1
BLK-0518,DEMO-01,175.0,407.69,207.22,32068.4,2.895,30.487,93.7069,92838.0,1
BLK-0519,DEMO-01,175.0,407.69,222.11,32068.4,2.902,20.814,178.5414,93062.5,1
BLK-0520,DEMO-01,175.0,407.69,237.0,32068.4,2.91,16.853,218.2416,93319.0,0
BLK-0521,DEMO-01,175.0,450.77,103.0,32068.4,2.907,19.009,222.4023,93222.8,0
BLK-0522,DEMO-01,175.0,450.77,117.89,32068.4,2.918,19.009,222.4023,93575.6,0
BLK-0523,DEMO-01,175.0,450.77,132.78,32068.4,2.928,20.26,223.0147,93896.3,1
BLK-0524,DEMO-01,175.0,450.77,147.67,32068.4,3.087,22.486,219.9887,98995.2,1
BLK-0525,DEMO-01,175.0,450.77,162.56,32068.4,3.422,23.78,178.0743,109738.1,1
BLK-0526,DEMO-01,175.0,450.77,177.44,32068.4,3.12,25.119,102.2145,100053.4,1
BLK-0527,DEMO-01,175.0,450.77,192.33,32068.4,2.913,23.932,85.4199,93415.2,1
BLK-0528,DEMO-01,175.0,450.77,207.22,32068.4,2.894,22.102,85.9374,92805.9,1
BLK-0529,DEMO-01,175.0,450.77,222.11,32068.4,2.912,18.312,172.0641,93383.2,0
BLK-0530,DEMO-01,175.0,450.77,237.0,32068.4,2.895,17.023,216.86,92838.0,0
BLK-0531,DEMO-01,175.0,493.85,103.0,32068.4,2.916,18.632,222.2116,93511.5,0
BLK-0532,DEMO-01,175.0,493.85,117.89,32068.4,2.906,18.632,222.2116,93190.8,0
BLK-0533,DEMO-01,175.0,493.85,132.78,32068.4,2.892,18.522,224.9575,92741.8,0
BLK-0534,DEMO-01,175.0,493.85,147.67,32068.4,2.999,19.998,224.1367,96173.1,0
BLK-0535,DEMO-01,175.0,493.85,162.56,32068.4,3.151,19.305,192.893,101047.5,0
BLK-0536,DEMO-01,175.0,493.85,177.44,32068.4,2.995,16.978,130.0078,96044.9,0
BLK-0537,DEMO-01,175.0,493.85,192.33,32068.4,2.932,14.443,86.4306,94024.5,0
BLK-0538,DEMO-01,175.0,493.85,207.22,32068.4,2.907,13.195,74.0878,93222.8,0
BLK-0539,DEMO-01,175.0,493.85,222.11,32068.4,2.931,14.904,159.4304,93992.5,0
BLK-0540,DEMO-01,175.0,493.85,237.0,32068.4,2.907,16.039,212.7838,93222.8,0
BLK-0541,DEMO-01,175.0,536.92,103.0,32068.4,2.909,16.601,222.9978,93287.0,0
BLK-0542,DEMO-01,175.0,536.92,117.89,32068.4,2.921,17.141,223.1055,93671.8,0
BLK-0543,DEMO-01,175.0,536.92,132.78,32068.4,2.924,17.866,225.615,93768.0,0
BLK-0544,DEMO-01,175.0,536.92,147.67,32068.4,2.93,16.333,225.44,93960.4,0
BLK-0545,DEMO-01,175.0,536.92,162.56,32068.4,2.969,16.63,204.5406,95211.1,0
BLK-0546,DEMO-01,175.0,536.92,177.44,32068.4,2.999,12.305,148.4912,96173.1,0
