date,mine_id,blast_count,delay_h,delay_reason
2024-09-08,DEMO-01,2,0.0,none
2024-09-09,DEMO-01,0,0.0,none
2024-09-10,DEMO-01,2,0.0,none
2024-09-11,DEMO-01,1,0.0,none
2024-09-12,DEMO-01,2,4.43,wet_holes
2024-09-13,DEMO-01,3,0.0,none
2024-09-14,DEMO-01,2,0.0,none
2024-09-15,DEMO-01,4,0.0,none
2024-09-16,DEMO-01,3,4.52,rainfall
2024-09-17,DEMO-01,1,0.0,none
2024-09-18,DEMO-01,4,0.0,none
2024-09-19,DEMO-01,2,0.0,none
2024-09-20,DEMO-01,5,0.0,none
2024-09-21,DEMO-01,1,0.0,none
2024-09-22,DEMO-01,2,0.0,none
2024-09-23,DEMO-01,4,0.0,none
2024-09-24,DEMO-01,1,0.0,none
2024-09-25,DEMO-01,3,0.0,none
2024-09-26,DEMO-01,1,0.0,none
2024-09-27,DEMO-01,2,0.0,none
2024-09-28,DEMO-01,6,4.79,misfire
2024-09-29,DEMO-01,0,0.0,none
2024-09-30,DEMO-01,4,8.52,misfire
2024-10-01,DEMO-01,1,0.0,none
2024-10-02,DEMO-01,2,0.0,none
2024-10-03,DEMO-01,3,6.13,ground_conditions
2024-10-04,DEMO-01,1,0.0,none
2024-10-05,DEMO-01,2,0.0,none
2024-10-06,DEMO-01,5,0.0,none
2024-10-07,DEMO-01,0,0.0,none
2024-10-08,DEMO-01,5,0.67,equipment
2024-10-09,DEMO-01,3,1.86,misfire
2024-10-10,DEMO-01,4,0.99,ground_conditions
2024-10-11,DEMO-01,4,0.0,none
2024-10-12,DEMO-01,3,0.0,none
2024-10-13,DEMO-01,2,0.0,none
2024-10-14,DEMO-01,6,2.35,ventilation
2024-10-15,DEMO-01,2,5.05,ground_conditions
2024-10-16,DEMO-01,2,0.0,none
2024-10-17,DEMO-01,1,0.0,none
2024-10-18,DEMO-01,6,0.0,none
2024-10-19,DEMO-01,0,0.0,none
2024-10-20,DEMO-01,3,0.0,none
2024-10-21,DEMO-01,4,0.0,none
2024-10-22,DEMO-01,2,0.0,none
2024-10-23,DEMO-01,0,0.0,none
2024-10-24,DEMO-01,1,0.0,none
2024-10-25,DEMO-01,2,0.0,none
2024-10-26,DEMO-01,4,0.0,none
2024-10-27,DEMO-01,3,0.0,none
2024-10-28,DEMO-01,1,0.0,none
2024-10-29,DEMO-01,4,3.27,ground_conditions
2024-10-30,DEMO-01,0,0.0,none
2024-10-31,DEMO-01,5,0.0,none
2024-11-01,DEMO-01,4,0.0,none
2024-11-02,DEMO-01,2,0.0,none
2024-11-03,DEMO-01,4,0.0,none
2024-11-04,DEMO-01,4,0.0,none
2024-11-05,DEMO-01,5,0.0,none
2024-11-06,DEMO-01,1,0.0,none
2024-11-07,DEMO-01,1,0.0,none
2024-11-08,DEMO-01,3,0.0,none
2024-11-09,DEMO-01,0,0.0,none
2024-11-10,DEMO-01,3,0.0,none
2024-11-11,DEMO-01,4,0.0,none
2024-11-12,DEMO-01,2,0.0,none
2024-11-13,DEMO-01,0,0.0,none
2024-11-14,DEMO-01,5,0.0,none
2024-11-15,DEMO-01,3,0.0,none
2024-11-16,DEMO-01,2,0.0,none
2024-11-17,DEMO-01,1,0.0,none
2024-11-18,DEMO-01,3,0.0,none
2024-11-19,DEMO-01,1,0.0,none
2024-11-20,DEMO-01,1,0.0,none
2024-11-21,DEMO-01,1,0.0,none
2024-11-22,DEMO-01,3,0.0,none
2024-11-23,DEMO-01,1,0.0,none
2024-11-24,DEMO-01,3,0.0,none
2024-11-25,DEMO-01,1,0.0,none
2024-11-26,DEMO-01,1,0.0,none
2024-11-27,DEMO-01,5,0.0,none
2024-11-28,DEMO-01,2,0.0,none
2024-11-29,DEMO-01,3,0.0,none
2024-11-30,DEMO-01,2,0.0,none
2024-12-01,DEMO-01,0,0.0,none
2024-12-02,DEMO-01,5,0.0,none
2024-12-03,DEMO-01,1,0.0,none
2024-12-04,DEMO-01,3,0.0,none
2024-12-05,DEMO-01,6,0.0,none
2024-12-06,DEMO-01,2,1.49,equipment
2024-12-07,DEMO-01,1,0.0,none
2024-12-08,DEMO-01,4,0.0,none
2024-12-09,DEMO-01,0,0.0,none
2024-12-10,DEMO-01,0,0.0,none
2024-12-11,DEMO-01,1,0.0,none
2024-12-12,DEMO-01,1,0.0,none
2024-12-13,DEMO-01,2,0.0,none
2024-12-14,DEMO-01,0,0.0,none
2024-12-15,DEMO-01,2,0.0,none
2024-12-16,DEMO-01,1,0.0,none
2024-12-17,DEMO-01,1,0.0,none
2024-12-18,DEMO-01,5,0.0,none
2024-12-19,DEMO-01,1,0.0,none
2024-12-20,DEMO-01,5,0.0,none
2024-12-21,DEMO-01,1,0.0,none
2024-12-22,DEMO-01,3,0.0,none
2024-12-23,DEMO-01,2,0.0,none
2024-12-24,DEMO-01,2,0.0,none
2024-12-25,DEMO-01,3,0.0,none
2024-12-26,DEMO-01,1,0.0,none
2024-12-27,DEMO-01,3,0.0,none
2024-12-28,DEMO-01,2,0.0,none
2024-12-29,DEMO-01,2,0.0,none
2024-12-30,DEMO-01,2,0.0,none
2024-12-31,DEMO-01,2,0.0,none
2025-01-01,DEMO-01,2,0.0,none
2025-01-02,DEMO-01,1,0.0,none
2025-01-03,DEMO-01,3,0.0,none
2025-01-04,DEMO-01,1,0.0,none
2025-01-05,DEMO-01,1,0.0,none
2025-01-06,DEMO-01,4,0.0,none
2025-01-07,DEMO-01,2,0.0,none
2025-01-08,DEMO-01,0,0.0,none
2025-01-09,DEMO-01,2,0.0,none
2025-01-10,DEMO-01,2,0.0,none
2025-01-11,DEMO-01,0,0.0,none
2025-01-12,DEMO-01,3,0.0,none
2025-01-13,DEMO-01,3,0.0,none
2025-01-14,DEMO-01,6,0.0,none
2025-01-15,DEMO-01,2,0.0,none
2025-01-16,DEMO-01,2,0.0,none
2025-01-17,DEMO-01,1,0.0,none
2025-01-18,DEMO-01,4,0.0,none
2025-01-19,DEMO-01,1,0.0,none
2025-01-20,DEMO-01,3,0.0,none
2025-01-21,DEMO-01,4,5.01,equipment
2025-01-22,DEMO-01,2,0.0,none
2025-01-23,DEMO-01,3,6.89,ground_conditions
2025-01-24,DEMO-01,0,0.0,none
2025-01-25,DEMO-01,1,0.0,none
2025-01-26,DEMO-01,2,0.0,none
2025-01-27,DEMO-01,2,0.0,none
2025-01-28,DEMO-01,6,0.0,none
2025-01-29,DEMO-01,2,0.0,none
2025-01-30,DEMO-01,3,0.0,none
2025-01-31,DEMO-01,1,0.0,none
2025-02-01,DEMO-01,2,0.0,none
2025-02-02,DEMO-01,4,0.0,none
2025-02-03,DEMO-01,5,0.0,none
2025-02-04,DEMO-01,6,0.0,none
2025-02-05,DEMO-01,2,0.0,none
2025-02-06,DEMO-01,1,0.0,none
2025-02-07,DEMO-01,3,0.0,none
2025-02-08,DEMO-01,0,0.0,none
2025-02-09,DEMO-01,1,0.0,none
2025-02-10,DEMO-01,3,0.0,none
2025-02-11,DEMO-01,3,0.0,none
2025-02-12,DEMO-01,4,0.0,none
2025-02-13,DEMO-01,2,0.0,none
2025-02-14,DEMO-01,0,0.0,none
2025-02-15,DEMO-01,4,0.0,none
2025-02-16,DEMO-01,1,0.0,none
2025-02-17,DEMO-01,1,0.0,none
2025-02-18,DEMO-01,2,0.0,none
2025-02-19,DEMO-01,1,0.0,none
2025-02-20,DEMO-01,2,0.0,none
2025-02-21,DEMO-01,3,0.0,none
2025-02-22,DEMO-01,0,0.0,none
2025-02-23,DEMO-01,0,0.0,none
2025-02-24,DEMO-01,3,0.0,none
2025-02-25,DEMO-01,1,0.0,none
2025-02-26,DEMO-01,3,0.0,none
2025-02-27,DEMO-01,1,0.0,none
2025-02-28,DEMO-01,1,3.87,misfire
2025-03-01,DEMO-01,3,0.0,none
2025-03-02,DEMO-01,6,4.81,equipment
2025-03-03,DEMO-01,3,0.0,none
2025-03-04,DEMO-01,2,0.0,none
2025-03-05,DEMO-01,1,0.0,none
2025-03-06,DEMO-01,1,0.0,none
2025-03-07,DEMO-01,2,0.0,none
2025-03-08,DEMO-01,4,0.0,none
2025-03-09,DEMO-01,1,0.0,none
2025-03-10,DEMO-01,3,0.0,none
2025-03-11,DEMO-01,3,1.01,misfire
2025-03-12,DEMO-01,1,1.44,ground_conditions
2025-03-13,DEMO-01,2,0.0,none
2025-03-14,DEMO-01,3,0.0,none
2025-03-15,DEMO-01,5,0.0,none
2025-03-16,DEMO-01,0,0.0,none
2025-03-17,DEMO-01,1,0.0,none
2025-03-18,DEMO-01,1,0.0,none
2025-03-19,DEMO-01,1,4.99,equipment
2025-03-20,DEMO-01,3,4.13,ground_conditions
2025-03-21,DEMO-01,2,0.0,none
2025-03-22,DEMO-01,2,0.0,none
2025-03-23,DEMO-01,2,0.0,none
2025-03-24,DEMO-01,0,0.0,none
2025-03-25,DEMO-01,2,0.0,none
2025-03-26,DEMO-01,4,0.0,none
2025-03-27,DEMO-01,2,0.0,none
2025-03-28,DEMO-01,5,0.0,none
2025-03-29,DEMO-01,1,0.0,none
2025-03-30,DEMO-01,4,0.0,none
2025-03-31,DEMO-01,2,0.0,none
2025-04-01,DEMO-01,1,0.0,none
2025-04-02,DEMO-01,2,0.0,none
2025-04-03,DEMO-01,3,0.0,none
2025-04-04,DEMO-01,1,0.0,none
2025-04-05,DEMO-01,2,0.0,none
2025-04-06,DEMO-01,1,0.0,none
2025-04-07,DEMO-01,0,0.0,none
2025-04-08,DEMO-01,4,0.0,none
2025-04-09,DEMO-01,1,0.0,none
2025-04-10,DEMO-01,2,0.0,none
2025-04-11,DEMO-01,5,0.0,none
2025-04-12,DEMO-01,2,0.0,none
2025-04-13,DEMO-01,2,0.0,none
2025-04-14,DEMO-01,1,0.0,none
2025-04-15,DEMO-01,2,0.0,none
2025-04-16,DEMO-01,2,0.0,none
2025-04-17,DEMO-01,0,0.0,none
2025-04-18,DEMO-01,3,0.0,none
2025-04-19,DEMO-01,3,0.0,none
2025-04-20,DEMO-01,1,0.0,none
2025-04-21,DEMO-01,0,0.0,none
2025-04-22,DEMO-01,1,0.58,ventilation
2025-04-23,DEMO-01,2,0.0,none
2025-04-24,DEMO-01,5,0.0,none
2025-04-25,DEMO-01,3,0.0,none
2025-04-26,DEMO-01,1,0.0,none
2025-04-27,DEMO-01,1,0.0,none
2025-04-28,DEMO-01,3,0.0,none
2025-04-29,DEMO-01,1,0.0,none
2025-04-30,DEMO-01,0,0.0,none
2025-05-01,DEMO-01,5,0.0,none
2025-05-02,DEMO-01,4,0.0,none
2025-05-03,DEMO-01,4,0.0,none
2025-05-04,DEMO-01,4,0.0,none
2025-05-05,DEMO-01,1,0.0,none
2025-05-06,DEMO-01,2,0.4,equipment
2025-05-07,DEMO-01,4,0.0,none
2025-05-08,DEMO-01,6,0.0,none
2025-05-09,DEMO-01,1,0.0,none
2025-05-10,DEMO-01,3,0.0,none
2025-05-11,DEMO-01,2,0.0,none
2025-05-12,DEMO-01,2,0.0,none
2025-05-13,DEMO-01,1,1.8,equipment
2025-05-14,DEMO-01,0,0.0,none
2025-05-15,DEMO-01,1,0.0,none
2025-05-16,DEMO-01,1,0.0,none
2025-05-17,DEMO-01,0,0.0,none
2025-05-18,DEMO-01,4,0.0,none
2025-05-19,DEMO-01,2,1.42,equipment
2025-05-20,DEMO-01,0,0.0,none
2025-05-21,DEMO-01,2,0.0,none
2025-05-22,DEMO-01,1,1.31,ground_conditions
2025-05-23,DEMO-01,3,0.0,none
2025-05-24,DEMO-01,3,0.0,none
2025-05-25,DEMO-01,1,0.0,none
2025-05-26,DEMO-01,3,0.0,none
2025-05-27,DEMO-01,4,0.0,none
2025-05-28,DEMO-01,3,0.0,none
2025-05-29,DEMO-01,2,0.0,none
2025-05-30,DEMO-01,1,0.0,none
2025-05-31,DEMO-01,2,0.0,none
2025-06-01,DEMO-01,2,0.0,none
2025-06-02,DEMO-01,2,0.0,none
2025-06-03,DEMO-01,2,5.29,wet_holes
2025-06-04,DEMO-01,3,0.0,none
2025-06-05,DEMO-01,2,3.04,misfire
2025-06-06,DEMO-01,3,3.61,rainfall
2025-06-07,DEMO-01,3,8.17,wet_holes
2025-06-08,DEMO-01,1,0.0,none
2025-06-09,DEMO-01,0,0.0,none
2025-06-10,DEMO-01,2,0.0,none
2025-06-11,DEMO-01,3,0.0,none
2025-06-12,DEMO-01,5,3.17,rainfall
2025-06-13,DEMO-01,0,0.0,none
2025-06-14,DEMO-01,2,7.17,rainfall
2025-06-15,DEMO-01,0,1.79,equipment
2025-06-16,DEMO-01,1,0.0,none
2025-06-17,DEMO-01,1,0.0,none
2025-06-18,DEMO-01,4,0.0,none
2025-06-19,DEMO-01,1,0.0,none
2025-06-20,DEMO-01,2,0.0,none
2025-06-21,DEMO-01,2,0.0,none
2025-06-22,DEMO-01,1,2.46,equipment
2025-06-23,DEMO-01,2,0.0,none
2025-06-24,DEMO-01,2,7.63,rainfall
2025-06-25,DEMO-01,2,7.04,ground_conditions
2025-06-26,DEMO-01,1,12.16,ground_conditions
2025-06-27,DEMO-01,1,0.0,none
2025-06-28,DEMO-01,1,4.26,ground_conditions
2025-06-29,DEMO-01,1,2.65,ground_conditions
2025-06-30,DEMO-01,0,0.0,none
2025-07-01,DEMO-01,0,2.91,equipment
2025-07-02,DEMO-01,1,0.0,none
2025-07-03,DEMO-01,1,1.76,ground_conditions
2025-07-04,DEMO-01,0,0.0,none
2025-07-05,DEMO-01,1,9.34,rainfall
2025-07-06,DEMO-01,1,0.0,none
2025-07-07,DEMO-01,2,3.19,rainfall
2025-07-08,DEMO-01,2,5.26,wet_holes
2025-07-09,DEMO-01,0,0.0,none
2025-07-10,DEMO-01,0,0.0,none
2025-07-11,DEMO-01,1,9.16,wet_holes
2025-07-12,DEMO-01,1,0.0,none
2025-07-13,DEMO-01,1,3.67,rainfall
2025-07-14,DEMO-01,0,4.88,rainfall
2025-07-15,DEMO-01,0,3.32,ground_conditions
2025-07-16,DEMO-01,3,0.0,none
2025-07-17,DEMO-01,1,6.86,rainfall
2025-07-18,DEMO-01,2,14.0,rainfall
2025-07-19,DEMO-01,0,0.0,none
2025-07-20,DEMO-01,2,0.0,none
2025-07-21,DEMO-01,1,0.0,none
2025-07-22,DEMO-01,0,0.0,none
2025-07-23,DEMO-01,0,1.14,ventilation
2025-07-24,DEMO-01,1,4.3,ground_conditions
2025-07-25,DEMO-01,5,1.01,ground_conditions
2025-07-26,DEMO-01,2,3.88,misfire
2025-07-27,DEMO-01,1,8.15,ground_conditions
2025-07-28,DEMO-01,2,8.4,wet_holes
2025-07-29,DEMO-01,1,6.14,rainfall
2025-07-30,DEMO-01,3,7.23,rainfall
2025-07-31,DEMO-01,1,0.0,none
2025-08-01,DEMO-01,1,0.0,none
2025-08-02,DEMO-01,1,6.99,rainfall
2025-08-03,DEMO-01,1,0.0,none
2025-08-04,DEMO-01,1,2.97,rainfall
2025-08-05,DEMO-01,2,0.0,none
2025-08-06,DEMO-01,2,0.0,none
2025-08-07,DEMO-01,1,8.76,ground_conditions
2025-08-08,DEMO-01,1,0.0,none
2025-08-09,DEMO-01,2,0.0,none
2025-08-10,DEMO-01,1,8.22,ground_conditions
2025-08-11,DEMO-01,1,0.0,none
2025-08-12,DEMO-01,3,2.95,ventilation
2025-08-13,DEMO-01,4,0.0,none
2025-08-14,DEMO-01,1,0.0,none
2025-08-15,DEMO-01,1,14.0,ground_conditions
2025-08-16,DEMO-01,1,1.84,ventilation
2025-08-17,DEMO-01,0,0.0,none
2025-08-18,DEMO-01,3,0.0,none
2025-08-19,DEMO-01,1,10.41,rainfall
2025-08-20,DEMO-01,2,0.0,none
2025-08-21,DEMO-01,1,6.3,rainfall
2025-08-22,DEMO-01,4,0.0,none
2025-08-23,DEMO-01,3,0.0,none
2025-08-24,DEMO-01,2,4.03,rainfall
2025-08-25,DEMO-01,4,0.0,none
2025-08-26,DEMO-01,0,0.0,none
2025-08-27,DEMO-01,0,0.0,none
2025-08-28,DEMO-01,4,0.0,none
2025-08-29,DEMO-01,3,0.0,none
2025-08-30,DEMO-01,1,2.15,ground_conditions
2025-08-31,DEMO-01,1,3.97,wet_holes
2025-09-01,DEMO-01,4,3.14,ground_conditions
2025-09-02,DEMO-01,2,0.3,misfire
2025-09-03,DEMO-01,0,0.0,none
2025-09-04,DEMO-01,1,0.0,none
2025-09-05,DEMO-01,1,0.0,none
2025-09-06,DEMO-01,0,0.0,none
2025-09-07,DEMO-01,2,0.0,none
2025-09-08,DEMO-01,4,0.0,none
2025-09-09,DEMO-01,2,0.0,none
2025-09-10,DEMO-01,2,4.3,wet_holes
2025-09-11,DEMO-01,0,0.0,none
2025-09-12,DEMO-01,3,0.0,none
2025-09-13,DEMO-01,1,0.0,none
2025-09-14,DEMO-01,1,3.85,wet_holes
2025-09-15,DEMO-01,0,0.0,none
2025-09-16,DEMO-01,6,0.0,none
2025-09-17,DEMO-01,1,0.0,none
2025-09-18,DEMO-01,1,0.0,none
2025-09-19,DEMO-01,2,0.0,none
2025-09-20,DEMO-01,2,0.0,none
2025-09-21,DEMO-01,0,0.0,none
2025-09-22,DEMO-01,3,0.0,none
2025-09-23,DEMO-01,5,0.0,none
2025-09-24,DEMO-01,4,0.0,none
2025-09-25,DEMO-01,2,0.0,none
2025-09-26,DEMO-01,1,0.0,none
2025-09-27,DEMO-01,3,0.0,none
2025-09-28,DEMO-01,2,7.6,equipment
2025-09-29,DEMO-01,1,0.0,none
2025-09-30,DEMO-01,4,0.0,none
2025-10-01,DEMO-01,1,0.0,none
2025-10-02,DEMO-01,3,0.0,none
2025-10-03,DEMO-01,3,0.0,none
2025-10-04,DEMO-01,4,0.0,none
2025-10-05,DEMO-01,1,2.0,equipment
2025-10-06,DEMO-01,0,0.0,none
2025-10-07,DEMO-01,2,0.0,none
2025-10-08,DEMO-01,1,0.0,none
2025-10-09,DEMO-01,2,0.75,misfire
2025-10-10,DEMO-01,2,0.0,none
2025-10-11,DEMO-01,3,0.0,none
2025-10-12,DEMO-01,1,0.0,none
2025-10-13,DEMO-01,3,0.0,none
2025-10-14,DEMO-01,1,0.0,none
2025-10-15,DEMO-01,1,0.0,none
2025-10-16,DEMO-01,5,0.0,none
2025-10-17,DEMO-01,2,1.02,ground_conditions
2025-10-18,DEMO-01,3,0.0,none
2025-10-19,DEMO-01,2,0.0,none
2025-10-20,DEMO-01,3,0.0,none
2025-10-21,DEMO-01,0,0.91,equipment
2025-10-22,DEMO-01,2,0.0,none
2025-10-23,DEMO-01,1,0.0,none
2025-10-24,DEMO-01,4,0.0,none
2025-10-25,DEMO-01,0,0.0,none
2025-10-26,DEMO-01,3,0.0,none
2025-10-27,DEMO-01,1,0.0,none
2025-10-28,DEMO-01,4,0.0,none
2025-10-29,DEMO-01,1,0.0,none
2025-10-30,DEMO-01,1,0.0,none
2025-10-31,DEMO-01,2,0.0,none
2025-11-01,DEMO-01,4,0.0,none
2025-11-02,DEMO-01,0,0.0,none
2025-11-03,DEMO-01,3,0.0,none
2025-11-04,DEMO-01,1,0.0,none
2025-11-05,DEMO-01,0,2.07,ventilation
2025-11-06,DEMO-01,2,0.0,none
2025-11-07,DEMO-01,2,0.0,none
2025-11-08,DEMO-01,0,0.0,none
2025-11-09,DEMO-01,3,0.0,none
2025-11-10,DEMO-01,2,0.0,none
2025-11-11,DEMO-01,1,0.0,none
2025-11-12,DEMO-01,2,0.0,none
2025-11-13,DEMO-01,2,0.0,none
2025-11-14,DEMO-01,0,0.0,none
2025-11-15,DEMO-01,2,0.0,none
2025-11-16,DEMO-01,6,0.0,none
2025-11-17,DEMO-01,1,0.0,none
2025-11-18,DEMO-01,2,0.0,none
2025-11-19,DEMO-01,4,0.0,none
2025-11-20,DEMO-01,4,0.0,none
2025-11-21,DEMO-01,3,0.0,none
2025-11-22,DEMO-01,1,0.0,none
2025-11-23,DEMO-01,6,0.0,none
2025-11-24,DEMO-01,1,0.0,none
2025-11-25,DEMO-01,2,0.0,none
2025-11-26,DEMO-01,4,0.0,none
2025-11-27,DEMO-01,1,0.0,none
2025-11-28,DEMO-01,0,0.0,none
2025-11-29,DEMO-01,3,0.0,none
2025-11-30,DEMO-01,0,0.0,none
2025-12-01,DEMO-01,4,0.0,none
2025-12-02,DEMO-01,4,0.0,none
2025-12-03,DEMO-01,2,0.0,none
2025-12-04,DEMO-01,3,0.0,none
2025-12-05,DEMO-01,1,0.0,none
2025-12-06,DEMO-01,3,0.0,none
2025-12-07,DEMO-01,3,0.0,none
2025-12-08,DEMO-01,2,0.0,none
2025-12-09,DEMO-01,2,0.0,none
2025-12-10,DEMO-01,3,0.0,none
2025-12-11,DEMO-01,1,0.0,none
2025-12-12,DEMO-01,3,0.0,none
2025-12-13,DEMO-01,3,0.0,none
2025-12-14,DEMO-01,4,0.0,none
2025-12-15,DEMO-01,4,0.0,none
2025-12-16,DEMO-01,3,0.0,none
2025-12-17,DEMO-01,2,0.0,none
2025-12-18,DEMO-01,2,0.0,none
2025-12-19,DEMO-01,3,0.0,none
2025-12-20,DEMO-01,2,0.0,none
2025-12-21,DEMO-01,5,0.0,none
2025-12-22,DEMO-01,0,0.0,none
2025-12-23,DEMO-01,1,0.0,none
2025-12-24,DEMO-01,2,0.0,none
2025-12-25,DEMO-01,0,0.0,none
2025-12-26,DEMO-01,1,0.0,none
2025-12-27,DEMO-01,2,0.0,none
2025-12-28,DEMO-01,4,0.0,none
2025-12-29,DEMO-01,0,0.0,none
2025-12-30,DEMO-01,3,0.0,none
2025-12-31,DEMO-01,3,0.0,none
