date,mine_id,planned_t,actual_t,avg_mn_pct
2024-05-13,DEMO-01,2311.0,2111.3,31.81
2024-05-14,DEMO-01,2247.1,2067.2,30.82
2024-05-15,DEMO-01,2312.9,2040.7,31.46
2024-05-16,DEMO-01,2264.6,2073.6,29.82
2024-05-17,DEMO-01,2305.6,2231.0,31.7
2024-05-18,DEMO-01,2281.2,2118.1,30.28
2024-05-19,DEMO-01,2190.5,2094.8,31.44
2024-05-20,DEMO-01,2247.6,1518.9,31.93
2024-05-21,DEMO-01,2310.1,2158.8,31.16
2024-05-22,DEMO-01,2321.5,2114.0,31.77
2024-05-23,DEMO-01,2202.6,2152.0,29.84
2024-05-24,DEMO-01,2223.3,1951.5,30.66
2024-05-25,DEMO-01,2235.5,2255.8,30.15
2024-05-26,DEMO-01,2319.3,2266.2,30.11
2024-05-27,DEMO-01,2275.2,1913.3,29.3
2024-05-28,DEMO-01,2173.6,2114.3,30.67
2024-05-29,DEMO-01,2265.5,2008.0,31.37
2024-05-30,DEMO-01,2302.6,2179.6,31.62
2024-05-31,DEMO-01,2239.0,2114.2,29.61
2024-06-01,DEMO-01,2178.7,2087.1,30.07
2024-06-02,DEMO-01,2262.1,2017.3,29.81
2024-06-03,DEMO-01,2219.7,2103.0,29.72
2024-06-04,DEMO-01,2189.8,2197.6,30.12
2024-06-05,DEMO-01,2246.7,2090.5,30.36
2024-06-06,DEMO-01,2191.3,2077.5,30.06
2024-06-07,DEMO-01,2189.9,2095.2,29.09
2024-06-08,DEMO-01,2226.7,1853.3,31.06
2024-06-09,DEMO-01,2145.7,1819.5,30.35
2024-06-10,DEMO-01,2103.5,1431.9,30.5
2024-06-11,DEMO-01,2178.9,1993.9,30.51
2024-06-12,DEMO-01,2240.5,1902.9,30.62
2024-06-13,DEMO-01,2023.6,1764.5,30.19
2024-06-14,DEMO-01,2183.0,2008.5,29.32
2024-06-15,DEMO-01,2138.5,1289.9,31.28
2024-06-16,DEMO-01,2101.3,1809.5,30.5
2024-06-17,DEMO-01,2089.1,1996.3,29.16
2024-06-18,DEMO-01,2168.5,1615.7,29.14
2024-06-19,DEMO-01,2150.4,1624.4,31.55
2024-06-20,DEMO-01,2050.3,1251.2,29.68
2024-06-21,DEMO-01,2118.4,1834.0,29.21
2024-06-22,DEMO-01,2171.6,1776.1,29.31
2024-06-23,DEMO-01,2129.1,1718.6,30.11
2024-06-24,DEMO-01,1993.7,1519.5,29.29
2024-06-25,DEMO-01,2115.8,1804.5,29.78
2024-06-26,DEMO-01,2006.6,1604.2,31.6
2024-06-27,DEMO-01,2082.4,1269.7,28.28
2024-06-28,DEMO-01,2024.5,1539.9,29.24
2024-06-29,DEMO-01,2083.3,1929.2,29.61
2024-06-30,DEMO-01,2019.9,1741.6,28.03
2024-07-01,DEMO-01,1995.0,1461.7,29.95
2024-07-02,DEMO-01,2065.9,1556.7,30.25
2024-07-03,DEMO-01,2051.1,1235.5,28.28
2024-07-04,DEMO-01,2086.4,1906.4,29.38
2024-07-05,DEMO-01,2008.7,1958.8,29.58
2024-07-06,DEMO-01,1951.4,1415.2,29.9
2024-07-07,DEMO-01,2068.9,1834.6,31.66
2024-07-08,DEMO-01,2108.6,1279.4,28.74
2024-07-09,DEMO-01,1994.8,1865.1,29.82
2024-07-10,DEMO-01,2051.2,1310.3,29.24
2024-07-11,DEMO-01,2005.3,1462.4,29.08
2024-07-12,DEMO-01,2127.0,1721.7,29.34
2024-07-13,DEMO-01,1990.4,1846.0,29.67
2024-07-14,DEMO-01,2015.6,1519.7,29.32
2024-07-15,DEMO-01,1906.0,1512.0,29.54
2024-07-16,DEMO-01,2103.1,1791.2,29.23
2024-07-17,DEMO-01,1986.7,1824.3,28.5
2024-07-18,DEMO-01,2087.4,1472.8,30.0
2024-07-19,DEMO-01,1979.3,1125.9,30.17
2024-07-20,DEMO-01,2012.2,1785.9,30.14
2024-07-21,DEMO-01,1974.2,1661.6,29.88
2024-07-22,DEMO-01,1966.7,1700.4,28.65
2024-07-23,DEMO-01,2003.2,1318.5,28.51
2024-07-24,DEMO-01,2013.1,1369.1,30.11
2024-07-25,DEMO-01,2002.4,1856.0,28.31
2024-07-26,DEMO-01,1940.7,1775.0,28.77
2024-07-27,DEMO-01,2042.2,1276.4,31.19
2024-07-28,DEMO-01,1921.4,1801.5,29.81
2024-07-29,DEMO-01,2013.2,1806.4,29.53
2024-07-30,DEMO-01,1947.8,1301.2,27.83
2024-07-31,DEMO-01,2087.3,1892.5,28.85
2024-08-01,DEMO-01,2109.0,1930.4,30.15
2024-08-02,DEMO-01,2077.3,1837.2,28.2
2024-08-03,DEMO-01,2022.4,1718.0,29.83
2024-08-04,DEMO-01,2011.8,1338.8,28.33
2024-08-05,DEMO-01,2042.8,1769.3,29.0
2024-08-06,DEMO-01,2058.1,1930.6,28.22
2024-08-07,DEMO-01,2092.2,1818.6,29.67
2024-08-08,DEMO-01,2092.3,1794.7,28.17
2024-08-09,DEMO-01,1963.1,1261.6,29.57
2024-08-10,DEMO-01,2116.7,1944.8,30.21
2024-08-11,DEMO-01,2106.6,1778.2,29.87
2024-08-12,DEMO-01,2047.7,1903.8,30.12
2024-08-13,DEMO-01,2042.9,1769.8,29.95
2024-08-14,DEMO-01,2105.1,1899.1,29.71
2024-08-15,DEMO-01,2117.2,2015.2,29.76
2024-08-16,DEMO-01,2052.4,1927.9,30.1
2024-08-17,DEMO-01,2122.0,1996.7,28.96
2024-08-18,DEMO-01,2134.8,1865.1,29.59
2024-08-19,DEMO-01,2177.8,1952.3,31.69
2024-08-20,DEMO-01,2130.5,1262.1,30.4
2024-08-21,DEMO-01,2031.1,1735.0,31.09
2024-08-22,DEMO-01,2162.6,1976.5,30.35
2024-08-23,DEMO-01,2061.9,1441.0,29.47
2024-08-24,DEMO-01,2114.2,1406.1,29.87
2024-08-25,DEMO-01,2092.8,1284.1,28.68
2024-08-26,DEMO-01,2200.4,2062.1,31.37
2024-08-27,DEMO-01,2119.6,1861.5,31.0
2024-08-28,DEMO-01,2240.4,2059.6,29.56
2024-08-29,DEMO-01,2127.8,1656.2,30.96
2024-08-30,DEMO-01,2086.8,1625.0,30.91
2024-08-31,DEMO-01,2184.4,1733.5,30.44
2024-09-01,DEMO-01,2136.5,2068.8,30.81
2024-09-02,DEMO-01,2287.9,1483.9,30.93
2024-09-03,DEMO-01,2183.9,2000.2,30.8
2024-09-04,DEMO-01,2290.6,1886.4,30.64
2024-09-05,DEMO-01,2216.0,1947.0,30.61
2024-09-06,DEMO-01,2258.0,2074.8,30.09
2024-09-07,DEMO-01,2214.9,2071.2,31.38
2024-09-08,DEMO-01,2380.2,2272.1,32.32
2024-09-09,DEMO-01,2191.6,1953.6,29.72
2024-09-10,DEMO-01,2092.2,1760.2,30.73
2024-09-11,DEMO-01,2279.6,2075.4,30.17
2024-09-12,DEMO-01,2214.0,1692.3,31.23
2024-09-13,DEMO-01,2286.6,1978.2,31.15
2024-09-14,DEMO-01,2276.4,1901.4,30.93
2024-09-15,DEMO-01,2255.8,2237.8,30.34
2024-09-16,DEMO-01,2267.2,1956.4,30.47
2024-09-17,DEMO-01,2316.6,2145.8,30.25
2024-09-18,DEMO-01,2278.7,2107.9,29.46
2024-09-19,DEMO-01,2294.4,2362.6,31.99
2024-09-20,DEMO-01,2279.6,2038.5,31.54
2024-09-21,DEMO-01,2400.6,2240.1,32.09
2024-09-22,DEMO-01,2387.1,2220.8,30.72
2024-09-23,DEMO-01,2237.9,2207.7,31.45
2024-09-24,DEMO-01,2322.7,2167.3,30.34
2024-09-25,DEMO-01,2281.3,2222.7,30.59
2024-09-26,DEMO-01,2261.1,2159.7,32.84
2024-09-27,DEMO-01,2157.1,1998.1,30.8
2024-09-28,DEMO-01,2318.3,2034.3,31.94
2024-09-29,DEMO-01,2325.7,2059.0,31.37
2024-09-30,DEMO-01,2416.9,2066.5,29.98
2024-10-01,DEMO-01,2402.9,2265.0,31.07
2024-10-02,DEMO-01,2375.1,2284.1,31.52
2024-10-03,DEMO-01,2391.3,1937.2,31.82
2024-10-04,DEMO-01,2400.1,2348.3,29.71
2024-10-05,DEMO-01,2382.6,2310.0,30.43
2024-10-06,DEMO-01,2434.3,2288.2,31.52
2024-10-07,DEMO-01,2290.6,2051.2,30.47
2024-10-08,DEMO-01,2335.8,2155.1,32.32
2024-10-09,DEMO-01,2330.1,2335.1,31.24
2024-10-10,DEMO-01,2336.3,2085.1,31.72
2024-10-11,DEMO-01,2360.2,2286.2,32.42
2024-10-12,DEMO-01,2460.1,2378.6,30.3
2024-10-13,DEMO-01,2421.3,2275.2,31.73
2024-10-14,DEMO-01,2441.0,2301.9,31.46
2024-10-15,DEMO-01,2371.0,2164.2,31.5
2024-10-16,DEMO-01,2370.0,2200.5,31.18
2024-10-17,DEMO-01,2410.0,2266.3,31.51
2024-10-18,DEMO-01,2403.3,2287.9,28.9
2024-10-19,DEMO-01,2404.5,2289.8,32.45
2024-10-20,DEMO-01,2509.5,2250.4,30.26
2024-10-21,DEMO-01,2415.4,2255.9,32.91
2024-10-22,DEMO-01,2340.9,2170.3,30.6
2024-10-23,DEMO-01,2346.5,2318.4,30.57
2024-10-24,DEMO-01,2432.5,2262.2,31.77
2024-10-25,DEMO-01,2429.1,2312.0,31.66
2024-10-26,DEMO-01,2441.8,2370.8,31.81
2024-10-27,DEMO-01,2417.4,2278.6,31.74
2024-10-28,DEMO-01,2332.3,2078.2,31.32
2024-10-29,DEMO-01,2474.8,2159.2,31.13
2024-10-30,DEMO-01,2464.8,2194.8,31.94
2024-10-31,DEMO-01,2370.3,2102.9,30.86
2024-11-01,DEMO-01,2412.3,2419.7,31.56
2024-11-02,DEMO-01,2402.9,2241.7,30.02
2024-11-03,DEMO-01,2372.8,2335.1,31.68
2024-11-04,DEMO-01,2330.0,2259.7,31.55
2024-11-05,DEMO-01,2425.8,2234.5,31.43
2024-11-06,DEMO-01,2312.6,2233.4,32.92
2024-11-07,DEMO-01,2362.3,2346.4,32.74
2024-11-08,DEMO-01,2489.5,2417.2,32.25
2024-11-09,DEMO-01,2418.6,2530.3,32.23
2024-11-10,DEMO-01,2417.1,2115.1,31.57
2024-11-11,DEMO-01,2380.2,2311.5,31.74
2024-11-12,DEMO-01,2310.8,2052.5,31.85
2024-11-13,DEMO-01,2419.7,2373.4,31.99
2024-11-14,DEMO-01,2424.6,2265.1,31.54
2024-11-15,DEMO-01,2441.1,2288.4,31.95
2024-11-16,DEMO-01,2376.0,2257.4,31.54
2024-11-17,DEMO-01,2375.3,2257.4,31.85
2024-11-18,DEMO-01,2429.2,2365.5,32.27
2024-11-19,DEMO-01,2328.9,2119.4,30.93
2024-11-20,DEMO-01,2443.0,2248.5,31.6
2024-11-21,DEMO-01,2389.6,2321.9,31.56
2024-11-22,DEMO-01,2414.7,2385.1,30.63
2024-11-23,DEMO-01,2525.6,2651.1,32.67
2024-11-24,DEMO-01,2383.8,2310.3,30.79
2024-11-25,DEMO-01,2406.6,2282.5,32.71
2024-11-26,DEMO-01,2400.6,2259.4,30.35
2024-11-27,DEMO-01,2290.2,2305.2,30.22
2024-11-28,DEMO-01,2432.8,2283.6,31.21
2024-11-29,DEMO-01,2270.7,2152.7,31.83
2024-11-30,DEMO-01,2441.0,2351.8,31.83
2024-12-01,DEMO-01,2361.3,2288.2,32.6
2024-12-02,DEMO-01,2358.8,2316.6,30.84
2024-12-03,DEMO-01,2397.4,2272.2,32.28
2024-12-04,DEMO-01,2326.6,2266.0,30.09
2024-12-05,DEMO-01,2393.4,2109.0,30.68
2024-12-06,DEMO-01,2339.3,2233.7,31.27
2024-12-07,DEMO-01,2328.7,2040.0,30.56
2024-12-08,DEMO-01,2387.7,2253.3,31.96
2024-12-09,DEMO-01,2467.0,2622.5,30.94
2024-12-10,DEMO-01,2439.5,2279.8,32.35
2024-12-11,DEMO-01,2369.9,2153.2,32.24
2024-12-12,DEMO-01,2390.8,2379.7,30.92
2024-12-13,DEMO-01,2369.9,2259.9,31.2
2024-12-14,DEMO-01,2334.1,2155.2,31.42
2024-12-15,DEMO-01,2342.2,2040.3,32.65
2024-12-16,DEMO-01,2414.4,2258.5,30.7
2024-12-17,DEMO-01,2359.7,2273.4,29.48
2024-12-18,DEMO-01,2396.5,2240.4,31.14
2024-12-19,DEMO-01,2343.8,2283.5,30.72
2024-12-20,DEMO-01,2443.5,2483.5,30.2
2024-12-21,DEMO-01,2435.1,2405.4,31.47
2024-12-22,DEMO-01,2485.5,2370.7,30.5
2024-12-23,DEMO-01,2474.8,2398.0,31.79
2024-12-24,DEMO-01,2349.2,2281.1,30.48
2024-12-25,DEMO-01,2352.6,2301.1,34.01
2024-12-26,DEMO-01,2419.3,2354.4,32.4
2024-12-27,DEMO-01,2351.2,2251.3,30.88
2024-12-28,DEMO-01,2412.9,2437.2,30.84
2024-12-29,DEMO-01,2380.9,2372.7,31.34
2024-12-30,DEMO-01,2450.4,2362.0,32.13
2024-12-31,DEMO-01,2452.0,2606.7,31.12
2025-01-01,DEMO-01,2383.1,2330.7,30.51
2025-01-02,DEMO-01,2299.4,2312.6,30.27
2025-01-03,DEMO-01,2455.6,2410.4,31.48
2025-01-04,DEMO-01,2366.4,2287.2,30.88
2025-01-05,DEMO-01,2398.7,2132.6,31.74
2025-01-06,DEMO-01,2392.5,2187.4,29.69
2025-01-07,DEMO-01,2421.1,2194.3,31.9
2025-01-08,DEMO-01,2365.8,2202.0,31.23
2025-01-09,DEMO-01,2338.5,2314.6,30.01
2025-01-10,DEMO-01,2408.3,2317.3,31.81
2025-01-11,DEMO-01,2445.5,2400.8,31.92
2025-01-12,DEMO-01,2393.2,2241.9,30.81
2025-01-13,DEMO-01,2393.1,2319.3,32.05
2025-01-14,DEMO-01,2334.7,2256.3,30.34
2025-01-15,DEMO-01,2428.3,2385.3,29.55
2025-01-16,DEMO-01,2432.2,2305.3,31.36
2025-01-17,DEMO-01,2394.1,2456.1,30.75
2025-01-18,DEMO-01,2346.4,2139.5,30.44
2025-01-19,DEMO-01,2404.5,2298.4,31.99
2025-01-20,DEMO-01,2409.1,2282.5,31.68
2025-01-21,DEMO-01,2397.7,2104.1,32.89
2025-01-22,DEMO-01,2340.4,2229.0,31.85
2025-01-23,DEMO-01,2413.9,2088.1,31.97
2025-01-24,DEMO-01,2408.9,2333.9,30.76
2025-01-25,DEMO-01,2423.0,2333.5,29.68
2025-01-26,DEMO-01,2392.5,2265.3,33.18
2025-01-27,DEMO-01,2470.6,2595.1,31.92
2025-01-28,DEMO-01,2399.9,2368.2,32.86
2025-01-29,DEMO-01,2476.7,2186.2,30.5
2025-01-30,DEMO-01,2412.2,2372.9,32.36
2025-01-31,DEMO-01,2336.3,2100.2,31.75
2025-02-01,DEMO-01,2445.9,2261.0,32.4
2025-02-02,DEMO-01,2379.9,2268.0,31.99
2025-02-03,DEMO-01,2375.5,2159.6,31.31
2025-02-04,DEMO-01,2457.1,2411.3,31.74
2025-02-05,DEMO-01,2331.2,2260.9,31.2
2025-02-06,DEMO-01,2303.6,2318.8,32.21
2025-02-07,DEMO-01,2387.9,2265.3,30.82
2025-02-08,DEMO-01,2416.5,2386.5,30.9
2025-02-09,DEMO-01,2447.7,2446.5,31.36
2025-02-10,DEMO-01,2407.9,2326.5,32.02
2025-02-11,DEMO-01,2276.1,2168.8,31.54
2025-02-12,DEMO-01,2346.5,2254.9,31.22
2025-02-13,DEMO-01,2330.6,2292.4,32.4
2025-02-14,DEMO-01,2296.2,2125.3,32.0
2025-02-15,DEMO-01,2390.5,2207.1,31.11
2025-02-16,DEMO-01,2428.0,2329.0,30.61
2025-02-17,DEMO-01,2453.3,2360.2,31.35
2025-02-18,DEMO-01,2427.2,2325.7,30.97
2025-02-19,DEMO-01,2369.1,2309.8,30.84
2025-02-20,DEMO-01,2459.4,2306.3,32.14
2025-02-21,DEMO-01,2388.2,2147.5,32.46
2025-02-22,DEMO-01,2403.1,2436.9,31.45
2025-02-23,DEMO-01,2363.3,2237.5,31.49
2025-02-24,DEMO-01,2386.3,2245.5,30.87
2025-02-25,DEMO-01,2376.5,2326.4,30.59
2025-02-26,DEMO-01,2323.7,2166.6,32.17
2025-02-27,DEMO-01,2434.7,2235.7,30.42
2025-02-28,DEMO-01,2408.8,2117.5,30.97
2025-03-01,DEMO-01,2443.3,2267.9,30.94
2025-03-02,DEMO-01,2360.8,2017.7,31.86
2025-03-03,DEMO-01,2438.3,2283.8,31.33
2025-03-04,DEMO-01,2313.1,2226.3,31.01
2025-03-05,DEMO-01,2429.1,2427.2,32.65
2025-03-06,DEMO-01,2436.5,2292.7,32.88
2025-03-07,DEMO-01,2342.1,2336.3,31.83
2025-03-08,DEMO-01,2460.6,2201.6,31.62
2025-03-09,DEMO-01,2484.8,2395.2,31.07
2025-03-10,DEMO-01,2367.4,2182.5,31.48
2025-03-11,DEMO-01,2478.6,2435.7,30.47
2025-03-12,DEMO-01,2305.2,2190.4,32.33
2025-03-13,DEMO-01,2391.2,2241.6,31.38
2025-03-14,DEMO-01,2254.8,2129.4,30.91
2025-03-15,DEMO-01,2449.6,2282.4,31.21
2025-03-16,DEMO-01,2314.1,2230.6,32.09
2025-03-17,DEMO-01,2290.8,2072.6,31.27
2025-03-18,DEMO-01,2412.4,2396.5,30.82
2025-03-19,DEMO-01,2454.8,2227.3,29.71
2025-03-20,DEMO-01,2375.3,2103.7,31.42
2025-03-21,DEMO-01,2404.9,2315.6,31.8
2025-03-22,DEMO-01,2494.1,2378.6,31.07
2025-03-23,DEMO-01,2344.6,2030.6,30.81
2025-03-24,DEMO-01,2342.7,2396.2,30.52
2025-03-25,DEMO-01,2456.1,2272.7,31.16
2025-03-26,DEMO-01,2408.4,2135.6,30.53
2025-03-27,DEMO-01,2474.1,2317.1,30.52
2025-03-28,DEMO-01,2324.1,2243.1,31.07
2025-03-29,DEMO-01,2296.6,2177.7,33.07
2025-03-30,DEMO-01,2315.7,2243.1,33.45
2025-03-31,DEMO-01,2433.1,2197.0,32.47
2025-04-01,DEMO-01,2459.8,2464.3,32.01
2025-04-02,DEMO-01,2452.1,2384.7,29.81
2025-04-03,DEMO-01,2423.3,2159.0,33.73
2025-04-04,DEMO-01,2461.1,2380.0,31.79
2025-04-05,DEMO-01,2358.2,2110.8,30.52
2025-04-06,DEMO-01,2281.7,2175.4,33.73
2025-04-07,DEMO-01,2301.3,2246.2,31.36
2025-04-08,DEMO-01,2309.6,2293.1,32.15
2025-04-09,DEMO-01,2282.3,2089.4,31.17
2025-04-10,DEMO-01,2313.1,2093.1,31.91
2025-04-11,DEMO-01,2336.2,2243.5,32.01
2025-04-12,DEMO-01,2419.6,2317.6,32.15
2025-04-13,DEMO-01,2401.4,2221.6,32.51
2025-04-14,DEMO-01,2467.2,2273.7,31.54
2025-04-15,DEMO-01,2314.9,2189.3,31.58
2025-04-16,DEMO-01,2402.5,2383.3,31.36
2025-04-17,DEMO-01,2453.2,2270.8,30.5
2025-04-18,DEMO-01,2351.4,2180.5,30.61
2025-04-19,DEMO-01,2353.7,2157.5,31.11
2025-04-20,DEMO-01,2452.8,2389.3,32.44
2025-04-21,DEMO-01,2355.7,2086.6,31.76
2025-04-22,DEMO-01,2452.5,2372.8,31.27
2025-04-23,DEMO-01,2290.6,2240.6,31.12
2025-04-24,DEMO-01,2459.4,2348.1,30.34
2025-04-25,DEMO-01,2437.7,2345.0,30.56
2025-04-26,DEMO-01,2314.0,2210.4,31.44
2025-04-27,DEMO-01,2347.7,2189.9,31.3
2025-04-28,DEMO-01,2294.3,2072.9,31.95
2025-04-29,DEMO-01,2333.3,2142.8,31.09
2025-04-30,DEMO-01,2272.1,2153.9,31.74
2025-05-01,DEMO-01,2257.9,2070.0,29.94
2025-05-02,DEMO-01,2284.3,2054.5,30.43
2025-05-03,DEMO-01,2407.7,2135.5,31.44
2025-05-04,DEMO-01,2245.7,2310.8,31.22
2025-05-05,DEMO-01,2420.7,2457.2,31.81
2025-05-06,DEMO-01,2392.6,2159.0,32.17
2025-05-07,DEMO-01,2411.8,2132.7,32.19
2025-05-08,DEMO-01,2355.2,2396.4,32.48
2025-05-09,DEMO-01,2423.7,2205.8,32.66
2025-05-10,DEMO-01,2250.7,2257.8,30.79
2025-05-11,DEMO-01,2401.4,2277.7,33.03
2025-05-12,DEMO-01,2489.8,2398.6,33.51
2025-05-13,DEMO-01,2304.4,2324.3,29.93
2025-05-14,DEMO-01,2312.0,2105.4,30.51
2025-05-15,DEMO-01,2260.4,2042.1,31.3
2025-05-16,DEMO-01,2310.7,2155.8,31.16
2025-05-17,DEMO-01,2313.1,2063.7,29.51
2025-05-18,DEMO-01,2168.6,2237.1,30.11
2025-05-19,DEMO-01,2327.8,2136.4,31.08
2025-05-20,DEMO-01,2350.6,2084.9,30.68
2025-05-21,DEMO-01,2236.5,2184.8,31.37
2025-05-22,DEMO-01,2256.9,2154.2,32.48
2025-05-23,DEMO-01,2322.0,2107.7,29.73
2025-05-24,DEMO-01,2219.3,2163.7,32.72
2025-05-25,DEMO-01,2306.2,2099.9,32.33
2025-05-26,DEMO-01,2275.8,2154.3,29.23
2025-05-27,DEMO-01,2383.2,2199.5,29.65
2025-05-28,DEMO-01,2242.4,2087.2,30.29
2025-05-29,DEMO-01,2214.6,1990.5,29.8
2025-05-30,DEMO-01,2252.0,2183.1,31.07
2025-05-31,DEMO-01,2239.1,2156.6,31.08
2025-06-01,DEMO-01,2316.8,2180.2,30.63
2025-06-02,DEMO-01,2308.2,2166.0,30.79
2025-06-03,DEMO-01,2175.3,1506.4,30.33
2025-06-04,DEMO-01,2199.0,2060.2,30.75
2025-06-05,DEMO-01,2165.4,1776.4,32.0
2025-06-06,DEMO-01,2149.6,1766.1,28.31
2025-06-07,DEMO-01,2012.2,1305.8,30.32
2025-06-08,DEMO-01,2278.3,2197.6,30.67
2025-06-09,DEMO-01,2142.5,1908.4,30.15
2025-06-10,DEMO-01,2148.7,2039.3,30.47
2025-06-11,DEMO-01,2319.5,1956.4,31.18
2025-06-12,DEMO-01,2125.8,1680.1,29.69
2025-06-13,DEMO-01,2144.8,2046.0,31.97
2025-06-14,DEMO-01,2163.4,1315.0,28.8
2025-06-15,DEMO-01,2161.3,1959.9,30.55
2025-06-16,DEMO-01,2102.6,1909.6,29.98
2025-06-17,DEMO-01,2192.4,2074.7,30.18
2025-06-18,DEMO-01,2133.5,2034.3,30.57
2025-06-19,DEMO-01,2125.0,1943.5,29.36
2025-06-20,DEMO-01,2076.0,2031.0,30.79
2025-06-21,DEMO-01,2100.1,1897.0,31.5
2025-06-22,DEMO-01,2155.3,1842.4,29.54
2025-06-23,DEMO-01,2149.9,1925.7,29.32
2025-06-24,DEMO-01,2067.1,1279.2,30.8
2025-06-25,DEMO-01,2042.9,1536.5,30.53
2025-06-26,DEMO-01,2128.6,1331.9,28.34
2025-06-27,DEMO-01,2091.8,2011.4,30.11
2025-06-28,DEMO-01,2118.6,1571.7,30.27
2025-06-29,DEMO-01,2012.4,1837.5,29.54
2025-06-30,DEMO-01,2059.9,1744.7,30.83
2025-07-01,DEMO-01,2105.1,1769.9,28.17
2025-07-02,DEMO-01,2013.4,1682.7,27.68
2025-07-03,DEMO-01,2152.4,1862.6,30.39
2025-07-04,DEMO-01,2134.4,1402.5,28.77
2025-07-05,DEMO-01,2030.0,1230.1,29.41
2025-07-06,DEMO-01,2027.0,1900.3,28.46
2025-07-07,DEMO-01,2052.3,1641.7,30.13
2025-07-08,DEMO-01,2041.1,1401.7,29.68
2025-07-09,DEMO-01,2095.9,1919.5,29.26
2025-07-10,DEMO-01,1978.2,1825.2,28.31
2025-07-11,DEMO-01,1976.6,1267.0,29.21
2025-07-12,DEMO-01,2037.4,1555.5,29.62
2025-07-13,DEMO-01,2048.0,1549.8,28.88
2025-07-14,DEMO-01,2017.3,1363.1,28.9
2025-07-15,DEMO-01,2067.4,1650.3,29.32
2025-07-16,DEMO-01,2092.4,1438.5,29.88
2025-07-17,DEMO-01,2057.6,1280.5,29.66
2025-07-18,DEMO-01,2036.6,1225.7,30.3
2025-07-19,DEMO-01,2004.1,1855.0,29.22
2025-07-20,DEMO-01,2020.3,1704.7,30.16
2025-07-21,DEMO-01,1941.4,1737.6,28.31
2025-07-22,DEMO-01,1951.8,1903.7,29.65
2025-07-23,DEMO-01,2087.4,1834.3,29.61
2025-07-24,DEMO-01,2115.8,1655.3,31.32
2025-07-25,DEMO-01,1945.6,1687.9,28.76
2025-07-26,DEMO-01,2052.5,1659.4,28.32
2025-07-27,DEMO-01,1940.6,1249.7,28.69
2025-07-28,DEMO-01,2117.3,1352.4,28.82
2025-07-29,DEMO-01,2028.2,1305.5,29.72
2025-07-30,DEMO-01,2170.3,1364.8,28.32
2025-07-31,DEMO-01,1999.7,1879.8,29.7
2025-08-01,DEMO-01,2009.8,1767.4,29.45
2025-08-02,DEMO-01,2063.2,1192.8,30.22
2025-08-03,DEMO-01,2094.5,1676.4,29.99
2025-08-04,DEMO-01,2093.2,1583.5,30.19
2025-08-05,DEMO-01,2106.1,1754.0,29.93
2025-08-06,DEMO-01,2044.3,1852.9,30.53
2025-08-07,DEMO-01,2115.3,1282.0,28.29
2025-08-08,DEMO-01,2188.0,1919.3,28.35
2025-08-09,DEMO-01,2114.4,2006.1,29.59
2025-08-10,DEMO-01,2030.3,1288.8,29.71
2025-08-11,DEMO-01,2103.8,1832.7,28.8
2025-08-12,DEMO-01,1977.8,1607.6,30.17
2025-08-13,DEMO-01,2129.4,1940.9,28.62
2025-08-14,DEMO-01,2004.4,1754.1,29.53
2025-08-15,DEMO-01,2141.2,1328.6,29.78
2025-08-16,DEMO-01,2105.1,1805.8,30.31
2025-08-17,DEMO-01,2168.3,1346.7,29.43
2025-08-18,DEMO-01,2121.5,1807.1,30.92
2025-08-19,DEMO-01,2202.4,1290.3,31.35
2025-08-20,DEMO-01,2162.1,1939.7,31.26
2025-08-21,DEMO-01,2197.2,1390.5,31.53
2025-08-22,DEMO-01,2121.5,1948.5,30.93
2025-08-23,DEMO-01,2124.7,1974.1,30.58
2025-08-24,DEMO-01,2078.2,1432.9,29.46
2025-08-25,DEMO-01,2098.4,1949.4,29.65
2025-08-26,DEMO-01,2172.4,2071.4,30.97
2025-08-27,DEMO-01,2176.8,2065.4,28.69
2025-08-28,DEMO-01,2201.5,2175.5,31.36
2025-08-29,DEMO-01,2147.5,1965.1,29.76
2025-08-30,DEMO-01,2200.9,1840.3,29.85
2025-08-31,DEMO-01,2271.6,1774.8,31.0
2025-09-01,DEMO-01,2227.4,1831.0,30.61
2025-09-02,DEMO-01,2211.7,2122.6,30.05
2025-09-03,DEMO-01,2231.2,2191.0,29.67
2025-09-04,DEMO-01,2289.7,2223.3,29.2
2025-09-05,DEMO-01,2236.6,1660.6,28.67
2025-09-06,DEMO-01,2204.2,2083.4,31.79
2025-09-07,DEMO-01,2210.4,2122.6,30.39
2025-09-08,DEMO-01,2214.0,1915.7,29.85
2025-09-09,DEMO-01,2218.1,2172.2,31.28
2025-09-10,DEMO-01,2298.2,2079.2,30.01
2025-09-11,DEMO-01,2353.6,2072.2,30.05
2025-09-12,DEMO-01,2242.8,2237.6,31.74
2025-09-13,DEMO-01,2220.7,2108.7,31.39
2025-09-14,DEMO-01,2205.5,1746.4,30.94
2025-09-15,DEMO-01,2375.2,2176.8,30.34
2025-09-16,DEMO-01,2338.1,2204.7,31.04
2025-09-17,DEMO-01,2252.1,2259.4,31.36
2025-09-18,DEMO-01,2301.8,1961.4,31.11
2025-09-19,DEMO-01,2375.7,2308.1,31.95
2025-09-20,DEMO-01,2299.3,2203.4,30.09
2025-09-21,DEMO-01,2354.5,2234.1,30.75
2025-09-22,DEMO-01,2302.5,2256.7,31.46
2025-09-23,DEMO-01,2298.8,2182.9,30.53
