block_id,mine_id,x,y,z,volume_m3,density
BLK-0399,DEMO-01,125.0,493.85,222.11,32068.4,2.932
BLK-0400,DEMO-01,125.0,493.85,237.0,32068.4,2.9
BLK-0401,DEMO-01,125.0,536.92,103.0,32068.4,2.909
BLK-0402,DEMO-01,125.0,536.92,117.89,32068.4,2.904
BLK-0403,DEMO-01,125.0,536.92,132.78,32068.4,2.935
BLK-0404,DEMO-01,125.0,536.92,147.67,32068.4,2.905
BLK-0405,DEMO-01,125.0,536.92,162.56,32068.4,2.936
BLK-0406,DEMO-01,125.0,536.92,177.44,32068.4,3.037
BLK-0407,DEMO-01,125.0,536.92,192.33,32068.4,3.015
BLK-0408,DEMO-01,125.0,536.92,207.22,32068.4,2.908
BLK-0409,DEMO-01,125.0,536.92,222.11,32068.4,2.898
BLK-0410,DEMO-01,125.0,536.92,237.0,32068.4,2.928
BLK-0411,DEMO-01,125.0,580.0,103.0,32068.4,2.9
BLK-0412,DEMO-01,125.0,580.0,117.89,32068.4,2.921
BLK-0413,DEMO-01,125.0,580.0,132.78,32068.4,2.918
BLK-0414,DEMO-01,125.0,580.0,147.67,32068.4,2.921
BLK-0415,DEMO-01,125.0,580.0,162.56,32068.4,2.923
BLK-0416,DEMO-01,125.0,580.0,177.44,32068.4,2.915
BLK-0417,DEMO-01,125.0,580.0,192.33,32068.4,2.944
BLK-0418,DEMO-01,125.0,580.0,207.22,32068.4,2.94
BLK-0419,DEMO-01,125.0,580.0,222.11,32068.4,2.908
BLK-0420,DEMO-01,125.0,580.0,237.0,32068.4,2.88
BLK-0421,DEMO-01,175.0,20.0,103.0,32068.4,2.925
BLK-0422,DEMO-01,175.0,20.0,117.89,32068.4,2.903
BLK-0423,DEMO-01,175.0,20.0,132.78,32068.4,2.922
BLK-0424,DEMO-01,175.0,20.0,147.67,32068.4,2.935
BLK-0425,DEMO-01,175.0,20.0,162.56,32068.4,2.916
BLK-0426,DEMO-01,175.0,20.0,177.44,32068.4,2.929
BLK-0427,DEMO-01,175.0,20.0,192.33,32068.4,2.918
BLK-0428,DEMO-01,175.0,20.0,207.22,32068.4,2.937
BLK-0429,DEMO-01,175.0,20.0,222.11,32068.4,2.902
BLK-0430,DEMO-01,175.0,20.0,237.0,32068.4,2.916
BLK-0431,DEMO-01,175.0,63.08,103.0,32068.4,2.925
BLK-0432,DEMO-01,175.0,63.08,117.89,32068.4,2.914
BLK-0433,DEMO-01,175.0,63.08,132.78,32068.4,2.931
BLK-0434,DEMO-01,175.0,63.08,147.67,32068.4,2.91
BLK-0435,DEMO-01,175.0,63.08,162.56,32068.4,2.944
BLK-0436,DEMO-01,175.0,63.08,177.44,32068.4,2.945
BLK-0437,DEMO-01,175.0,63.08,192.33,32068.4,2.921
BLK-0438,DEMO-01,175.0,63.08,207.22,32068.4,2.924
BLK-0439,DEMO-01,175.0,63.08,222.11,32068.4,2.932
BLK-0440,DEMO-01,175.0,63.08,237.0,32068.4,2.901
BLK-0441,DEMO-01,175.0,106.15,103.0,32068.4,2.899
BLK-0442,DEMO-01,175.0,106.15,117.89,32068.4,2.933
BLK-0443,DEMO-01,175.0,106.15,132.78,32068.4,2.92
BLK-0444,DEMO-01,175.0,106.15,147.67,32068.4,2.913
BLK-0445,DEMO-01,175.0,106.15,162.56,32068.4,2.92
BLK-0446,DEMO-01,175.0,106.15,177.44,32068.4,2.894
BLK-0447,DEMO-01,175.0,106.15,192.33,32068.4,2.916
BLK-0448,DEMO-01,175.0,106.15,207.22,32068.4,2.906
BLK-0449,DEMO-01,175.0,106.15,222.11,32068.4,2.928
BLK-0450,DEMO-01,175.0,106.15,237.0,32068.4,2.929
BLK-0451,DEMO-01,175.0,149.23,103.0,32068.4,2.924
BLK-0452,DEMO-01,175.0,149.23,117.89,32068.4,2.921
BLK-0453,DEMO-01,175.0,149.23,132.78,32068.4,2.896
BLK-0454,DEMO-01,175.0,149.23,147.67,32068.4,2.927
BLK-0455,DEMO-01,175.0,149.23,162.56,32068.4,2.954
BLK-0456,DEMO-01,175.0,149.23,177.44,32068.4,2.964
BLK-0457,DEMO-01,175.0,149.23,192.33,32068.4,2.948
BLK-0458,DEMO-01,175.0,149.23,207.22,32068.4,2.894
BLK-0459,DEMO-01,175.0,149.23,222.11,32068.4,2.911
BLK-0460,DEMO-01,175.0,149.23,237.0,32068.4,2.906
BLK-0461,DEMO-01,175.0,192.31,103.0,32068.4,2.918
BLK-0462,DEMO-01,175.0,192.31,117.89,32068.4,2.916
BLK-0463,DEMO-01,175.0,192.31,132.78,32068.4,2.913
BLK-0464,DEMO-01,175.0,192.31,147.67,32068.4,2.935
BLK-0465,DEMO-01,175.0,192.31,162.56,32068.4,2.979
BLK-0466,DEMO-01,175.0,192.31,177.44,32068.4,3.019
BLK-0467,DEMO-01,175.0,192.31,192.33,32068.4,2.921
BLK-0468,DEMO-01,175.0,192.31,207.22,32068.4,2.912
BLK-0469,DEMO-01,175.0,192.31,222.11,32068.4,2.9
BLK-0470,DEMO-01,175.0,192.31,237.0,32068.4,2.916
BLK-0471,DEMO-01,175.0,235.38,103.0,32068.4,2.914
BLK-0472,DEMO-01,175.0,235.38,117.89,32068.4,2.906
BLK-0473,DEMO-01,175.0,235.38,132.78,32068.4,2.928
BLK-0474,DEMO-01,175.0,235.38,147.67,32068.4,2.916
BLK-0475,DEMO-01,175.0,235.38,162.56,32068.4,2.986
BLK-0476,DEMO-01,175.0,235.38,177.44,32068.4,3.214
BLK-0477,DEMO-01,175.0,235.38,192.33,32068.4,3.083
BLK-0478,DEMO-01,175.0,235.38,207.22,32068.4,2.918
BLK-0479,DEMO-01,175.0,235.38,222.11,32068.4,2.916
BLK-0480,DEMO-01,175.0,235.38,237.0,32068.4,2.926
BLK-0481,DEMO-01,175.0,278.46,103.0,32068.4,2.911
BLK-0482,DEMO-01,175.0,278.46,117.89,32068.4,2.923
BLK-0483,DEMO-01,175.0,278.46,132.78,32068.4,2.905
BLK-0484,DEMO-01,175.0,278.46,147.67,32068.4,2.926
BLK-0485,DEMO-01,175.0,278.46,162.56,32068.4,2.926
BLK-0486,DEMO-01,175.0,278.46,177.44,32068.4,3.234
BLK-0487,DEMO-01,175.0,278.46,192.33,32068.4,3.478
BLK-0488,DEMO-01,175.0,278.46,207.22,32068.4,3.043
BLK-0489,DEMO-01,175.0,278.46,222.11,32068.4,2.903
BLK-0490,DEMO-01,175.0,278.46,237.0,32068.4,2.897
BLK-0491,DEMO-01,175.0,321.54,103.0,32068.4,2.908
BLK-0492,DEMO-01,175.0,321.54,117.89,32068.4,2.898
BLK-0493,DEMO-01,175.0,321.54,132.78,32068.4,2.898
BLK-0494,DEMO-01,175.0,321.54,147.67,32068.4,2.924
BLK-0495,DEMO-01,175.0,321.54,162.56,32068.4,2.936
BLK-0496,DEMO-01,175.0,321.54,177.44,32068.4,3.301
BLK-0497,DEMO-01,175.0,321.54,192.33,32068.4,3.732
BLK-0498,DEMO-01,175.0,321.54,207.22,32068.4,3.088
BLK-0499,DEMO-01,175.0,321.54,222.11,32068.4,2.942
BLK-0500,DEMO-01,175.0,321.54,237.0,32068.4,2.906
BLK-0501,DEMO-01,175.0,364.62,103.0,32068.4,2.899
BLK-0502,DEMO-01,175.0,364.62,117.89,32068.4,2.927
BLK-0503,DEMO-01,175.0,364.62,132.78,32068.4,2.913
BLK-0504,DEMO-01,175.0,364.62,147.67,32068.4,2.945
BLK-0505,DEMO-01,175.0,364.62,162.56,32068.4,3.035
BLK-0506,DEMO-01,175.0,364.62,177.44,32068.4,3.751
BLK-0507,DEMO-01,175.0,364.62,192.33,32068.4,3.492
BLK-0508,DEMO-01,175.0,364.62,207.22,32068.4,2.949
BLK-0509,DEMO-01,175.0,364.62,222.11,32068.4,2.907
BLK-0510,DEMO-01,175.0,364.62,237.0,32068.4,2.926
BLK-0511,DEMO-01,175.0,407.69,103.0,32068.4,2.924
BLK-0512,DEMO-01,175.0,407.69,117.89,32068.4,2.898
BLK-0513,DEMO-01,175.0,407.69,132.78,32068.4,2.902
BLK-0514,DEMO-01,175.0,407.69,147.67,32068.4,2.929
BLK-0515,DEMO-01,175.0,407.69,162.56,32068.4,3.463
BLK-0516,DEMO-01,175.0,407.69,177.44,32068.4,3.558
BLK-0517,DEMO-01,175.0,407.69,192.33,32068.4,2.994
BLK-0518,DEMO-01,175.0,407.69,207.22,32068.4,2.895
BLK-0519,DEMO-01,175.0,407.69,222.11,32068.4,2.902
BLK-0520,DEMO-01,175.0,407.69,237.0,32068.4,2.91
BLK-0521,DEMO-01,175.0,450.77,103.0,32068.4,2.907
BLK-0522,DEMO-01,175.0,450.77,117.89,32068.4,2.918
BLK-0523,DEMO-01,175.0,450.77,132.78,32068.4,2.928
BLK-0524,DEMO-01,175.0,450.77,147.67,32068.4,3.087
BLK-0525,DEMO-01,175.0,450.77,162.56,32068.4,3.422
BLK-0526,DEMO-01,175.0,450.77,177.44,32068.4,3.12
BLK-0527,DEMO-01,175.0,450.77,192.33,32068.4,2.913
BLK-0528,DEMO-01,175.0,450.77,207.22,32068.4,2.894
BLK-0529,DEMO-01,175.0,450.77,222.11,32068.4,2.912
BLK-0530,DEMO-01,175.0,450.77,237.0,32068.4,2.895
BLK-0531,DEMO-01,175.0,493.85,103.0,32068.4,2.916
BLK-0532,DEMO-01,175.0,493.85,117.89,32068.4,2.906
BLK-0533,DEMO-01,175.0,493.85,132.78,32068.4,2.892
BLK-0534,DEMO-01,175.0,493.85,147.67,32068.4,2.999
BLK-0535,DEMO-01,175.0,493.85,162.56,32068.4,3.151
BLK-0536,DEMO-01,175.0,493.85,177.44,32068.4,2.995
BLK-0537,DEMO-01,175.0,493.85,192.33,32068.4,2.932
BLK-0538,DEMO-01,175.0,493.85,207.22,32068.4,2.907
BLK-0539,DEMO-01,175.0,493.85,222.11,32068.4,2.931
BLK-0540,DEMO-01,175.0,493.85,237.0,32068.4,2.907
BLK-0541,DEMO-01,175.0,536.92,103.0,32068.4,2.909
BLK-0542,DEMO-01,175.0,536.92,117.89,32068.4,2.921
BLK-0543,DEMO-01,175.0,536.92,132.78,32068.4,2.924
BLK-0544,DEMO-01,175.0,536.92,147.67,32068.4,2.93
BLK-0545,DEMO-01,175.0,536.92,162.56,32068.4,2.969
BLK-0546,DEMO-01,175.0,536.92,177.44,32068.4,2.999
BLK-0547,DEMO-01,175.0,536.92,192.33,32068.4,2.937
BLK-0548,DEMO-01,175.0,536.92,207.22,32068.4,2.919
BLK-0549,DEMO-01,175.0,536.92,222.11,32068.4,2.914
BLK-0550,DEMO-01,175.0,536.92,237.0,32068.4,2.897
BLK-0551,DEMO-01,175.0,580.0,103.0,32068.4,2.924
BLK-0552,DEMO-01,175.0,580.0,117.89,32068.4,2.917
BLK-0553,DEMO-01,175.0,580.0,132.78,32068.4,2.911
BLK-0554,DEMO-01,175.0,580.0,147.67,32068.4,2.933
BLK-0555,DEMO-01,175.0,580.0,162.56,32068.4,2.901
BLK-0556,DEMO-01,175.0,580.0,177.44,32068.4,2.959
BLK-0557,DEMO-01,175.0,580.0,192.33,32068.4,2.928
BLK-0558,DEMO-01,175.0,580.0,207.22,32068.4,2.921
BLK-0559,DEMO-01,175.0,580.0,222.11,32068.4,2.911
BLK-0560,DEMO-01,175.0,580.0,237.0,32068.4,2.894
BLK-0561,DEMO-01,225.0,20.0,103.0,32068.4,2.914
BLK-0562,DEMO-01,225.0,20.0,117.89,32068.4,2.921
BLK-0563,DEMO-01,225.0,20.0,132.78,32068.4,2.925
BLK-0564,DEMO-01,225.0,20.0,147.67,32068.4,2.914
BLK-0565,DEMO-01,225.0,20.0,162.56,32068.4,2.888
BLK-0566,DEMO-01,225.0,20.0,177.44,32068.4,2.898
BLK-0567,DEMO-01,225.0,20.0,192.33,32068.4,2.944
BLK-0568,DEMO-01,225.0,20.0,207.22,32068.4,2.902
BLK-0569,DEMO-01,225.0,20.0,222.11,32068.4,2.935
BLK-0570,DEMO-01,225.0,20.0,237.0,32068.4,2.904
BLK-0571,DEMO-01,225.0,63.08,103.0,32068.4,2.914
BLK-0572,DEMO-01,225.0,63.08,117.89,32068.4,2.924
BLK-0573,DEMO-01,225.0,63.08,132.78,32068.4,2.905
BLK-0574,DEMO-01,225.0,63.08,147.67,32068.4,2.938
BLK-0575,DEMO-01,225.0,63.08,162.56,32068.4,2.925
BLK-0576,DEMO-01,225.0,63.08,177.44,32068.4,2.929
BLK-0577,DEMO-01,225.0,63.08,192.33,32068.4,2.913
BLK-0578,DEMO-01,225.0,63.08,207.22,32068.4,2.925
BLK-0579,DEMO-01,225.0,63.08,222.11,32068.4,2.937
BLK-0580,DEMO-01,225.0,63.08,237.0,32068.4,2.914
BLK-0581,DEMO-01,225.0,106.15,103.0,32068.4,2.939
BLK-0582,DEMO-01,225.0,106.15,117.89,32068.4,2.908
BLK-0583,DEMO-01,225.0,106.15,132.78,32068.4,2.928
BLK-0584,DEMO-01,225.0,106.15,147.67,32068.4,2.949
BLK-0585,DEMO-01,225.0,106.15,162.56,32068.4,2.942
BLK-0586,DEMO-01,225.0,106.15,177.44,32068.4,2.926
BLK-0587,DEMO-01,225.0,106.15,192.33,32068.4,2.916
BLK-0588,DEMO-01,225.0,106.15,207.22,32068.4,2.905
BLK-0589,DEMO-01,225.0,106.15,222.11,32068.4,2.921
BLK-0590,DEMO-01,225.0,106.15,237.0,32068.4,2.918
BLK-0591,DEMO-01,225.0,149.23,103.0,32068.4,2.915
BLK-0592,DEMO-01,225.0,149.23,117.89,32068.4,2.916
BLK-0593,DEMO-01,225.0,149.23,132.78,32068.4,2.939
BLK-0594,DEMO-01,225.0,149.23,147.67,32068.4,3.045
BLK-0595,DEMO-01,225.0,149.23,162.56,32068.4,2.996
BLK-0596,DEMO-01,225.0,149.23,177.44,32068.4,2.912
BLK-0597,DEMO-01,225.0,149.23,192.33,32068.4,2.951
BLK-0598,DEMO-01,225.0,149.23,207.22,32068.4,2.898
BLK-0599,DEMO-01,225.0,149.23,222.11,32068.4,2.908
BLK-0600,DEMO-01,225.0,149.23,237.0,32068.4,2.91
BLK-0601,DEMO-01,225.0,192.31,103.0,32068.4,2.943
BLK-0602,DEMO-01,225.0,192.31,117.89,32068.4,2.899
BLK-0603,DEMO-01,225.0,192.31,132.78,32068.4,2.96
BLK-0604,DEMO-01,225.0,192.31,147.67,32068.4,3.211
BLK-0605,DEMO-01,225.0,192.31,162.56,32068.4,3.153
BLK-0606,DEMO-01,225.0,192.31,177.44,32068.4,2.952
BLK-0607,DEMO-01,225.0,192.31,192.33,32068.4,2.932
BLK-0608,DEMO-01,225.0,192.31,207.22,32068.4,2.91
BLK-0609,DEMO-01,225.0,192.31,222.11,32068.4,2.919
BLK-0610,DEMO-01,225.0,192.31,237.0,32068.4,2.892
BLK-0611,DEMO-01,225.0,235.38,103.0,32068.4,2.918
BLK-0612,DEMO-01,225.0,235.38,117.89,32068.4,2.906
BLK-0613,DEMO-01,225.0,235.38,132.78,32068.4,2.922
BLK-0614,DEMO-01,225.0,235.38,147.67,32068.4,3.117
BLK-0615,DEMO-01,225.0,235.38,162.56,32068.4,3.553
BLK-0616,DEMO-01,225.0,235.38,177.44,32068.4,3.08
BLK-0617,DEMO-01,225.0,235.38,192.33,32068.4,2.924
BLK-0618,DEMO-01,225.0,235.38,207.22,32068.4,2.9
BLK-0619,DEMO-01,225.0,235.38,222.11,32068.4,2.905
BLK-0620,DEMO-01,225.0,235.38,237.0,32068.4,2.931
BLK-0621,DEMO-01,225.0,278.46,103.0,32068.4,2.924
BLK-0622,DEMO-01,225.0,278.46,117.89,32068.4,2.931
BLK-0623,DEMO-01,225.0,278.46,132.78,32068.4,2.938
BLK-0624,DEMO-01,225.0,278.46,147.67,32068.4,2.977
BLK-0625,DEMO-01,225.0,278.46,162.56,32068.4,3.599
BLK-0626,DEMO-01,225.0,278.46,177.44,32068.4,3.545
BLK-0627,DEMO-01,225.0,278.46,192.33,32068.4,2.992
BLK-0628,DEMO-01,225.0,278.46,207.22,32068.4,2.91
BLK-0629,DEMO-01,225.0,278.46,222.11,32068.4,2.904
BLK-0630,DEMO-01,225.0,278.46,237.0,32068.4,2.924
BLK-0631,DEMO-01,225.0,321.54,103.0,32068.4,2.929
BLK-0632,DEMO-01,225.0,321.54,117.89,32068.4,2.928
BLK-0633,DEMO-01,225.0,321.54,132.78,32068.4,2.92
BLK-0634,DEMO-01,225.0,321.54,147.67,32068.4,2.976
BLK-0635,DEMO-01,225.0,321.54,162.56,32068.4,3.564
BLK-0636,DEMO-01,225.0,321.54,177.44,32068.4,3.661
BLK-0637,DEMO-01,225.0,321.54,192.33,32068.4,3.012
BLK-0638,DEMO-01,225.0,321.54,207.22,32068.4,2.92
BLK-0639,DEMO-01,225.0,321.54,222.11,32068.4,2.927
BLK-0640,DEMO-01,225.0,321.54,237.0,32068.4,2.895
BLK-0641,DEMO-01,225.0,364.62,103.0,32068.4,2.914
BLK-0642,DEMO-01,225.0,364.62,117.89,32068.4,2.898
BLK-0643,DEMO-01,225.0,364.62,132.78,32068.4,2.925
BLK-0644,DEMO-01,225.0,364.62,147.67,32068.4,3.135
BLK-0645,DEMO-01,225.0,364.62,162.56,32068.4,3.654
BLK-0646,DEMO-01,225.0,364.62,177.44,32068.4,3.21
BLK-0647,DEMO-01,225.0,364.62,192.33,32068.4,2.938
BLK-0648,DEMO-01,225.0,364.62,207.22,32068.4,2.889
BLK-0649,DEMO-01,225.0,364.62,222.11,32068.4,2.909
BLK-0650,DEMO-01,225.0,364.62,237.0,32068.4,2.921
BLK-0651,DEMO-01,225.0,407.69,103.0,32068.4,2.878
BLK-0652,DEMO-01,225.0,407.69,117.89,32068.4,2.904
BLK-0653,DEMO-01,225.0,407.69,132.78,32068.4,2.988
BLK-0654,DEMO-01,225.0,407.69,147.67,32068.4,3.336
BLK-0655,DEMO-01,225.0,407.69,162.56,32068.4,3.219
BLK-0656,DEMO-01,225.0,407.69,177.44,32068.4,2.95
BLK-0657,DEMO-01,225.0,407.69,192.33,32068.4,2.919
BLK-0658,DEMO-01,225.0,407.69,207.22,32068.4,2.924
BLK-0659,DEMO-01,225.0,407.69,222.11,32068.4,2.912
BLK-0660,DEMO-01,225.0,407.69,237.0,32068.4,2.918
BLK-0661,DEMO-01,225.0,450.77,103.0,32068.4,2.908
BLK-0662,DEMO-01,225.0,450.77,117.89,32068.4,2.937
BLK-0663,DEMO-01,225.0,450.77,132.78,32068.4,3.03
BLK-0664,DEMO-01,225.0,450.77,147.67,32068.4,3.156
BLK-0665,DEMO-01,225.0,450.77,162.56,32068.4,2.965
BLK-0666,DEMO-01,225.0,450.77,177.44,32068.4,2.905
BLK-0667,DEMO-01,225.0,450.77,192.33,32068.4,2.933
BLK-0668,DEMO-01,225.0,450.77,207.22,32068.4,2.923
BLK-0669,DEMO-01,225.0,450.77,222.11,32068.4,2.921
BLK-0670,DEMO-01,225.0,450.77,237.0,32068.4,2.908
BLK-0671,DEMO-01,225.0,493.85,103.0,32068.4,2.922
BLK-0672,DEMO-01,225.0,493.85,117.89,32068.4,2.903
BLK-0673,DEMO-01,225.0,493.85,132.78,32068.4,2.952
BLK-0674,DEMO-01,225.0,493.85,147.67,32068.4,3.014
BLK-0675,DEMO-01,225.0,493.85,162.56,32068.4,2.961
BLK-0676,DEMO-01,225.0,493.85,177.44,32068.4,2.926
BLK-0677,DEMO-01,225.0,493.85,192.33,32068.4,2.898
BLK-0678,DEMO-01,225.0,493.85,207.22,32068.4,2.919
BLK-0679,DEMO-01,225.0,493.85,222.11,32068.4,2.944
BLK-0680,DEMO-01,225.0,493.85,237.0,32068.4,2.905
BLK-0681,DEMO-01,225.0,536.92,103.0,32068.4,2.915
BLK-0682,DEMO-01,225.0,536.92,117.89,32068.4,2.935
BLK-0683,DEMO-01,225.0,536.92,132.78,32068.4,2.926
BLK-0684,DEMO-01,225.0,536.92,147.67,32068.4,2.964
BLK-0685,DEMO-01,225.0,536.92,162.56,32068.4,2.923
BLK-0686,DEMO-01,225.0,536.92,177.44,32068.4,2.905
BLK-0687,DEMO-01,225.0,536.92,192.33,32068.4,2.932
BLK-0688,DEMO-01,225.0,536.92,207.22,32068.4,2.9
BLK-0689,DEMO-01,225.0,536.92,222.11,32068.4,2.914
BLK-0690,DEMO-01,225.0,536.92,237.0,32068.4,2.915
BLK-0691,DEMO-01,225.0,580.0,103.0,32068.4,2.93
BLK-0692,DEMO-01,225.0,580.0,117.89,32068.4,2.924
BLK-0693,DEMO-01,225.0,580.0,132.78,32068.4,2.922
BLK-0694,DEMO-01,225.0,580.0,147.67,32068.4,2.912
BLK-0695,DEMO-01,225.0,580.0,162.56,32068.4,2.936
BLK-0696,DEMO-01,225.0,580.0,177.44,32068.4,2.971
BLK-0697,DEMO-01,225.0,580.0,192.33,32068.4,2.925
BLK-0698,DEMO-01,225.0,580.0,207.22,32068.4,2.918
BLK-0699,DEMO-01,225.0,580.0,222.11,32068.4,2.899
BLK-0700,DEMO-01,225.0,580.0,237.0,32068.4,2.908
BLK-0701,DEMO-01,275.0,20.0,103.0,32068.4,2.913
BLK-0702,DEMO-01,275.0,20.0,117.89,32068.4,2.909
BLK-0703,DEMO-01,275.0,20.0,132.78,32068.4,2.916
BLK-0704,DEMO-01,275.0,20.0,147.67,32068.4,2.946
BLK-0705,DEMO-01,275.0,20.0,162.56,32068.4,2.949
BLK-0706,DEMO-01,275.0,20.0,177.44,32068.4,2.918
BLK-0707,DEMO-01,275.0,20.0,192.33,32068.4,2.9
BLK-0708,DEMO-01,275.0,20.0,207.22,32068.4,2.934
BLK-0709,DEMO-01,275.0,20.0,222.11,32068.4,2.916
BLK-0710,DEMO-01,275.0,20.0,237.0,32068.4,2.893
BLK-0711,DEMO-01,275.0,63.08,103.0,32068.4,2.926
BLK-0712,DEMO-01,275.0,63.08,117.89,32068.4,2.93
BLK-0713,DEMO-01,275.0,63.08,132.78,32068.4,2.893
BLK-0714,DEMO-01,275.0,63.08,147.67,32068.4,2.964
BLK-0715,DEMO-01,275.0,63.08,162.56,32068.4,2.955
BLK-0716,DEMO-01,275.0,63.08,177.44,32068.4,2.929
BLK-0717,DEMO-01,275.0,63.08,192.33,32068.4,2.909
BLK-0718,DEMO-01,275.0,63.08,207.22,32068.4,2.905
BLK-0719,DEMO-01,275.0,63.08,222.11,32068.4,2.926
BLK-0720,DEMO-01,275.0,63.08,237.0,32068.4,2.91
BLK-0721,DEMO-01,275.0,106.15,103.0,32068.4,2.923
BLK-0722,DEMO-01,275.0,106.15,117.89,32068.4,2.913
BLK-0723,DEMO-01,275.0,106.15,132.78,32068.4,3.035
BLK-0724,DEMO-01,275.0,106.15,147.67,32068.4,3.094
BLK-0725,DEMO-01,275.0,106.15,162.56,32068.4,2.941
BLK-0726,DEMO-01,275.0,106.15,177.44,32068.4,2.929
BLK-0727,DEMO-01,275.0,106.15,192.33,32068.4,2.909
BLK-0728,DEMO-01,275.0,106.15,207.22,32068.4,2.906
BLK-0729,DEMO-01,275.0,106.15,222.11,32068.4,2.934
BLK-0730,DEMO-01,275.0,106.15,237.0,32068.4,2.896
BLK-0731,DEMO-01,275.0,149.23,103.0,32068.4,2.935
BLK-0732,DEMO-01,275.0,149.23,117.89,32068.4,3.033
BLK-0733,DEMO-01,275.0,149.23,132.78,32068.4,3.371
BLK-0734,DEMO-01,275.0,149.23,147.67,32068.4,3.114
BLK-0735,DEMO-01,275.0,149.23,162.56,32068.4,2.915
BLK-0736,DEMO-01,275.0,149.23,177.44,32068.4,2.913
BLK-0737,DEMO-01,275.0,149.23,192.33,32068.4,2.899
BLK-0738,DEMO-01,275.0,149.23,207.22,32068.4,2.903
BLK-0739,DEMO-01,275.0,149.23,222.11,32068.4,2.925
BLK-0740,DEMO-01,275.0,149.23,237.0,32068.4,2.925
BLK-0741,DEMO-01,275.0,192.31,103.0,32068.4,2.904
BLK-0742,DEMO-01,275.0,192.31,117.89,32068.4,3.034
BLK-0743,DEMO-01,275.0,192.31,132.78,32068.4,3.606
BLK-0744,DEMO-01,275.0,192.31,147.67,32068.4,3.384
BLK-0745,DEMO-01,275.0,192.31,162.56,32068.4,2.954
BLK-0746,DEMO-01,275.0,192.31,177.44,32068.4,2.93
BLK-0747,DEMO-01,275.0,192.31,192.33,32068.4,2.922
BLK-0748,DEMO-01,275.0,192.31,207.22,32068.4,2.929
BLK-0749,DEMO-01,275.0,192.31,222.11,32068.4,2.899
BLK-0750,DEMO-01,275.0,192.31,237.0,32068.4,2.915
BLK-0751,DEMO-01,275.0,235.38,103.0,32068.4,2.916
BLK-0752,DEMO-01,275.0,235.38,117.89,32068.4,2.93
BLK-0753,DEMO-01,275.0,235.38,132.78,32068.4,3.311
BLK-0754,DEMO-01,275.0,235.38,147.67,32068.4,3.867
BLK-0755,DEMO-01,275.0,235.38,162.56,32068.4,3.158
BLK-0756,DEMO-01,275.0,235.38,177.44,32068.4,2.92
BLK-0757,DEMO-01,275.0,235.38,192.33,32068.4,2.906
BLK-0758,DEMO-01,275.0,235.38,207.22,32068.4,2.931
BLK-0759,DEMO-01,275.0,235.38,222.11,32068.4,2.921
BLK-0760,DEMO-01,275.0,235.38,237.0,32068.4,2.903
BLK-0761,DEMO-01,275.0,278.46,103.0,32068.4,2.914
BLK-0762,DEMO-01,275.0,278.46,117.89,32068.4,2.894
BLK-0763,DEMO-01,275.0,278.46,132.78,32068.4,3.002
BLK-0764,DEMO-01,275.0,278.46,147.67,32068.4,3.636
BLK-0765,DEMO-01,275.0,278.46,162.56,32068.4,3.546
BLK-0766,DEMO-01,275.0,278.46,177.44,32068.4,2.996
BLK-0767,DEMO-01,275.0,278.46,192.33,32068.4,2.901
BLK-0768,DEMO-01,275.0,278.46,207.22,32068.4,2.926
BLK-0769,DEMO-01,275.0,278.46,222.11,32068.4,2.945
BLK-0770,DEMO-01,275.0,278.46,237.0,32068.4,2.93
BLK-0771,DEMO-01,275.0,321.54,103.0,32068.4,2.916
BLK-0772,DEMO-01,275.0,321.54,117.89,32068.4,2.902
BLK-0773,DEMO-01,275.0,321.54,132.78,32068.4,2.942
BLK-0774,DEMO-01,275.0,321.54,147.67,32068.4,3.379
BLK-0775,DEMO-01,275.0,321.54,162.56,32068.4,3.43
BLK-0776,DEMO-01,275.0,321.54,177.44,32068.4,2.967
BLK-0777,DEMO-01,275.0,321.54,192.33,32068.4,2.913
BLK-0778,DEMO-01,275.0,321.54,207.22,32068.4,2.915
BLK-0779,DEMO-01,275.0,321.54,222.11,32068.4,2.923
BLK-0780,DEMO-01,275.0,321.54,237.0,32068.4,2.9
BLK-0781,DEMO-01,275.0,364.62,103.0,32068.4,2.907
BLK-0782,DEMO-01,275.0,364.62,117.89,32068.4,2.917
BLK-0783,DEMO-01,275.0,364.62,132.78,32068.4,3.007
BLK-0784,DEMO-01,275.0,364.62,147.67,32068.4,3.309
BLK-0785,DEMO-01,275.0,364.62,162.56,32068.4,3.07
BLK-0786,DEMO-01,275.0,364.62,177.44,32068.4,2.901
BLK-0787,DEMO-01,275.0,364.62,192.33,32068.4,2.922
BLK-0788,DEMO-01,275.0,364.62,207.22,32068.4,2.923
BLK-0789,DEMO-01,275.0,364.62,222.11,32068.4,2.915
BLK-0790,DEMO-01,275.0,364.62,237.0,32068.4,2.9
BLK-0791,DEMO-01,275.0,407.69,103.0,32068.4,2.94
BLK-0792,DEMO-01,275.0,407.69,117.89,32068.4,2.919
BLK-0793,DEMO-01,275.0,407.69,132.78,32068.4,3.058
BLK-0794,DEMO-01,275.0,407.69,147.67,32068.4,3.03
BLK-0795,DEMO-01,275.0,407.69,162.56,32068.4,2.934
BLK-0796,DEMO-01,275.0,407.69,177.44,32068.4,2.939
BLK-0797,DEMO-01,275.0,407.69,192.33,32068.4,2.924
