date,mine_id,development_m
2025-02-15,DEMO-01,19.94
2025-02-16,DEMO-01,20.31
2025-02-17,DEMO-01,17.69
2025-02-18,DEMO-01,16.63
2025-02-19,DEMO-01,17.42
2025-02-20,DEMO-01,17.09
2025-02-21,DEMO-01,17.96
2025-02-22,DEMO-01,17.39
2025-02-23,DEMO-01,16.36
2025-02-24,DEMO-01,20.03
2025-02-25,DEMO-01,17.61
2025-02-26,DEMO-01,21.42
2025-02-27,DEMO-01,18.18
2025-02-28,DEMO-01,17.04
2025-03-01,DEMO-01,17.49
2025-03-02,DEMO-01,17.33
2025-03-03,DEMO-01,17.57
2025-03-04,DEMO-01,18.16
2025-03-05,DEMO-01,15.97
2025-03-06,DEMO-01,16.11
2025-03-07,DEMO-01,19.39
2025-03-08,DEMO-01,18.56
2025-03-09,DEMO-01,15.15
2025-03-10,DEMO-01,18.92
2025-03-11,DEMO-01,19.49
2025-03-12,DEMO-01,18.43
2025-03-13,DEMO-01,14.97
2025-03-14,DEMO-01,15.49
2025-03-15,DEMO-01,17.89
2025-03-16,DEMO-01,21.33
2025-03-17,DEMO-01,16.73
2025-03-18,DEMO-01,18.67
2025-03-19,DEMO-01,16.8
2025-03-20,DEMO-01,21.02
2025-03-21,DEMO-01,17.93
2025-03-22,DEMO-01,15.73
2025-03-23,DEMO-01,16.48
2025-03-24,DEMO-01,16.33
2025-03-25,DEMO-01,17.98
2025-03-26,DEMO-01,16.64
2025-03-27,DEMO-01,17.04
2025-03-28,DEMO-01,21.43
2025-03-29,DEMO-01,16.82
2025-03-30,DEMO-01,18.0
2025-03-31,DEMO-01,17.41
2025-04-01,DEMO-01,17.81
2025-04-02,DEMO-01,19.09
2025-04-03,DEMO-01,13.83
2025-04-04,DEMO-01,18.14
2025-04-05,DEMO-01,16.68
2025-04-06,DEMO-01,18.17
2025-04-07,DEMO-01,17.47
2025-04-08,DEMO-01,17.48
2025-04-09,DEMO-01,18.01
2025-04-10,DEMO-01,16.77
2025-04-11,DEMO-01,21.33
2025-04-12,DEMO-01,16.04
2025-04-13,DEMO-01,20.05
2025-04-14,DEMO-01,15.5
2025-04-15,DEMO-01,17.1
2025-04-16,DEMO-01,18.13
2025-04-17,DEMO-01,16.01
2025-04-18,DEMO-01,15.33
2025-04-19,DEMO-01,17.08
2025-04-20,DEMO-01,19.23
2025-04-21,DEMO-01,17.74
2025-04-22,DEMO-01,20.86
2025-04-23,DEMO-01,18.51
2025-04-24,DEMO-01,16.69
2025-04-25,DEMO-01,12.63
2025-04-26,DEMO-01,14.62
2025-04-27,DEMO-01,16.94
2025-04-28,DEMO-01,14.57
2025-04-29,DEMO-01,17.0
2025-04-30,DEMO-01,17.72
2025-05-01,DEMO-01,16.75
2025-05-02,DEMO-01,16.75
2025-05-03,DEMO-01,20.72
2025-05-04,DEMO-01,17.22
2025-05-05,DEMO-01,16.79
2025-05-06,DEMO-01,15.22
2025-05-07,DEMO-01,16.76
2025-05-08,DEMO-01,16.09
2025-05-09,DEMO-01,20.14
2025-05-10,DEMO-01,17.83
2025-05-11,DEMO-01,18.77
2025-05-12,DEMO-01,17.06
2025-05-13,DEMO-01,18.91
2025-05-14,DEMO-01,14.44
2025-05-15,DEMO-01,15.72
2025-05-16,DEMO-01,14.91
2025-05-17,DEMO-01,15.32
2025-05-18,DEMO-01,16.41
2025-05-19,DEMO-01,14.54
2025-05-20,DEMO-01,12.94
2025-05-21,DEMO-01,17.88
2025-05-22,DEMO-01,12.59
2025-05-23,DEMO-01,18.79
2025-05-24,DEMO-01,14.37
2025-05-25,DEMO-01,15.96
2025-05-26,DEMO-01,16.83
2025-05-27,DEMO-01,13.59
2025-05-28,DEMO-01,15.77
2025-05-29,DEMO-01,15.75
2025-05-30,DEMO-01,16.49
2025-05-31,DEMO-01,17.17
2025-06-01,DEMO-01,16.63
2025-06-02,DEMO-01,13.51
2025-06-03,DEMO-01,11.57
2025-06-04,DEMO-01,13.34
2025-06-05,DEMO-01,12.85
2025-06-06,DEMO-01,14.11
2025-06-07,DEMO-01,12.81
2025-06-08,DEMO-01,15.53
2025-06-09,DEMO-01,14.86
2025-06-10,DEMO-01,15.07
2025-06-11,DEMO-01,12.18
2025-06-12,DEMO-01,14.84
2025-06-13,DEMO-01,15.05
2025-06-14,DEMO-01,10.37
2025-06-15,DEMO-01,15.77
2025-06-16,DEMO-01,12.25
2025-06-17,DEMO-01,13.8
2025-06-18,DEMO-01,14.92
2025-06-19,DEMO-01,11.16
2025-06-20,DEMO-01,17.29
2025-06-21,DEMO-01,12.1
2025-06-22,DEMO-01,12.29
2025-06-23,DEMO-01,13.05
2025-06-24,DEMO-01,11.03
2025-06-25,DEMO-01,12.95
2025-06-26,DEMO-01,12.26
2025-06-27,DEMO-01,12.56
2025-06-28,DEMO-01,11.58
2025-06-29,DEMO-01,9.75
2025-06-30,DEMO-01,10.28
2025-07-01,DEMO-01,12.2
2025-07-02,DEMO-01,12.26
2025-07-03,DEMO-01,12.15
2025-07-04,DEMO-01,10.07
2025-07-05,DEMO-01,8.98
2025-07-06,DEMO-01,11.64
2025-07-07,DEMO-01,14.83
2025-07-08,DEMO-01,9.4
2025-07-09,DEMO-01,13.74
2025-07-10,DEMO-01,9.52
2025-07-11,DEMO-01,9.39
2025-07-12,DEMO-01,8.16
2025-07-13,DEMO-01,13.85
2025-07-14,DEMO-01,8.7
2025-07-15,DEMO-01,10.54
2025-07-16,DEMO-01,7.31
2025-07-17,DEMO-01,7.55
2025-07-18,DEMO-01,8.64
2025-07-19,DEMO-01,12.35
2025-07-20,DEMO-01,12.9
2025-07-21,DEMO-01,10.65
2025-07-22,DEMO-01,10.62
2025-07-23,DEMO-01,14.05
2025-07-24,DEMO-01,13.48
2025-07-25,DEMO-01,11.63
2025-07-26,DEMO-01,12.06
2025-07-27,DEMO-01,12.53
2025-07-28,DEMO-01,14.01
2025-07-29,DEMO-01,9.99
2025-07-30,DEMO-01,10.32
2025-07-31,DEMO-01,12.24
2025-08-01,DEMO-01,9.39
2025-08-02,DEMO-01,9.71
2025-08-03,DEMO-01,14.02
2025-08-04,DEMO-01,9.69
2025-08-05,DEMO-01,8.14
2025-08-06,DEMO-01,13.4
2025-08-07,DEMO-01,6.17
2025-08-08,DEMO-01,9.65
2025-08-09,DEMO-01,9.65
2025-08-10,DEMO-01,5.9
2025-08-11,DEMO-01,14.01
2025-08-12,DEMO-01,12.63
2025-08-13,DEMO-01,16.6
2025-08-14,DEMO-01,13.86
2025-08-15,DEMO-01,13.54
2025-08-16,DEMO-01,12.04
2025-08-17,DEMO-01,10.62
2025-08-18,DEMO-01,10.14
2025-08-19,DEMO-01,9.61
2025-08-20,DEMO-01,15.84
2025-08-21,DEMO-01,10.8
2025-08-22,DEMO-01,13.36
2025-08-23,DEMO-01,13.8
2025-08-24,DEMO-01,12.42
2025-08-25,DEMO-01,14.34
2025-08-26,DEMO-01,16.54
2025-08-27,DEMO-01,12.98
2025-08-28,DEMO-01,14.01
2025-08-29,DEMO-01,14.66
2025-08-30,DEMO-01,11.76
2025-08-31,DEMO-01,11.46
2025-09-01,DEMO-01,14.72
2025-09-02,DEMO-01,13.39
2025-09-03,DEMO-01,19.93
2025-09-04,DEMO-01,18.01
2025-09-05,DEMO-01,12.21
2025-09-06,DEMO-01,16.29
2025-09-07,DEMO-01,16.74
2025-09-08,DEMO-01,15.81
2025-09-09,DEMO-01,15.7
2025-09-10,DEMO-01,19.31
2025-09-11,DEMO-01,14.41
2025-09-12,DEMO-01,15.09
2025-09-13,DEMO-01,16.0
2025-09-14,DEMO-01,14.63
2025-09-15,DEMO-01,18.94
2025-09-16,DEMO-01,16.07
2025-09-17,DEMO-01,17.23
2025-09-18,DEMO-01,15.53
2025-09-19,DEMO-01,16.1
2025-09-20,DEMO-01,18.64
2025-09-21,DEMO-01,17.2
2025-09-22,DEMO-01,18.28
2025-09-23,DEMO-01,16.08
2025-09-24,DEMO-01,15.65
2025-09-25,DEMO-01,16.11
2025-09-26,DEMO-01,17.33
2025-09-27,DEMO-01,18.86
2025-09-28,DEMO-01,19.92
2025-09-29,DEMO-01,17.23
2025-09-30,DEMO-01,19.69
2025-10-01,DEMO-01,18.18
2025-10-02,DEMO-01,15.15
2025-10-03,DEMO-01,16.24
2025-10-04,DEMO-01,18.21
2025-10-05,DEMO-01,17.79
2025-10-06,DEMO-01,16.41
2025-10-07,DEMO-01,16.67
2025-10-08,DEMO-01,16.75
2025-10-09,DEMO-01,17.03
2025-10-10,DEMO-01,17.97
2025-10-11,DEMO-01,20.85
2025-10-12,DEMO-01,16.68
2025-10-13,DEMO-01,14.27
2025-10-14,DEMO-01,14.47
2025-10-15,DEMO-01,18.91
2025-10-16,DEMO-01,16.31
2025-10-17,DEMO-01,18.1
2025-10-18,DEMO-01,16.14
2025-10-19,DEMO-01,16.94
2025-10-20,DEMO-01,17.1
2025-10-21,DEMO-01,16.29
2025-10-22,DEMO-01,19.95
2025-10-23,DEMO-01,20.05
2025-10-24,DEMO-01,18.91
2025-10-25,DEMO-01,21.45
2025-10-26,DEMO-01,14.68
2025-10-27,DEMO-01,17.42
2025-10-28,DEMO-01,17.19
2025-10-29,DEMO-01,19.11
2025-10-30,DEMO-01,15.57
2025-10-31,DEMO-01,19.01
2025-11-01,DEMO-01,15.26
2025-11-02,DEMO-01,19.22
2025-11-03,DEMO-01,19.91
2025-11-04,DEMO-01,15.81
2025-11-05,DEMO-01,17.24
2025-11-06,DEMO-01,20.05
2025-11-07,DEMO-01,20.42
2025-11-08,DEMO-01,15.12
2025-11-09,DEMO-01,18.6
2025-11-10,DEMO-01,19.06
2025-11-11,DEMO-01,17.92
2025-11-12,DEMO-01,20.34
2025-11-13,DEMO-01,16.96
2025-11-14,DEMO-01,16.76
2025-11-15,DEMO-01,16.77
2025-11-16,DEMO-01,18.4
2025-11-17,DEMO-01,17.43
2025-11-18,DEMO-01,19.38
2025-11-19,DEMO-01,17.3
2025-11-20,DEMO-01,17.63
2025-11-21,DEMO-01,18.43
2025-11-22,DEMO-01,16.57
2025-11-23,DEMO-01,19.9
2025-11-24,DEMO-01,19.3
2025-11-25,DEMO-01,19.25
2025-11-26,DEMO-01,16.24
2025-11-27,DEMO-01,20.85
2025-11-28,DEMO-01,14.75
2025-11-29,DEMO-01,19.42
2025-11-30,DEMO-01,18.34
2025-12-01,DEMO-01,19.29
2025-12-02,DEMO-01,17.66
2025-12-03,DEMO-01,18.2
2025-12-04,DEMO-01,19.35
2025-12-05,DEMO-01,18.09
2025-12-06,DEMO-01,18.15
2025-12-07,DEMO-01,18.54
2025-12-08,DEMO-01,22.04
2025-12-09,DEMO-01,14.74
2025-12-10,DEMO-01,20.43
2025-12-11,DEMO-01,18.69
2025-12-12,DEMO-01,18.69
2025-12-13,DEMO-01,15.81
2025-12-14,DEMO-01,20.17
2025-12-15,DEMO-01,16.06
2025-12-16,DEMO-01,20.75
2025-12-17,DEMO-01,17.12
2025-12-18,DEMO-01,20.75
2025-12-19,DEMO-01,16.78
2025-12-20,DEMO-01,16.37
2025-12-21,DEMO-01,17.92
2025-12-22,DEMO-01,16.76
2025-12-23,DEMO-01,17.67
2025-12-24,DEMO-01,21.13
2025-12-25,DEMO-01,17.1
2025-12-26,DEMO-01,18.41
2025-12-27,DEMO-01,20.96
2025-12-28,DEMO-01,18.52
2025-12-29,DEMO-01,20.12
2025-12-30,DEMO-01,19.1
2025-12-31,DEMO-01,19.89
