date,mine_id,equipment_id,equipment_type,downtime_h,availability,failure,repair_h
2024-04-04,DEMO-01,SH-02,shovel,1.25,0.948,0,0.0
2024-04-05,DEMO-01,SH-02,shovel,1.65,0.931,0,0.0
2024-04-06,DEMO-01,SH-02,shovel,1.48,0.938,0,0.0
2024-04-07,DEMO-01,SH-02,shovel,8.33,0.653,1,9.01
2024-04-08,DEMO-01,SH-02,shovel,0.83,0.965,0,0.0
2024-04-09,DEMO-01,SH-02,shovel,2.08,0.913,0,0.0
2024-04-10,DEMO-01,SH-02,shovel,1.25,0.948,0,0.0
2024-04-11,DEMO-01,SH-02,shovel,3.93,0.836,0,0.0
2024-04-12,DEMO-01,SH-02,shovel,2.68,0.888,0,0.0
2024-04-13,DEMO-01,SH-02,shovel,0.54,0.977,0,0.0
2024-04-14,DEMO-01,SH-02,shovel,6.91,0.712,1,1.53
2024-04-15,DEMO-01,SH-02,shovel,1.77,0.926,0,0.0
2024-04-16,DEMO-01,SH-02,shovel,0.26,0.989,0,0.0
2024-04-17,DEMO-01,SH-02,shovel,1.33,0.944,0,0.0
2024-04-18,DEMO-01,SH-02,shovel,3.16,0.868,0,0.0
2024-04-19,DEMO-01,SH-02,shovel,0.6,0.975,0,0.0
2024-04-20,DEMO-01,SH-02,shovel,1.34,0.944,0,0.0
2024-04-21,DEMO-01,SH-02,shovel,2.81,0.883,0,0.0
2024-04-22,DEMO-01,SH-02,shovel,2.94,0.878,0,0.0
2024-04-23,DEMO-01,SH-02,shovel,0.88,0.963,0,0.0
2024-04-24,DEMO-01,SH-02,shovel,0.66,0.972,0,0.0
2024-04-25,DEMO-01,SH-02,shovel,3.78,0.842,0,0.0
2024-04-26,DEMO-01,SH-02,shovel,0.83,0.965,0,0.0
2024-04-27,DEMO-01,SH-02,shovel,3.36,0.86,0,0.0
2024-04-28,DEMO-01,SH-02,shovel,1.1,0.954,0,0.0
2024-04-29,DEMO-01,SH-02,shovel,2.75,0.886,0,0.0
2024-04-30,DEMO-01,SH-02,shovel,1.91,0.92,0,0.0
2024-05-01,DEMO-01,SH-02,shovel,2.3,0.904,0,0.0
2024-05-02,DEMO-01,SH-02,shovel,1.27,0.947,0,0.0
2024-05-03,DEMO-01,SH-02,shovel,3.68,0.847,0,0.0
2024-05-04,DEMO-01,SH-02,shovel,2.56,0.893,0,0.0
2024-05-05,DEMO-01,SH-02,shovel,0.62,0.974,0,0.0
2024-05-06,DEMO-01,SH-02,shovel,4.42,0.816,0,0.0
2024-05-07,DEMO-01,SH-02,shovel,1.2,0.95,0,0.0
2024-05-08,DEMO-01,SH-02,shovel,1.02,0.958,0,0.0
2024-05-09,DEMO-01,SH-02,shovel,2.2,0.908,0,0.0
2024-05-10,DEMO-01,SH-02,shovel,1.91,0.92,0,0.0
2024-05-11,DEMO-01,SH-02,shovel,1.36,0.943,0,0.0
2024-05-12,DEMO-01,SH-02,shovel,2.61,0.891,0,0.0
2024-05-13,DEMO-01,SH-02,shovel,2.71,0.887,0,0.0
2024-05-14,DEMO-01,SH-02,shovel,1.49,0.938,0,0.0
2024-05-15,DEMO-01,SH-02,shovel,2.09,0.913,0,0.0
2024-05-16,DEMO-01,SH-02,shovel,1.94,0.919,0,0.0
2024-05-17,DEMO-01,SH-02,shovel,0.35,0.985,0,0.0
2024-05-18,DEMO-01,SH-02,shovel,1.67,0.93,0,0.0
2024-05-19,DEMO-01,SH-02,shovel,1.77,0.926,0,0.0
2024-05-20,DEMO-01,SH-02,shovel,4.47,0.814,0,0.0
2024-05-21,DEMO-01,SH-02,shovel,1.89,0.921,0,0.0
2024-05-22,DEMO-01,SH-02,shovel,5.59,0.767,0,0.0
2024-05-23,DEMO-01,SH-02,shovel,0.53,0.978,0,0.0
2024-05-24,DEMO-01,SH-02,shovel,1.66,0.931,0,0.0
2024-05-25,DEMO-01,SH-02,shovel,0.88,0.963,0,0.0
2024-05-26,DEMO-01,SH-02,shovel,0.21,0.991,0,0.0
2024-05-27,DEMO-01,SH-02,shovel,1.69,0.93,0,0.0
2024-05-28,DEMO-01,SH-02,shovel,0.71,0.971,0,0.0
2024-05-29,DEMO-01,SH-02,shovel,3.02,0.874,0,0.0
2024-05-30,DEMO-01,SH-02,shovel,1.06,0.956,0,0.0
2024-05-31,DEMO-01,SH-02,shovel,2.27,0.905,0,0.0
2024-06-01,DEMO-01,SH-02,shovel,1.04,0.957,0,0.0
2024-06-02,DEMO-01,SH-02,shovel,0.74,0.969,0,0.0
2024-06-03,DEMO-01,SH-02,shovel,2.76,0.885,0,0.0
2024-06-04,DEMO-01,SH-02,shovel,0.54,0.977,0,0.0
2024-06-05,DEMO-01,SH-02,shovel,2.14,0.911,0,0.0
2024-06-06,DEMO-01,SH-02,shovel,1.73,0.928,0,0.0
2024-06-07,DEMO-01,SH-02,shovel,2.22,0.908,0,0.0
2024-06-08,DEMO-01,SH-02,shovel,2.98,0.876,0,0.0
2024-06-09,DEMO-01,SH-02,shovel,1.1,0.954,0,0.0
2024-06-10,DEMO-01,SH-02,shovel,7.09,0.705,0,0.0
2024-06-11,DEMO-01,SH-02,shovel,2.47,0.897,0,0.0
2024-06-12,DEMO-01,SH-02,shovel,1.66,0.931,0,0.0
2024-06-13,DEMO-01,SH-02,shovel,0.86,0.964,0,0.0
2024-06-14,DEMO-01,SH-02,shovel,0.93,0.961,0,0.0
2024-06-15,DEMO-01,SH-02,shovel,5.68,0.763,0,0.0
2024-06-16,DEMO-01,SH-02,shovel,4.29,0.821,0,0.0
2024-06-17,DEMO-01,SH-02,shovel,4.52,0.812,0,0.0
2024-06-18,DEMO-01,SH-02,shovel,4.26,0.822,0,0.0
2024-06-19,DEMO-01,SH-02,shovel,3.77,0.843,0,0.0
2024-06-20,DEMO-01,SH-02,shovel,6.46,0.731,0,0.0
2024-06-21,DEMO-01,SH-02,shovel,2.62,0.891,0,0.0
2024-06-22,DEMO-01,SH-02,shovel,8.49,0.646,1,5.69
2024-06-23,DEMO-01,SH-02,shovel,9.3,0.612,1,4.92
2024-06-24,DEMO-01,SH-02,shovel,4.62,0.807,0,0.0
2024-06-25,DEMO-01,SH-02,shovel,2.05,0.915,0,0.0
2024-06-26,DEMO-01,SH-02,shovel,3.67,0.847,0,0.0
2024-06-27,DEMO-01,SH-02,shovel,13.31,0.445,0,0.0
2024-06-28,DEMO-01,SH-02,shovel,4.88,0.797,0,0.0
2024-06-29,DEMO-01,SH-02,shovel,0.15,0.994,0,0.0
2024-06-30,DEMO-01,SH-02,shovel,4.72,0.803,0,0.0
2024-07-01,DEMO-01,SH-02,shovel,5.62,0.766,0,0.0
2024-07-02,DEMO-01,SH-02,shovel,2.73,0.886,0,0.0
2024-07-03,DEMO-01,SH-02,shovel,6.25,0.74,0,0.0
2024-07-04,DEMO-01,SH-02,shovel,2.26,0.906,0,0.0
2024-07-05,DEMO-01,SH-02,shovel,0.87,0.964,0,0.0
2024-07-06,DEMO-01,SH-02,shovel,6.28,0.738,0,0.0
2024-07-07,DEMO-01,SH-02,shovel,5.17,0.784,0,0.0
2024-07-08,DEMO-01,SH-02,shovel,7.02,0.708,0,0.0
2024-07-09,DEMO-01,SH-02,shovel,2.99,0.875,0,0.0
2024-07-10,DEMO-01,SH-02,shovel,4.94,0.794,0,0.0
2024-07-11,DEMO-01,SH-02,shovel,3.1,0.871,0,0.0
2024-07-12,DEMO-01,SH-02,shovel,1.4,0.942,0,0.0
2024-07-13,DEMO-01,SH-02,shovel,0.64,0.973,0,0.0
2024-07-14,DEMO-01,SH-02,shovel,4.58,0.809,0,0.0
2024-07-15,DEMO-01,SH-02,shovel,6.39,0.734,1,3.54
2024-07-16,DEMO-01,SH-02,shovel,1.53,0.936,0,0.0
2024-07-17,DEMO-01,SH-02,shovel,4.59,0.809,1,2.49
2024-07-18,DEMO-01,SH-02,shovel,4.09,0.83,0,0.0
2024-07-19,DEMO-01,SH-02,shovel,16.76,0.302,0,0.0
2024-07-20,DEMO-01,SH-02,shovel,1.04,0.957,0,0.0
2024-07-21,DEMO-01,SH-02,shovel,2.64,0.89,0,0.0
2024-07-22,DEMO-01,SH-02,shovel,0.35,0.986,0,0.0
2024-07-23,DEMO-01,SH-02,shovel,5.93,0.753,0,0.0
2024-07-24,DEMO-01,SH-02,shovel,4.63,0.807,0,0.0
2024-07-25,DEMO-01,SH-02,shovel,1.95,0.919,0,0.0
2024-07-26,DEMO-01,SH-02,shovel,7.39,0.692,0,0.0
2024-07-27,DEMO-01,SH-02,shovel,11.0,0.542,0,0.0
2024-07-28,DEMO-01,SH-02,shovel,4.3,0.821,0,0.0
2024-07-29,DEMO-01,SH-02,shovel,1.9,0.921,0,0.0
2024-07-30,DEMO-01,SH-02,shovel,10.57,0.56,0,0.0
2024-07-31,DEMO-01,SH-02,shovel,1.08,0.955,0,0.0
2024-08-01,DEMO-01,SH-02,shovel,0.36,0.985,0,0.0
2024-08-02,DEMO-01,SH-02,shovel,0.76,0.968,0,0.0
2024-08-03,DEMO-01,SH-02,shovel,1.69,0.93,0,0.0
2024-08-04,DEMO-01,SH-02,shovel,8.59,0.642,0,0.0
2024-08-05,DEMO-01,SH-02,shovel,3.74,0.844,0,0.0
2024-08-06,DEMO-01,SH-02,shovel,1.34,0.944,0,0.0
2024-08-07,DEMO-01,SH-02,shovel,3.58,0.851,0,0.0
2024-08-08,DEMO-01,SH-02,shovel,5.38,0.776,0,0.0
2024-08-09,DEMO-01,SH-02,shovel,13.25,0.448,0,0.0
2024-08-10,DEMO-01,SH-02,shovel,2.5,0.896,0,0.0
2024-08-11,DEMO-01,SH-02,shovel,2.51,0.896,0,0.0
2024-08-12,DEMO-01,SH-02,shovel,4.21,0.824,0,0.0
2024-08-13,DEMO-01,SH-02,shovel,2.16,0.91,0,0.0
2024-08-14,DEMO-01,SH-02,shovel,0.85,0.965,0,0.0
2024-08-15,DEMO-01,SH-02,shovel,1.19,0.95,0,0.0
2024-08-16,DEMO-01,SH-02,shovel,0.37,0.985,0,0.0
2024-08-17,DEMO-01,SH-02,shovel,0.58,0.976,0,0.0
2024-08-18,DEMO-01,SH-02,shovel,2.23,0.907,0,0.0
2024-08-19,DEMO-01,SH-02,shovel,0.69,0.971,0,0.0
2024-08-20,DEMO-01,SH-02,shovel,6.76,0.718,0,0.0
2024-08-21,DEMO-01,SH-02,shovel,2.51,0.896,0,0.0
2024-08-22,DEMO-01,SH-02,shovel,1.36,0.943,0,0.0
2024-08-23,DEMO-01,SH-02,shovel,3.58,0.851,0,0.0
2024-08-24,DEMO-01,SH-02,shovel,7.67,0.681,0,0.0
2024-08-25,DEMO-01,SH-02,shovel,7.83,0.674,0,0.0
2024-08-26,DEMO-01,SH-02,shovel,2.22,0.908,0,0.0
2024-08-27,DEMO-01,SH-02,shovel,1.28,0.946,0,0.0
2024-08-28,DEMO-01,SH-02,shovel,2.17,0.91,0,0.0
2024-08-29,DEMO-01,SH-02,shovel,3.7,0.846,0,0.0
2024-08-30,DEMO-01,SH-02,shovel,3.7,0.846,0,0.0
2024-08-31,DEMO-01,SH-02,shovel,1.94,0.919,0,0.0
2024-09-01,DEMO-01,SH-02,shovel,1.24,0.948,0,0.0
2024-09-02,DEMO-01,SH-02,shovel,6.42,0.733,0,0.0
2024-09-03,DEMO-01,SH-02,shovel,1.02,0.957,0,0.0
2024-09-04,DEMO-01,SH-02,shovel,0.15,0.994,0,0.0
2024-09-05,DEMO-01,SH-02,shovel,0.63,0.974,0,0.0
2024-09-06,DEMO-01,SH-02,shovel,0.18,0.992,0,0.0
2024-09-07,DEMO-01,SH-02,shovel,1.73,0.928,0,0.0
2024-09-08,DEMO-01,SH-02,shovel,1.81,0.925,0,0.0
2024-09-09,DEMO-01,SH-02,shovel,1.81,0.924,0,0.0
2024-09-10,DEMO-01,SH-02,shovel,2.13,0.911,0,0.0
2024-09-11,DEMO-01,SH-02,shovel,0.12,0.995,0,0.0
2024-09-12,DEMO-01,SH-02,shovel,4.06,0.831,0,0.0
2024-09-13,DEMO-01,SH-02,shovel,0.34,0.986,0,0.0
2024-09-14,DEMO-01,SH-02,shovel,2.03,0.915,0,0.0
2024-09-15,DEMO-01,SH-02,shovel,1.62,0.933,0,0.0
2024-09-16,DEMO-01,SH-02,shovel,3.03,0.874,0,0.0
2024-09-17,DEMO-01,SH-02,shovel,1.6,0.933,0,0.0
2024-09-18,DEMO-01,SH-02,shovel,1.85,0.923,0,0.0
2024-09-19,DEMO-01,SH-02,shovel,1.37,0.943,0,0.0
2024-09-20,DEMO-01,SH-02,shovel,2.04,0.915,0,0.0
2024-09-21,DEMO-01,SH-02,shovel,1.46,0.939,0,0.0
2024-09-22,DEMO-01,SH-02,shovel,0.75,0.969,0,0.0
2024-09-23,DEMO-01,SH-02,shovel,0.76,0.968,0,0.0
2024-09-24,DEMO-01,SH-02,shovel,2.25,0.906,0,0.0
2024-09-25,DEMO-01,SH-02,shovel,0.76,0.968,0,0.0
2024-09-26,DEMO-01,SH-02,shovel,1.29,0.946,0,0.0
2024-09-27,DEMO-01,SH-02,shovel,3.35,0.86,0,0.0
2024-09-28,DEMO-01,SH-02,shovel,2.12,0.912,0,0.0
2024-09-29,DEMO-01,SH-02,shovel,4.46,0.814,0,0.0
2024-09-30,DEMO-01,SH-02,shovel,2.75,0.885,0,0.0
2024-10-01,DEMO-01,SH-02,shovel,1.67,0.931,0,0.0
2024-10-02,DEMO-01,SH-02,shovel,1.05,0.956,0,0.0
2024-10-03,DEMO-01,SH-02,shovel,4.79,0.8,0,0.0
2024-10-04,DEMO-01,SH-02,shovel,0.58,0.976,0,0.0
2024-10-05,DEMO-01,SH-02,shovel,2.87,0.88,0,0.0
2024-10-06,DEMO-01,SH-02,shovel,2.93,0.878,0,0.0
2024-10-07,DEMO-01,SH-02,shovel,2.64,0.89,0,0.0
2024-10-08,DEMO-01,SH-02,shovel,1.05,0.956,0,0.0
2024-10-09,DEMO-01,SH-02,shovel,0.7,0.971,0,0.0
2024-10-10,DEMO-01,SH-02,shovel,2.26,0.906,0,0.0
2024-10-11,DEMO-01,SH-02,shovel,0.62,0.974,0,0.0
2024-10-12,DEMO-01,SH-02,shovel,1.83,0.924,0,0.0
2024-10-13,DEMO-01,SH-02,shovel,1.66,0.931,0,0.0
2024-10-14,DEMO-01,SH-02,shovel,5.78,0.759,0,0.0
2024-10-15,DEMO-01,SH-02,shovel,1.88,0.922,0,0.0
2024-10-16,DEMO-01,SH-02,shovel,1.32,0.945,0,0.0
2024-10-17,DEMO-01,SH-02,shovel,0.9,0.962,0,0.0
2024-10-18,DEMO-01,SH-02,shovel,3.24,0.865,0,0.0
2024-10-19,DEMO-01,SH-02,shovel,1.63,0.932,0,0.0
2024-10-20,DEMO-01,SH-02,shovel,2.22,0.907,0,0.0
2024-10-21,DEMO-01,SH-02,shovel,2.45,0.898,0,0.0
2024-10-22,DEMO-01,SH-02,shovel,2.19,0.909,0,0.0
2024-10-23,DEMO-01,SH-02,shovel,0.79,0.967,0,0.0
2024-10-24,DEMO-01,SH-02,shovel,4.82,0.799,0,0.0
2024-10-25,DEMO-01,SH-02,shovel,1.0,0.958,0,0.0
2024-10-26,DEMO-01,SH-02,shovel,1.68,0.93,0,0.0
2024-10-27,DEMO-01,SH-02,shovel,1.14,0.952,0,0.0
2024-10-28,DEMO-01,SH-02,shovel,1.99,0.917,0,0.0
2024-10-29,DEMO-01,SH-02,shovel,1.29,0.946,0,0.0
2024-10-30,DEMO-01,SH-02,shovel,1.34,0.944,0,0.0
2024-10-31,DEMO-01,SH-02,shovel,1.97,0.918,0,0.0
2024-11-01,DEMO-01,SH-02,shovel,2.51,0.896,0,0.0
2024-11-02,DEMO-01,SH-02,shovel,0.92,0.962,0,0.0
2024-11-03,DEMO-01,SH-02,shovel,1.05,0.956,0,0.0
2024-11-04,DEMO-01,SH-02,shovel,1.42,0.941,0,0.0
2024-11-05,DEMO-01,SH-02,shovel,0.69,0.971,0,0.0
2024-11-06,DEMO-01,SH-02,shovel,2.48,0.897,0,0.0
2024-11-07,DEMO-01,SH-02,shovel,0.28,0.989,0,0.0
2024-11-08,DEMO-01,SH-02,shovel,1.42,0.941,0,0.0
2024-11-09,DEMO-01,SH-02,shovel,3.29,0.863,0,0.0
2024-11-10,DEMO-01,SH-02,shovel,1.6,0.933,0,0.0
2024-11-11,DEMO-01,SH-02,shovel,2.24,0.907,0,0.0
2024-11-12,DEMO-01,SH-02,shovel,0.83,0.965,0,0.0
2024-11-13,DEMO-01,SH-02,shovel,1.21,0.95,0,0.0
2024-11-14,DEMO-01,SH-02,shovel,0.65,0.973,0,0.0
2024-11-15,DEMO-01,SH-02,shovel,1.64,0.932,0,0.0
2024-11-16,DEMO-01,SH-02,shovel,0.54,0.978,0,0.0
2024-11-17,DEMO-01,SH-02,shovel,1.76,0.927,0,0.0
2024-11-18,DEMO-01,SH-02,shovel,1.13,0.953,0,0.0
2024-11-19,DEMO-01,SH-02,shovel,0.76,0.968,0,0.0
2024-11-20,DEMO-01,SH-02,shovel,1.55,0.936,0,0.0
2024-11-21,DEMO-01,SH-02,shovel,0.28,0.988,0,0.0
2024-11-22,DEMO-01,SH-02,shovel,2.01,0.916,0,0.0
2024-11-23,DEMO-01,SH-02,shovel,3.34,0.861,0,0.0
2024-11-24,DEMO-01,SH-02,shovel,0.6,0.975,0,0.0
2024-11-25,DEMO-01,SH-02,shovel,0.81,0.966,0,0.0
2024-11-26,DEMO-01,SH-02,shovel,0.82,0.966,0,0.0
2024-11-27,DEMO-01,SH-02,shovel,7.17,0.701,0,0.0
2024-11-28,DEMO-01,SH-02,shovel,0.42,0.982,0,0.0
2024-11-29,DEMO-01,SH-02,shovel,0.42,0.983,0,0.0
2024-11-30,DEMO-01,SH-02,shovel,2.47,0.897,0,0.0
2024-12-01,DEMO-01,SH-02,shovel,1.37,0.943,0,0.0
2024-12-02,DEMO-01,SH-02,shovel,0.7,0.971,0,0.0
2024-12-03,DEMO-01,SH-02,shovel,1.07,0.956,0,0.0
2024-12-04,DEMO-01,SH-02,shovel,2.62,0.891,0,0.0
2024-12-05,DEMO-01,SH-02,shovel,0.61,0.975,0,0.0
2024-12-06,DEMO-01,SH-02,shovel,1.26,0.947,0,0.0
2024-12-07,DEMO-01,SH-02,shovel,1.36,0.943,0,0.0
2024-12-08,DEMO-01,SH-02,shovel,0.5,0.979,0,0.0
2024-12-09,DEMO-01,SH-02,shovel,0.62,0.974,0,0.0
2024-12-10,DEMO-01,SH-02,shovel,2.84,0.882,0,0.0
2024-12-11,DEMO-01,SH-02,shovel,1.14,0.953,0,0.0
2024-12-12,DEMO-01,SH-02,shovel,1.67,0.931,0,0.0
2024-12-13,DEMO-01,SH-02,shovel,2.03,0.916,0,0.0
2024-12-14,DEMO-01,SH-02,shovel,1.01,0.958,0,0.0
2024-12-15,DEMO-01,SH-02,shovel,2.25,0.906,0,0.0
2024-12-16,DEMO-01,SH-02,shovel,1.87,0.922,0,0.0
2024-12-17,DEMO-01,SH-02,shovel,0.92,0.962,0,0.0
2024-12-18,DEMO-01,SH-02,shovel,3.93,0.836,0,0.0
2024-12-19,DEMO-01,SH-02,shovel,1.16,0.952,0,0.0
2024-12-20,DEMO-01,SH-02,shovel,1.39,0.942,0,0.0
2024-12-21,DEMO-01,SH-02,shovel,1.27,0.947,0,0.0
2024-12-22,DEMO-01,SH-02,shovel,2.77,0.884,0,0.0
2024-12-23,DEMO-01,SH-02,shovel,1.65,0.931,0,0.0
2024-12-24,DEMO-01,SH-02,shovel,1.96,0.918,0,0.0
2024-12-25,DEMO-01,SH-02,shovel,2.93,0.878,0,0.0
2024-12-26,DEMO-01,SH-02,shovel,1.88,0.922,0,0.0
2024-12-27,DEMO-01,SH-02,shovel,1.8,0.925,0,0.0
2024-12-28,DEMO-01,SH-02,shovel,0.27,0.989,0,0.0
2024-12-29,DEMO-01,SH-02,shovel,1.43,0.941,0,0.0
2024-12-30,DEMO-01,SH-02,shovel,4.87,0.797,0,0.0
2024-12-31,DEMO-01,SH-02,shovel,0.51,0.979,0,0.0
2025-01-01,DEMO-01,SH-02,shovel,0.95,0.961,0,0.0
2025-01-02,DEMO-01,SH-02,shovel,1.31,0.946,0,0.0
2025-01-03,DEMO-01,SH-02,shovel,1.8,0.925,0,0.0
2025-01-04,DEMO-01,SH-02,shovel,3.09,0.871,0,0.0
2025-01-05,DEMO-01,SH-02,shovel,0.76,0.968,0,0.0
2025-01-06,DEMO-01,SH-02,shovel,0.88,0.964,0,0.0
2025-01-07,DEMO-01,SH-02,shovel,1.33,0.944,0,0.0
2025-01-08,DEMO-01,SH-02,shovel,0.34,0.986,0,0.0
2025-01-09,DEMO-01,SH-02,shovel,0.26,0.989,0,0.0
2025-01-10,DEMO-01,SH-02,shovel,1.31,0.945,0,0.0
2025-01-11,DEMO-01,SH-02,shovel,3.43,0.857,0,0.0
2025-01-12,DEMO-01,SH-02,shovel,0.94,0.961,0,0.0
2025-01-13,DEMO-01,SH-02,shovel,4.56,0.81,0,0.0
2025-01-14,DEMO-01,SH-02,shovel,1.74,0.927,0,0.0
2025-01-15,DEMO-01,SH-02,shovel,1.44,0.94,0,0.0
2025-01-16,DEMO-01,SH-02,shovel,0.04,0.998,0,0.0
2025-01-17,DEMO-01,SH-02,shovel,0.47,0.98,0,0.0
2025-01-18,DEMO-01,SH-02,shovel,7.99,0.667,1,7.66
2025-01-19,DEMO-01,SH-02,shovel,1.58,0.934,0,0.0
2025-01-20,DEMO-01,SH-02,shovel,1.66,0.931,0,0.0
2025-01-21,DEMO-01,SH-02,shovel,1.9,0.921,0,0.0
2025-01-22,DEMO-01,SH-02,shovel,1.84,0.923,0,0.0
2025-01-23,DEMO-01,SH-02,shovel,3.6,0.85,0,0.0
2025-01-24,DEMO-01,SH-02,shovel,1.38,0.942,0,0.0
2025-01-25,DEMO-01,SH-02,shovel,0.66,0.972,0,0.0
2025-01-26,DEMO-01,SH-02,shovel,0.81,0.966,0,0.0
2025-01-27,DEMO-01,SH-02,shovel,0.39,0.984,0,0.0
2025-01-28,DEMO-01,SH-02,shovel,1.96,0.918,0,0.0
2025-01-29,DEMO-01,SH-02,shovel,2.54,0.894,0,0.0
2025-01-30,DEMO-01,SH-02,shovel,6.91,0.712,1,6.54
2025-01-31,DEMO-01,SH-02,shovel,0.51,0.979,0,0.0
2025-02-01,DEMO-01,SH-02,shovel,1.25,0.948,0,0.0
2025-02-02,DEMO-01,SH-02,shovel,1.72,0.928,0,0.0
2025-02-03,DEMO-01,SH-02,shovel,10.31,0.57,1,8.72
2025-02-04,DEMO-01,SH-02,shovel,1.05,0.956,0,0.0
2025-02-05,DEMO-01,SH-02,shovel,1.1,0.954,0,0.0
2025-02-06,DEMO-01,SH-02,shovel,0.88,0.963,0,0.0
2025-02-07,DEMO-01,SH-02,shovel,2.03,0.915,0,0.0
2025-02-08,DEMO-01,SH-02,shovel,2.72,0.887,0,0.0
2025-02-09,DEMO-01,SH-02,shovel,1.53,0.936,0,0.0
2025-02-10,DEMO-01,SH-02,shovel,3.84,0.84,0,0.0
2025-02-11,DEMO-01,SH-02,shovel,1.1,0.954,0,0.0
2025-02-12,DEMO-01,SH-02,shovel,3.07,0.872,0,0.0
2025-02-13,DEMO-01,SH-02,shovel,8.62,0.641,1,9.29
2025-02-14,DEMO-01,SH-02,shovel,2.11,0.912,0,0.0
2025-02-15,DEMO-01,SH-02,shovel,1.76,0.927,0,0.0
2025-02-16,DEMO-01,SH-02,shovel,0.74,0.969,0,0.0
2025-02-17,DEMO-01,SH-02,shovel,1.43,0.941,0,0.0
2025-02-18,DEMO-01,SH-02,shovel,3.21,0.866,0,0.0
2025-02-19,DEMO-01,SH-02,shovel,0.85,0.965,0,0.0
2025-02-20,DEMO-01,SH-02,shovel,2.5,0.896,0,0.0
2025-02-21,DEMO-01,SH-02,shovel,9.7,0.596,1,8.58
2025-02-22,DEMO-01,SH-02,shovel,1.78,0.926,0,0.0
2025-02-23,DEMO-01,SH-02,shovel,0.73,0.97,0,0.0
2025-02-24,DEMO-01,SH-02,shovel,2.92,0.878,0,0.0
2025-02-25,DEMO-01,SH-02,shovel,1.04,0.957,0,0.0
2025-02-26,DEMO-01,SH-02,shovel,3.0,0.875,0,0.0
2025-02-27,DEMO-01,SH-02,shovel,2.5,0.896,0,0.0
2025-02-28,DEMO-01,SH-02,shovel,4.24,0.823,0,0.0
2025-03-01,DEMO-01,SH-02,shovel,4.25,0.823,0,0.0
2025-03-02,DEMO-01,SH-02,shovel,0.47,0.98,0,0.0
2025-03-03,DEMO-01,SH-02,shovel,2.02,0.916,0,0.0
2025-03-04,DEMO-01,SH-02,shovel,1.32,0.945,0,0.0
2025-03-05,DEMO-01,SH-02,shovel,0.87,0.964,0,0.0
2025-03-06,DEMO-01,SH-02,shovel,3.3,0.862,0,0.0
2025-03-07,DEMO-01,SH-02,shovel,0.94,0.961,0,0.0
2025-03-08,DEMO-01,SH-02,shovel,10.28,0.572,1,9.45
2025-03-09,DEMO-01,SH-02,shovel,2.16,0.91,0,0.0
2025-03-10,DEMO-01,SH-02,shovel,1.03,0.957,0,0.0
2025-03-11,DEMO-01,SH-02,shovel,2.73,0.886,0,0.0
2025-03-12,DEMO-01,SH-02,shovel,0.59,0.975,0,0.0
2025-03-13,DEMO-01,SH-02,shovel,0.48,0.98,0,0.0
2025-03-14,DEMO-01,SH-02,shovel,4.55,0.811,1,1.94
2025-03-15,DEMO-01,SH-02,shovel,1.49,0.938,0,0.0
2025-03-16,DEMO-01,SH-02,shovel,2.25,0.906,1,2.43
2025-03-17,DEMO-01,SH-02,shovel,9.99,0.584,1,8.73
2025-03-18,DEMO-01,SH-02,shovel,0.51,0.979,0,0.0
2025-03-19,DEMO-01,SH-02,shovel,1.53,0.936,0,0.0
2025-03-20,DEMO-01,SH-02,shovel,0.54,0.977,0,0.0
2025-03-21,DEMO-01,SH-02,shovel,1.91,0.92,0,0.0
2025-03-22,DEMO-01,SH-02,shovel,1.69,0.93,0,0.0
2025-03-23,DEMO-01,SH-02,shovel,0.4,0.983,0,0.0
2025-03-24,DEMO-01,SH-02,shovel,2.23,0.907,0,0.0
2025-03-25,DEMO-01,SH-02,shovel,2.67,0.889,0,0.0
2025-03-26,DEMO-01,SH-02,shovel,0.29,0.988,0,0.0
2025-03-27,DEMO-01,SH-02,shovel,1.74,0.928,0,0.0
2025-03-28,DEMO-01,SH-02,shovel,1.33,0.945,0,0.0
2025-03-29,DEMO-01,SH-02,shovel,1.41,0.941,0,0.0
2025-03-30,DEMO-01,SH-02,shovel,1.47,0.939,0,0.0
2025-03-31,DEMO-01,SH-02,shovel,0.4,0.983,0,0.0
2025-04-01,DEMO-01,SH-02,shovel,0.66,0.972,0,0.0
2025-04-02,DEMO-01,SH-02,shovel,0.87,0.964,0,0.0
2025-04-03,DEMO-01,SH-02,shovel,0.83,0.965,0,0.0
2025-04-04,DEMO-01,SH-02,shovel,0.9,0.963,0,0.0
2025-04-05,DEMO-01,SH-02,shovel,5.22,0.783,0,0.0
2025-04-06,DEMO-01,SH-02,shovel,0.69,0.971,0,0.0
2025-04-07,DEMO-01,SH-02,shovel,0.47,0.98,0,0.0
2025-04-08,DEMO-01,SH-02,shovel,1.66,0.931,0,0.0
2025-04-09,DEMO-01,SH-02,shovel,7.52,0.687,0,0.0
2025-04-10,DEMO-01,SH-02,shovel,2.14,0.911,0,0.0
2025-04-11,DEMO-01,SH-02,shovel,2.45,0.898,0,0.0
2025-04-12,DEMO-01,SH-02,shovel,2.34,0.902,0,0.0
2025-04-13,DEMO-01,SH-02,shovel,1.45,0.94,0,0.0
2025-04-14,DEMO-01,SH-02,shovel,0.25,0.99,0,0.0
2025-04-15,DEMO-01,SH-02,shovel,2.06,0.914,0,0.0
