date,mine_id,rainfall_mm,soil_moisture,NDVI,LST
2024-04-09,DEMO-01,0.0,0.052,0.215,32.26
2024-04-10,DEMO-01,0.0,0.05,0.215,29.04
2024-04-11,DEMO-01,0.0,0.05,0.214,31.41
2024-04-12,DEMO-01,0.4,0.05,0.214,31.3
2024-04-13,DEMO-01,0.0,0.05,0.214,33.86
2024-04-14,DEMO-01,0.07,0.05,0.213,31.74
2024-04-15,DEMO-01,0.0,0.05,0.213,32.94
2024-04-16,DEMO-01,1.05,0.053,0.213,29.68
2024-04-17,DEMO-01,0.4,0.05,0.213,31.82
2024-04-18,DEMO-01,1.32,0.057,0.213,31.19
2024-04-19,DEMO-01,0.4,0.051,0.213,36.02
2024-04-20,DEMO-01,3.43,0.08,0.215,31.55
2024-04-21,DEMO-01,0.0,0.066,0.215,32.92
2024-04-22,DEMO-01,3.6,0.094,0.218,32.88
2024-04-23,DEMO-01,0.0,0.077,0.219,30.82
2024-04-24,DEMO-01,0.0,0.063,0.219,32.42
2024-04-25,DEMO-01,0.0,0.052,0.218,33.83
2024-04-26,DEMO-01,5.23,0.098,0.22,33.17
2024-04-27,DEMO-01,0.0,0.08,0.221,30.26
2024-04-28,DEMO-01,0.4,0.071,0.221,32.77
2024-04-29,DEMO-01,1.42,0.075,0.222,35.03
2024-04-30,DEMO-01,0.0,0.061,0.222,34.62
2024-05-01,DEMO-01,0.0,0.05,0.22,35.6
2024-05-02,DEMO-01,0.0,0.05,0.22,32.61
2024-05-03,DEMO-01,0.0,0.05,0.219,35.87
2024-05-04,DEMO-01,0.0,0.05,0.218,34.11
2024-05-05,DEMO-01,0.0,0.05,0.217,36.49
2024-05-06,DEMO-01,0.4,0.05,0.217,34.32
2024-05-07,DEMO-01,0.4,0.05,0.216,31.54
2024-05-08,DEMO-01,0.0,0.05,0.216,35.7
2024-05-09,DEMO-01,1.4,0.057,0.216,33.88
2024-05-10,DEMO-01,0.4,0.052,0.215,34.11
2024-05-11,DEMO-01,0.0,0.05,0.215,32.69
2024-05-12,DEMO-01,20.99,0.192,0.223,35.76
2024-05-13,DEMO-01,6.96,0.228,0.233,33.7
2024-05-14,DEMO-01,3.0,0.221,0.241,36.94
2024-05-15,DEMO-01,3.33,0.218,0.249,34.17
2024-05-16,DEMO-01,0.0,0.179,0.253,33.74
2024-05-17,DEMO-01,0.0,0.147,0.255,36.94
2024-05-18,DEMO-01,0.0,0.12,0.255,35.03
2024-05-19,DEMO-01,0.4,0.104,0.254,35.07
2024-05-20,DEMO-01,30.48,0.264,0.263,31.52
2024-05-21,DEMO-01,0.0,0.217,0.268,34.62
2024-05-22,DEMO-01,0.0,0.178,0.27,35.9
2024-05-23,DEMO-01,0.0,0.146,0.27,33.51
2024-05-24,DEMO-01,0.0,0.12,0.269,34.6
2024-05-25,DEMO-01,0.4,0.103,0.266,34.77
2024-05-26,DEMO-01,0.4,0.089,0.263,35.47
2024-05-27,DEMO-01,7.84,0.151,0.264,37.01
2024-05-28,DEMO-01,0.0,0.124,0.263,35.02
2024-05-29,DEMO-01,2.49,0.13,0.263,34.33
2024-05-30,DEMO-01,0.4,0.111,0.262,39.28
2024-05-31,DEMO-01,0.0,0.091,0.259,34.86
2024-06-01,DEMO-01,0.0,0.075,0.256,35.2
2024-06-02,DEMO-01,1.6,0.08,0.253,34.87
2024-06-03,DEMO-01,0.0,0.066,0.25,35.08
2024-06-04,DEMO-01,0.0,0.054,0.246,35.57
2024-06-05,DEMO-01,0.0,0.05,0.243,36.75
2024-06-06,DEMO-01,0.4,0.05,0.24,35.99
2024-06-07,DEMO-01,0.0,0.05,0.237,36.94
2024-06-08,DEMO-01,0.0,0.05,0.234,36.88
2024-06-09,DEMO-01,5.79,0.102,0.235,35.33
2024-06-10,DEMO-01,39.9,0.279,0.247,33.42
2024-06-11,DEMO-01,0.0,0.229,0.254,36.91
2024-06-12,DEMO-01,0.0,0.188,0.259,33.78
2024-06-13,DEMO-01,5.38,0.211,0.264,38.48
2024-06-14,DEMO-01,5.23,0.228,0.27,34.24
2024-06-15,DEMO-01,43.34,0.387,0.285,32.06
2024-06-16,DEMO-01,0.0,0.318,0.294,33.54
2024-06-17,DEMO-01,0.0,0.26,0.299,33.55
2024-06-18,DEMO-01,22.2,0.37,0.31,35.15
2024-06-19,DEMO-01,20.76,0.454,0.325,37.02
2024-06-20,DEMO-01,38.01,0.565,0.345,31.94
2024-06-21,DEMO-01,0.0,0.464,0.358,35.56
2024-06-22,DEMO-01,15.36,0.506,0.371,34.39
2024-06-23,DEMO-01,16.83,0.549,0.386,35.35
2024-06-24,DEMO-01,26.1,0.618,0.404,36.45
2024-06-25,DEMO-01,0.0,0.507,0.413,37.07
2024-06-26,DEMO-01,22.68,0.573,0.425,33.15
2024-06-27,DEMO-01,71.89,0.686,0.443,31.12
2024-06-28,DEMO-01,20.05,0.71,0.461,34.47
2024-06-29,DEMO-01,0.4,0.587,0.469,34.76
2024-06-30,DEMO-01,12.35,0.591,0.477,32.47
2024-07-01,DEMO-01,27.38,0.656,0.488,31.92
2024-07-02,DEMO-01,22.99,0.697,0.5,34.89
2024-07-03,DEMO-01,36.88,0.763,0.516,34.14
2024-07-04,DEMO-01,0.4,0.631,0.521,34.35
2024-07-05,DEMO-01,0.0,0.517,0.519,35.01
2024-07-06,DEMO-01,43.96,0.625,0.524,33.55
2024-07-07,DEMO-01,0.0,0.512,0.521,32.21
2024-07-08,DEMO-01,48.22,0.625,0.526,30.94
2024-07-09,DEMO-01,0.0,0.513,0.523,37.39
2024-07-10,DEMO-01,42.1,0.619,0.527,32.33
2024-07-11,DEMO-01,25.94,0.676,0.534,31.33
2024-07-12,DEMO-01,0.0,0.554,0.533,34.68
2024-07-13,DEMO-01,0.4,0.459,0.526,35.92
2024-07-14,DEMO-01,22.15,0.532,0.525,29.55
2024-07-15,DEMO-01,23.26,0.596,0.527,33.29
2024-07-16,DEMO-01,0.0,0.489,0.523,33.97
2024-07-17,DEMO-01,7.89,0.479,0.518,31.7
2024-07-18,DEMO-01,18.83,0.535,0.518,33.44
2024-07-19,DEMO-01,124.37,0.659,0.525,26.54
2024-07-20,DEMO-01,5.5,0.598,0.527,34.13
2024-07-21,DEMO-01,13.01,0.604,0.53,33.22
2024-07-22,DEMO-01,0.0,0.495,0.526,33.1
2024-07-23,DEMO-01,40.4,0.603,0.528,29.98
2024-07-24,DEMO-01,28.13,0.668,0.535,31.83
2024-07-25,DEMO-01,1.01,0.56,0.534,35.72
2024-07-26,DEMO-01,0.0,0.459,0.527,34.92
2024-07-27,DEMO-01,95.5,0.595,0.529,28.55
2024-07-28,DEMO-01,0.0,0.488,0.525,33.19
2024-07-29,DEMO-01,6.86,0.47,0.519,33.72
2024-07-30,DEMO-01,75.83,0.602,0.523,30.99
2024-07-31,DEMO-01,0.0,0.494,0.519,35.43
2024-08-01,DEMO-01,1.15,0.419,0.511,34.02
2024-08-02,DEMO-01,0.0,0.343,0.499,31.13
2024-08-03,DEMO-01,9.44,0.371,0.49,33.29
2024-08-04,DEMO-01,24.67,0.469,0.488,32.64
2024-08-05,DEMO-01,14.89,0.508,0.489,32.69
2024-08-06,DEMO-01,0.4,0.421,0.484,34.33
2024-08-07,DEMO-01,14.78,0.469,0.483,35.19
2024-08-08,DEMO-01,6.53,0.451,0.481,34.55
2024-08-09,DEMO-01,88.02,0.588,0.487,30.93
2024-08-10,DEMO-01,0.0,0.483,0.486,32.98
2024-08-11,DEMO-01,0.0,0.396,0.48,34.7
2024-08-12,DEMO-01,0.4,0.329,0.471,32.43
2024-08-13,DEMO-01,8.21,0.351,0.463,34.1
2024-08-14,DEMO-01,3.89,0.33,0.455,33.54
2024-08-15,DEMO-01,0.0,0.271,0.445,37.08
2024-08-16,DEMO-01,0.4,0.227,0.432,35.87
2024-08-17,DEMO-01,0.0,0.186,0.419,36.78
2024-08-18,DEMO-01,0.4,0.157,0.404,34.77
2024-08-19,DEMO-01,0.4,0.134,0.39,33.98
2024-08-20,DEMO-01,51.4,0.317,0.389,30.78
2024-08-21,DEMO-01,5.2,0.315,0.388,35.55
2024-08-22,DEMO-01,0.0,0.259,0.383,38.07
2024-08-23,DEMO-01,24.04,0.374,0.386,34.64
2024-08-24,DEMO-01,36.71,0.498,0.396,32.77
2024-08-25,DEMO-01,45.62,0.611,0.412,32.5
2024-08-26,DEMO-01,0.4,0.506,0.42,35.57
2024-08-27,DEMO-01,0.0,0.415,0.422,38.5
2024-08-28,DEMO-01,0.0,0.34,0.419,37.41
2024-08-29,DEMO-01,9.48,0.369,0.418,35.47
2024-08-30,DEMO-01,20.67,0.453,0.422,34.58
2024-08-31,DEMO-01,14.14,0.491,0.428,35.26
2024-09-01,DEMO-01,0.0,0.403,0.429,36.43
2024-09-02,DEMO-01,38.2,0.524,0.436,32.78
2024-09-03,DEMO-01,0.4,0.434,0.438,34.54
2024-09-04,DEMO-01,0.4,0.361,0.434,37.17
2024-09-05,DEMO-01,0.0,0.296,0.427,35.78
2024-09-06,DEMO-01,0.0,0.243,0.417,37.07
2024-09-07,DEMO-01,0.0,0.199,0.406,38.04
2024-09-08,DEMO-01,0.0,0.163,0.394,36.45
2024-09-09,DEMO-01,2.02,0.157,0.382,36.08
2024-09-10,DEMO-01,9.17,0.217,0.375,39.6
2024-09-11,DEMO-01,0.0,0.178,0.367,35.96
2024-09-12,DEMO-01,22.5,0.303,0.367,32.71
2024-09-13,DEMO-01,0.0,0.248,0.364,35.22
2024-09-14,DEMO-01,8.74,0.288,0.363,37.21
2024-09-15,DEMO-01,0.4,0.241,0.36,33.71
2024-09-16,DEMO-01,14.35,0.319,0.361,33.56
2024-09-17,DEMO-01,0.0,0.261,0.36,37.02
2024-09-18,DEMO-01,1.88,0.236,0.356,34.93
2024-09-19,DEMO-01,0.4,0.198,0.351,35.2
2024-09-20,DEMO-01,2.89,0.195,0.346,36.65
2024-09-21,DEMO-01,0.0,0.16,0.339,34.26
2024-09-22,DEMO-01,2.25,0.157,0.333,33.01
2024-09-23,DEMO-01,0.0,0.129,0.326,33.2
2024-09-24,DEMO-01,0.4,0.111,0.318,35.87
2024-09-25,DEMO-01,0.4,0.095,0.31,35.35
2024-09-26,DEMO-01,0.0,0.078,0.302,33.97
2024-09-27,DEMO-01,0.0,0.064,0.294,33.25
2024-09-28,DEMO-01,0.0,0.053,0.286,34.41
2024-09-29,DEMO-01,3.37,0.081,0.28,36.06
2024-09-30,DEMO-01,0.4,0.071,0.274,33.43
2024-10-01,DEMO-01,0.4,0.063,0.269,33.59
2024-10-02,DEMO-01,0.4,0.057,0.264,32.76
2024-10-03,DEMO-01,20.5,0.196,0.267,32.56
2024-10-04,DEMO-01,0.4,0.165,0.269,34.71
2024-10-05,DEMO-01,0.4,0.141,0.269,37.1
2024-10-06,DEMO-01,0.0,0.115,0.267,34.37
2024-10-07,DEMO-01,1.4,0.111,0.265,33.8
2024-10-08,DEMO-01,0.4,0.096,0.263,35.05
2024-10-09,DEMO-01,0.0,0.079,0.259,34.73
2024-10-10,DEMO-01,2.09,0.089,0.257,32.71
2024-10-11,DEMO-01,0.0,0.073,0.254,36.76
2024-10-12,DEMO-01,0.0,0.06,0.25,33.39
2024-10-13,DEMO-01,0.4,0.054,0.246,33.62
2024-10-14,DEMO-01,0.16,0.05,0.243,33.96
2024-10-15,DEMO-01,0.0,0.05,0.24,33.56
2024-10-16,DEMO-01,0.21,0.05,0.237,35.08
2024-10-17,DEMO-01,0.0,0.05,0.234,32.01
2024-10-18,DEMO-01,0.0,0.05,0.232,33.81
2024-10-19,DEMO-01,0.4,0.05,0.23,32.8
2024-10-20,DEMO-01,0.0,0.05,0.228,33.85
2024-10-21,DEMO-01,0.0,0.05,0.226,32.04
2024-10-22,DEMO-01,5.12,0.095,0.227,31.41
2024-10-23,DEMO-01,0.4,0.083,0.228,33.09
2024-10-24,DEMO-01,0.4,0.073,0.228,32.44
2024-10-25,DEMO-01,0.0,0.06,0.227,30.69
2024-10-26,DEMO-01,0.4,0.054,0.225,33.56
2024-10-27,DEMO-01,6.51,0.111,0.228,32.19
2024-10-28,DEMO-01,0.07,0.092,0.229,31.34
2024-10-29,DEMO-01,0.0,0.075,0.228,30.66
2024-10-30,DEMO-01,0.4,0.067,0.228,31.67
2024-10-31,DEMO-01,4.2,0.1,0.229,31.71
2024-11-01,DEMO-01,0.0,0.082,0.229,28.69
2024-11-02,DEMO-01,0.0,0.067,0.229,31.31
2024-11-03,DEMO-01,0.0,0.055,0.227,31.57
2024-11-04,DEMO-01,0.4,0.05,0.226,27.2
2024-11-05,DEMO-01,0.67,0.05,0.224,30.62
2024-11-06,DEMO-01,0.4,0.05,0.223,31.21
2024-11-07,DEMO-01,0.0,0.05,0.222,30.94
2024-11-08,DEMO-01,0.0,0.05,0.221,31.12
2024-11-09,DEMO-01,0.0,0.05,0.22,29.41
2024-11-10,DEMO-01,0.0,0.05,0.219,28.28
2024-11-11,DEMO-01,2.32,0.068,0.219,26.94
2024-11-12,DEMO-01,0.0,0.055,0.219,31.01
2024-11-13,DEMO-01,0.0,0.05,0.218,30.33
2024-11-14,DEMO-01,0.31,0.05,0.217,30.84
2024-11-15,DEMO-01,0.0,0.05,0.217,28.08
2024-11-16,DEMO-01,0.0,0.05,0.216,30.1
2024-11-17,DEMO-01,0.0,0.05,0.215,26.74
2024-11-18,DEMO-01,0.0,0.05,0.215,27.5
2024-11-19,DEMO-01,2.02,0.064,0.216,28.65
2024-11-20,DEMO-01,0.4,0.058,0.216,29.38
2024-11-21,DEMO-01,0.0,0.05,0.215,30.71
2024-11-22,DEMO-01,0.4,0.05,0.215,27.87
2024-11-23,DEMO-01,0.0,0.05,0.214,26.9
2024-11-24,DEMO-01,0.4,0.05,0.214,26.69
2024-11-25,DEMO-01,0.0,0.05,0.214,26.92
2024-11-26,DEMO-01,0.0,0.05,0.213,30.88
2024-11-27,DEMO-01,0.4,0.05,0.213,28.69
2024-11-28,DEMO-01,1.61,0.06,0.214,29.0
2024-11-29,DEMO-01,2.14,0.074,0.215,26.97
2024-11-30,DEMO-01,0.0,0.06,0.215,27.32
2024-12-01,DEMO-01,0.0,0.05,0.215,28.2
2024-12-02,DEMO-01,0.0,0.05,0.214,26.4
2024-12-03,DEMO-01,0.0,0.05,0.214,26.6
2024-12-04,DEMO-01,0.0,0.05,0.214,25.96
2024-12-05,DEMO-01,0.4,0.05,0.213,26.16
2024-12-06,DEMO-01,0.4,0.05,0.213,26.75
2024-12-07,DEMO-01,3.05,0.075,0.215,25.27
2024-12-08,DEMO-01,0.0,0.062,0.215,26.92
2024-12-09,DEMO-01,0.4,0.055,0.215,26.8
2024-12-10,DEMO-01,0.0,0.05,0.214,26.08
2024-12-11,DEMO-01,0.0,0.05,0.214,25.08
2024-12-12,DEMO-01,0.0,0.05,0.214,26.3
2024-12-13,DEMO-01,0.2,0.05,0.214,25.35
2024-12-14,DEMO-01,0.4,0.05,0.213,26.03
2024-12-15,DEMO-01,0.0,0.05,0.213,27.44
2024-12-16,DEMO-01,1.25,0.056,0.213,23.99
2024-12-17,DEMO-01,0.0,0.05,0.213,28.79
2024-12-18,DEMO-01,0.4,0.05,0.213,25.55
2024-12-19,DEMO-01,0.0,0.05,0.213,26.18
2024-12-20,DEMO-01,0.0,0.05,0.212,24.48
2024-12-21,DEMO-01,0.4,0.05,0.212,27.04
2024-12-22,DEMO-01,0.0,0.05,0.212,25.22
2024-12-23,DEMO-01,0.0,0.05,0.212,24.78
2024-12-24,DEMO-01,0.4,0.05,0.212,24.44
2024-12-25,DEMO-01,2.11,0.065,0.213,24.7
2024-12-26,DEMO-01,0.0,0.054,0.213,25.74
2024-12-27,DEMO-01,0.0,0.05,0.213,25.34
2024-12-28,DEMO-01,0.5,0.05,0.212,24.96
2024-12-29,DEMO-01,3.51,0.08,0.214,23.78
2024-12-30,DEMO-01,0.0,0.066,0.215,23.87
2024-12-31,DEMO-01,0.0,0.054,0.215,24.26
2025-01-01,DEMO-01,0.0,0.05,0.214,25.53
2025-01-02,DEMO-01,0.0,0.05,0.214,25.77
2025-01-03,DEMO-01,0.0,0.05,0.214,25.92
2025-01-04,DEMO-01,0.0,0.05,0.213,24.77
2025-01-05,DEMO-01,0.35,0.05,0.213,25.25
2025-01-06,DEMO-01,3.11,0.076,0.215,24.27
2025-01-07,DEMO-01,0.4,0.067,0.215,22.21
2025-01-08,DEMO-01,0.48,0.061,0.216,24.31
2025-01-09,DEMO-01,0.0,0.05,0.215,24.09
2025-01-10,DEMO-01,0.0,0.05,0.215,23.14
2025-01-11,DEMO-01,0.0,0.05,0.214,23.78
2025-01-12,DEMO-01,0.0,0.05,0.214,24.75
2025-01-13,DEMO-01,0.0,0.05,0.214,22.95
2025-01-14,DEMO-01,0.0,0.05,0.213,23.53
2025-01-15,DEMO-01,0.0,0.05,0.213,26.68
2025-01-16,DEMO-01,0.0,0.05,0.213,22.27
2025-01-17,DEMO-01,0.0,0.05,0.213,24.25
2025-01-18,DEMO-01,0.0,0.05,0.213,22.87
2025-01-19,DEMO-01,0.0,0.05,0.212,23.45
2025-01-20,DEMO-01,0.4,0.05,0.212,24.2
2025-01-21,DEMO-01,0.4,0.05,0.212,23.1
2025-01-22,DEMO-01,0.0,0.05,0.212,25.32
2025-01-23,DEMO-01,0.0,0.05,0.212,26.41
2025-01-24,DEMO-01,0.0,0.05,0.212,25.71
2025-01-25,DEMO-01,0.0,0.05,0.212,25.98
2025-01-26,DEMO-01,3.65,0.081,0.214,22.41
2025-01-27,DEMO-01,0.4,0.072,0.215,24.22
2025-01-28,DEMO-01,0.0,0.059,0.215,25.26
2025-01-29,DEMO-01,0.0,0.05,0.214,25.85
2025-01-30,DEMO-01,0.4,0.05,0.214,27.09
2025-01-31,DEMO-01,0.0,0.05,0.214,26.19
2025-02-01,DEMO-01,0.0,0.05,0.214,25.98
2025-02-02,DEMO-01,0.0,0.05,0.213,28.44
2025-02-03,DEMO-01,0.0,0.05,0.213,24.93
2025-02-04,DEMO-01,0.0,0.05,0.213,24.43
2025-02-05,DEMO-01,2.21,0.066,0.214,24.98
2025-02-06,DEMO-01,0.0,0.054,0.214,23.64
2025-02-07,DEMO-01,0.0,0.05,0.213,25.06
2025-02-08,DEMO-01,0.0,0.05,0.213,22.6
2025-02-09,DEMO-01,0.0,0.05,0.213,24.32
2025-02-10,DEMO-01,0.0,0.05,0.213,24.96
2025-02-11,DEMO-01,1.89,0.063,0.213,26.38
2025-02-12,DEMO-01,0.0,0.052,0.213,26.79
2025-02-13,DEMO-01,0.0,0.05,0.213,23.94
2025-02-14,DEMO-01,0.0,0.05,0.213,28.26
2025-02-15,DEMO-01,0.0,0.05,0.213,25.63
2025-02-16,DEMO-01,0.0,0.05,0.212,25.82
2025-02-17,DEMO-01,0.4,0.05,0.212,23.27
2025-02-18,DEMO-01,0.0,0.05,0.212,24.76
2025-02-19,DEMO-01,1.38,0.057,0.213,27.08
2025-02-20,DEMO-01,0.0,0.05,0.212,26.01
2025-02-21,DEMO-01,0.0,0.05,0.212,26.01
2025-02-22,DEMO-01,0.4,0.05,0.212,26.23
2025-02-23,DEMO-01,0.0,0.05,0.212,24.0
2025-02-24,DEMO-01,0.0,0.05,0.212,25.97
2025-02-25,DEMO-01,0.0,0.05,0.212,28.16
2025-02-26,DEMO-01,0.48,0.05,0.212,27.77
2025-02-27,DEMO-01,0.0,0.05,0.212,26.19
2025-02-28,DEMO-01,2.02,0.064,0.212,28.52
2025-03-01,DEMO-01,0.0,0.053,0.213,24.79
2025-03-02,DEMO-01,0.0,0.05,0.212,25.28
2025-03-03,DEMO-01,2.04,0.065,0.213,29.22
2025-03-04,DEMO-01,2.11,0.077,0.215,27.52
2025-03-05,DEMO-01,0.0,0.063,0.215,26.54
2025-03-06,DEMO-01,0.4,0.057,0.215,26.94
2025-03-07,DEMO-01,0.0,0.05,0.215,26.02
2025-03-08,DEMO-01,3.12,0.076,0.216,27.45
2025-03-09,DEMO-01,0.0,0.062,0.216,27.64
2025-03-10,DEMO-01,0.0,0.051,0.216,27.5
2025-03-11,DEMO-01,0.0,0.05,0.215,25.96
2025-03-12,DEMO-01,0.0,0.05,0.215,28.06
2025-03-13,DEMO-01,0.24,0.05,0.214,27.05
2025-03-14,DEMO-01,0.73,0.05,0.214,26.5
2025-03-15,DEMO-01,0.0,0.05,0.214,29.81
2025-03-16,DEMO-01,0.24,0.05,0.214,31.18
2025-03-17,DEMO-01,2.43,0.069,0.214,30.84
2025-03-18,DEMO-01,3.48,0.095,0.217,29.09
2025-03-19,DEMO-01,0.0,0.078,0.218,28.14
2025-03-20,DEMO-01,0.0,0.064,0.218,28.54
2025-03-21,DEMO-01,0.9,0.063,0.218,29.27
2025-03-22,DEMO-01,0.4,0.057,0.218,28.27
2025-03-23,DEMO-01,0.0,0.05,0.217,30.85
2025-03-24,DEMO-01,0.0,0.05,0.217,26.28
2025-03-25,DEMO-01,1.47,0.058,0.217,28.75
2025-03-26,DEMO-01,0.4,0.053,0.216,30.48
2025-03-27,DEMO-01,0.0,0.05,0.216,28.33
2025-03-28,DEMO-01,0.0,0.05,0.215,29.3
2025-03-29,DEMO-01,0.4,0.05,0.215,30.57
2025-03-30,DEMO-01,2.01,0.064,0.215,31.9
2025-03-31,DEMO-01,0.0,0.053,0.215,28.22
2025-04-01,DEMO-01,0.0,0.05,0.215,28.24
2025-04-02,DEMO-01,0.0,0.05,0.214,28.96
2025-04-03,DEMO-01,0.88,0.051,0.214,28.21
2025-04-04,DEMO-01,0.0,0.05,0.214,28.49
2025-04-05,DEMO-01,4.53,0.09,0.216,29.03
2025-04-06,DEMO-01,0.0,0.074,0.217,32.53
2025-04-07,DEMO-01,0.0,0.061,0.217,30.5
2025-04-08,DEMO-01,0.0,0.05,0.216,31.11
2025-04-09,DEMO-01,3.03,0.075,0.217,29.67
2025-04-10,DEMO-01,0.4,0.066,0.218,32.19
2025-04-11,DEMO-01,0.0,0.054,0.217,34.08
2025-04-12,DEMO-01,0.0,0.05,0.217,30.34
2025-04-13,DEMO-01,2.73,0.072,0.218,33.95
2025-04-14,DEMO-01,0.06,0.06,0.217,32.34
2025-04-15,DEMO-01,1.36,0.065,0.218,31.9
2025-04-16,DEMO-01,1.23,0.068,0.218,32.57
2025-04-17,DEMO-01,0.0,0.056,0.218,32.76
2025-04-18,DEMO-01,4.79,0.097,0.22,34.63
2025-04-19,DEMO-01,0.55,0.086,0.221,33.15
2025-04-20,DEMO-01,0.0,0.071,0.222,33.33
2025-04-21,DEMO-01,0.0,0.058,0.221,32.11
2025-04-22,DEMO-01,1.06,0.06,0.221,33.92
2025-04-23,DEMO-01,0.4,0.054,0.22,31.56
2025-04-24,DEMO-01,0.0,0.05,0.219,33.2
2025-04-25,DEMO-01,0.0,0.05,0.218,37.19
2025-04-26,DEMO-01,0.4,0.05,0.218,29.74
2025-04-27,DEMO-01,0.0,0.05,0.217,33.7
2025-04-28,DEMO-01,0.0,0.05,0.216,33.86
2025-04-29,DEMO-01,0.0,0.05,0.216,33.27
2025-04-30,DEMO-01,0.0,0.05,0.215,33.41
2025-05-01,DEMO-01,0.0,0.05,0.215,33.92
2025-05-02,DEMO-01,0.0,0.05,0.214,33.54
2025-05-03,DEMO-01,0.0,0.05,0.214,34.3
2025-05-04,DEMO-01,0.4,0.05,0.214,33.37
2025-05-05,DEMO-01,0.62,0.05,0.214,36.96
2025-05-06,DEMO-01,0.4,0.05,0.213,33.88
2025-05-07,DEMO-01,2.26,0.067,0.214,35.0
2025-05-08,DEMO-01,0.0,0.055,0.214,33.49
2025-05-09,DEMO-01,0.0,0.05,0.214,35.81
2025-05-10,DEMO-01,0.4,0.05,0.214,35.59
2025-05-11,DEMO-01,5.44,0.098,0.216,34.91
2025-05-12,DEMO-01,0.4,0.085,0.218,33.27
2025-05-13,DEMO-01,0.0,0.07,0.218,33.74
2025-05-14,DEMO-01,3.53,0.097,0.221,37.0
2025-05-15,DEMO-01,12.27,0.188,0.228,33.09
2025-05-16,DEMO-01,0.0,0.154,0.233,35.88
2025-05-17,DEMO-01,2.85,0.159,0.237,33.54
2025-05-18,DEMO-01,0.0,0.13,0.24,36.5
2025-05-19,DEMO-01,0.0,0.107,0.24,34.18
2025-05-20,DEMO-01,6.09,0.151,0.244,33.45
2025-05-21,DEMO-01,0.0,0.123,0.245,34.23
2025-05-22,DEMO-01,4.15,0.147,0.248,34.23
2025-05-23,DEMO-01,2.12,0.145,0.25,35.73
2025-05-24,DEMO-01,0.4,0.123,0.25,35.4
2025-05-25,DEMO-01,8.62,0.185,0.255,33.29
2025-05-26,DEMO-01,0.0,0.152,0.257,35.34
2025-05-27,DEMO-01,0.4,0.129,0.257,33.78
2025-05-28,DEMO-01,6.04,0.169,0.26,35.95
2025-05-29,DEMO-01,0.0,0.138,0.26,36.6
2025-05-30,DEMO-01,0.0,0.113,0.259,35.42
2025-05-31,DEMO-01,2.72,0.124,0.259,35.67
2025-06-01,DEMO-01,0.0,0.102,0.258,37.92
2025-06-02,DEMO-01,0.0,0.083,0.255,35.25
2025-06-03,DEMO-01,33.79,0.255,0.263,32.04
2025-06-04,DEMO-01,0.61,0.216,0.268,36.24
2025-06-05,DEMO-01,9.66,0.269,0.276,33.28
2025-06-06,DEMO-01,15.82,0.349,0.288,34.17
2025-06-07,DEMO-01,31.39,0.468,0.306,32.65
2025-06-08,DEMO-01,0.0,0.383,0.317,34.45
2025-06-09,DEMO-01,0.4,0.319,0.324,35.04
2025-06-10,DEMO-01,0.0,0.262,0.325,36.66
2025-06-11,DEMO-01,13.33,0.33,0.331,36.1
2025-06-12,DEMO-01,18.94,0.414,0.342,35.48
2025-06-13,DEMO-01,1.53,0.357,0.348,35.71
2025-06-14,DEMO-01,48.42,0.498,0.362,31.93
2025-06-15,DEMO-01,0.4,0.413,0.369,31.96
2025-06-16,DEMO-01,5.9,0.4,0.375,35.41
2025-06-17,DEMO-01,0.0,0.328,0.376,32.04
2025-06-18,DEMO-01,2.08,0.293,0.375,32.38
2025-06-19,DEMO-01,0.4,0.245,0.37,34.92
2025-06-20,DEMO-01,0.0,0.201,0.364,35.51
2025-06-21,DEMO-01,0.4,0.17,0.356,34.45
2025-06-22,DEMO-01,0.0,0.139,0.347,37.22
2025-06-23,DEMO-01,0.0,0.114,0.337,35.69
2025-06-24,DEMO-01,55.19,0.303,0.34,31.21
2025-06-25,DEMO-01,17.36,0.385,0.348,35.83
2025-06-26,DEMO-01,86.74,0.534,0.364,31.71
2025-06-27,DEMO-01,0.0,0.438,0.373,35.62
2025-06-28,DEMO-01,20.37,0.508,0.385,32.51
2025-06-29,DEMO-01,0.0,0.417,0.391,34.07
2025-06-30,DEMO-01,2.98,0.375,0.393,32.6
2025-07-01,DEMO-01,0.0,0.308,0.391,34.72
2025-07-02,DEMO-01,8.91,0.338,0.391,32.72
2025-07-03,DEMO-01,0.0,0.277,0.387,34.26
2025-07-04,DEMO-01,94.67,0.446,0.394,29.14
2025-07-05,DEMO-01,62.06,0.579,0.408,28.01
2025-07-06,DEMO-01,0.0,0.475,0.415,32.87
2025-07-07,DEMO-01,19.99,0.537,0.425,32.66
2025-07-08,DEMO-01,27.83,0.613,0.438,32.78
2025-07-09,DEMO-01,0.0,0.503,0.444,33.89
2025-07-10,DEMO-01,0.0,0.412,0.443,34.18
2025-07-11,DEMO-01,36.03,0.528,0.449,31.3
2025-07-12,DEMO-01,32.96,0.618,0.461,30.44
2025-07-13,DEMO-01,20.27,0.655,0.473,32.5
2025-07-14,DEMO-01,27.85,0.711,0.488,32.47
2025-07-15,DEMO-01,15.52,0.71,0.501,33.1
2025-07-16,DEMO-01,45.34,0.784,0.518,31.82
2025-07-17,DEMO-01,35.16,0.832,0.536,32.88
